Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.15228604923798359,American Indian or Alaska Native
Asian,0.34175394381768689,Asian
Black,0.17309238515280435,Black
Native Hawaiian or Other Pacific Islander,0.31015820149875109,Native Hawaiian or Other Pacific Islander
Other Race,0.4753319763497141,Other Race
White,0.39578955468192569,White
