ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
,5212,5211,1
19061,57016,55059,1957
19163,75972,70341,5631
19153,227659,216828,10831
19079,6866,6470,396
19179,11456,10867,589
19113,116038,108053,7985
19187,16521,15487,1034
19099,13509,12516,993
19049,40704,38509,2195
19169,45838,43326,2512
19035,4612,4375,237
19059,7248,7042,206
19013,65655,59948,5707
19047,7123,5565,1558
19145,6937,6238,699
19139,16859,12218,4641
19157,8743,8380,363
19103,85057,81249,3808
19193,43028,38513,4515
19147,3274,3136,138
19175,4693,4428,265
19105,6449,5649,800
19043,6454,5815,639
19197,6018,4362,1656
19155,43917,39204,4713
19029,9993,9598,395
19075,4624,4285,339
19125,14990,11023,3967
19065,10380,9502,878
19045,15899,14521,1378
19123,7294,6834,460
19019,6043,5749,294
19121,6670,6526,144
19165,5508,5407,101
19127,14607,11996,2611
19077,4222,3992,230
19087,8460,6736,1724
19017,12280,11129,1151
19055,4980,4257,723
19091,4077,3709,368
19181,16290,15410,880
19093,1985,1507,478
19083,7001,5721,1280
19141,5166,4853,313
19173,2147,2132,15
19073,4500,4026,474
19057,16665,16013,652
19111,12466,10779,1687
19051,4704,3055,1649
19021,9424,6163,3261
19039,5136,3806,1330
19033,24167,22518,1649
19191,8145,7199,946
19007,4387,3932,455
19085,3401,3182,219
19011,7455,7018,437
19167,11809,9247,2562
19171,8174,7210,964
19067,6884,5906,978
19027,9813,8769,1044
19097,7707,7478,229
19135,3182,2915,267
19183,6974,6491,483
19131,4287,4158,129
19195,1646,1645,1
19063,4727,4380,347
19025,4188,4028,160
19189,4085,3609,476
19009,2028,1927,101
19005,5432,5328,104
19129,5065,4926,139
19041,7811,7594,217
19037,2966,2650,316
19149,9313,6453,2860
19159,1968,1964,4
19003,1596,1590,6
19031,6067,5807,260
19023,3912,3759,153
19101,7522,6613,909
19089,2142,1983,159
19161,3224,3179,45
19095,5909,5334,575
19109,5896,5436,460
19069,3483,3256,227
19117,3509,3133,376
19015,10677,10177,500
19081,3552,2862,690
19071,1631,1537,94
19053,2822,2704,118
19001,2368,2048,320
19107,1630,1530,100
19151,1935,1791,144
19143,1593,1435,158
19133,2133,1966,167
19137,3518,2964,554
19115,4587,3074,1513
19119,2955,2886,69
19185,3163,2797,366
19177,1486,1387,99
