County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,37580,80427,1026,200862
Linn,22700,39524,3309,104049
Scott,19085,24564,985,69666
Johnson,14806,36706,233,88900
Black Hawk,14126,25705,2106,67789
Dubuque,13502,19455,312,52711
Pottawattamie,10488,16348,3466,47454
Woodbury,10291,14635,100,39206
Story,9179,14184,386,37798
Cerro Gordo,8159,8346,1004,25717
Cass,5541,1761,0,9051
Dallas,5169,11019,1042,27708
Webster,5095,5432,496,16438
Clinton,4804,4607,99,14126
Des Moines,4621,7086,269,18886
Warren,3963,5357,91,14482
Marshall,3940,2817,1576,11120
Lee,3671,4127,195,12280
Muscatine,3606,3628,1293,12142
Marion,3487,3682,1488,12326
Fayette,3447,2403,200,8434
Wapello,3388,4075,0,11530
Bremer,3044,5045,110,13202
Allamakee,2880,1463,0,5805
Sioux,2796,3758,1301,11606
Jackson,2739,2482,0,7687
Boone,2656,3631,97,9971
Jasper,2629,5133,101,12747
Tama,2360,2347,649,7598
Henry,2314,2024,104,6484
Poweshiek,2281,2245,0,6775
Clarke,2214,719,1107,4739
Mitchell,2201,1201,0,4605
Clay,2181,3766,0,9638
Emmet,2167,1100,0,4385
Clayton,2134,2274,0,6682
Kossuth,2085,2072,0,6225
Mahaska,2083,2138,0,6351
Benton,2044,2519,0,7084
Dickinson,2008,2714,0,7428
Winneshiek,1986,2323,1,6628
Appanoose,1961,1102,0,4151
Cedar,1952,2152,0,6253
Madison,1943,1902,0,5746
Hamilton,1915,2121,0,6167
Carroll,1899,3292,600,9105
Buchanan,1878,2168,0,6207
Crawford,1872,1852,1267,6831
Washington,1856,2045,1,5944
Jefferson,1831,1848,95,5621
Shelby,1816,1675,33,5200
Buena Vista,1759,2318,2431,8888
Page,1735,2506,85,6828
Floyd,1714,2047,145,5940
Hardin,1675,1975,0,5616
Calhoun,1635,1369,0,4371
O'Brien,1594,2120,0,5844
Mills,1583,1739,0,5062
Union,1516,1332,0,4179
Grundy,1395,1582,0,4563
Franklin,1378,1220,0,3813
Cherokee,1348,1733,80,4891
Guthrie,1347,1239,0,3811
Jones,1321,1938,0,5242
Plymouth,1304,3305,2508,10421
Delaware,1272,1606,100,4582
Butler,1267,1615,0,4496
Davis,1253,928,1477,4575
Decatur,1247,716,0,2654
Iowa,1243,1973,0,5186
Winnebago,1222,1068,0,3356
Palo Alto,1213,1148,0,3510
Sac,1148,1352,0,3854
Wright,1144,1546,1324,5544
Chickasaw,1044,948,0,2936
Hancock,991,1073,0,3135
Taylor,973,890,0,2749
Louisa,938,1232,1389,4787
Lyon,925,1077,0,3076
Humboldt,910,1045,0,2997
Lucas,886,1049,96,3072
Harrison,861,1404,0,3669
Adair,853,653,0,2156
Monroe,849,1040,99,3021
Adams,793,582,0,1954
Greene,759,1168,100,3193
Ringgold,685,859,0,2391
Wayne,685,1253,0,3192
Montgomery,657,1181,99,3120
Audubon,591,873,0,2338
Van Buren,538,363,0,1263
Pocahontas,508,708,85,2008
Howard,498,806,0,2109
Monona,496,898,0,2286
Fremont,484,698,0,1880
Worth,482,691,0,1860
Ida,435,796,0,2031
Keokuk,417,669,0,1754
Osceola,415,632,0,1680
Out of State,265,3776,0,7837
