County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,572334,57827,47334,547,487,60
Linn,246210,20559,18118,312,282,30
Black Hawk,182927,16207,14055,290,272,18
Johnson,178630,13777,12339,73,68,5
Scott,176394,18231,15996,206,191,15
Dubuque,159007,13492,11624,194,180,14
Story,137804,10148,8942,45,39,6
Woodbury,122529,14900,13070,211,195,16
Dallas,108397,11276,9226,90,79,11
Pottawattamie,102231,10733,9191,143,128,15
Marshall,69777,4947,4313,72,64,8
Cerro Gordo,66121,5321,4738,81,68,13
Warren,63085,5511,4671,74,69,5
Webster,59806,5163,4695,87,73,14
Clinton,52530,5412,4600,84,74,10
Des Moines,47091,4556,3982,61,53,8
Lee,46161,3739,3316,52,39,13
Muscatine,45756,4486,3911,91,82,9
Jasper,42863,4111,3368,66,62,4
Buena Vista,39341,4718,3971,36,33,3
Wapello,39264,4286,3537,108,104,4
Boone,37912,2584,2253,30,28,2
Sioux,36799,4922,4554,69,66,3
Washington,34995,2539,2237,47,43,4
Marion,34750,3574,3130,69,60,9
Poweshiek,34113,1536,1368,30,28,2
Plymouth,32936,3932,3483,77,69,8
Bremer,31607,2771,2474,54,47,7
Carroll,31229,2848,2555,48,40,8
Henry,31221,2932,2678,36,35,1
Benton,31011,2511,2118,54,44,10
Winneshiek,30574,1872,1622,26,22,4
Fayette,29711,1841,1660,35,32,3
Hardin,29112,1805,1566,39,33,6
Tama,27941,2120,1867,65,63,2
Mahaska,26012,2232,1975,46,41,5
Cedar,25682,1761,1558,23,21,2
Buchanan,25509,1840,1622,29,25,4
Clay,25164,1931,1733,25,20,5
Iowa,25122,1440,1288,23,21,2
Butler,24785,1660,1501,31,28,3
Crawford,23251,2729,2346,35,31,4
Delaware,23007,1888,1747,39,34,5
Jones,22006,2936,2721,54,50,4
Dickinson,21976,2166,1873,38,32,6
Floyd,21938,1625,1395,40,31,9
Jackson,21901,2211,1959,38,35,3
Kossuth,21697,2074,1821,54,47,7
O'Brien,21668,1932,1670,58,54,4
Clayton,20920,1677,1514,53,45,8
Hamilton,20589,1916,1608,42,41,1
Mills,18965,1627,1386,20,17,3
Wright,18532,1794,1665,31,26,5
Hancock,18254,1465,1316,29,24,5
Cass,17954,1328,1121,51,46,5
Allamakee,17937,1440,1280,45,37,8
Harrison,17711,1789,1544,69,65,4
Page,17406,1822,1686,19,18,1
Jefferson,17368,1377,1220,32,27,5
Franklin,17312,1183,1035,19,18,1
Cherokee,17311,1535,1376,35,29,6
Madison,17050,1536,1286,18,14,4
Sac,16798,1239,1128,18,18,0
Grundy,16439,1387,1210,30,25,5
Calhoun,15818,1330,1236,11,11,0
Palo Alto,15573,1045,918,21,19,2
Monona,15476,815,707,27,26,1
Appanoose,15309,1386,1106,47,43,4
Guthrie,15227,1161,1028,28,23,5
Mitchell,15128,1303,1149,40,38,2
Chickasaw,15066,1245,1140,13,12,1
Winnebago,14910,1375,1215,30,25,5
Louisa,14871,1279,1142,41,34,7
Union,14805,1262,1114,31,26,5
Emmet,14205,1209,1074,40,38,2
Howard,14177,1027,874,21,17,4
Shelby,13954,1201,1071,33,30,3
Humboldt,13271,1169,1059,25,22,3
Pending Investigation,13176,964,822,0,0,0
Keokuk,13120,977,849,29,29,0
Greene,12860,767,694,10,10,0
Lyon,12860,1456,1364,41,37,4
Montgomery,12245,1039,888,36,34,2
Clarke,11609,997,819,20,20,0
Pocahontas,11270,851,774,19,19,0
Worth,10762,692,623,7,6,1
Adair,10709,917,677,27,21,6
Ida,10139,908,744,32,30,2
Audubon,10019,483,422,9,8,1
Davis,9188,822,693,23,22,1
Decatur,8680,572,510,9,9,0
Ringgold,8491,518,455,20,17,3
Monroe,8281,929,812,28,21,7
Lucas,7956,729,656,21,17,4
Taylor,7243,663,604,12,10,2
Van Buren,7229,559,499,18,15,3
Osceola,6779,701,641,14,12,2
Fremont,6390,586,533,9,7,2
Wayne,5056,487,402,21,17,4
Adams,4592,325,305,4,4,0
