RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,243251,230621,12630
19161,4070,3736,334
19027,9977,8982,995
19013,60438,55123,5315
19017,11896,10865,1031
19019,8807,8192,615
19195,2980,2803,177
19033,20601,18962,1639
19081,4192,3739,453
19169,48712,46036,2676
19139,19606,15804,3802
19165,5403,5186,217
19009,2650,2502,148
19191,10041,9173,868
19103,86741,82042,4699
19065,8452,7895,557
19061,50079,48375,1704
19147,3600,3382,218
19183,9763,9076,687
19193,39983,35512,4471
19003,1516,1458,58
19173,2256,2185,71
19041,6677,6296,381
19125,13428,11310,2118
19123,7316,6539,777
19157,8585,8137,448
19099,16708,15151,1557
19073,4052,3546,506
19113,117025,108846,8179
19171,7893,7102,791
19109,6338,5798,540
19187,15891,14550,1341
19011,11529,10641,888
19045,18695,17304,1391
19067,6487,5984,503
19189,4374,3800,574
19131,4123,3927,196
19029,5954,5603,351
19135,2822,2509,313
19049,46507,44190,2317
19127,19031,16482,2549
19063,3708,3397,311
19159,2030,1991,39
19115,4314,3293,1021
19163,70637,65504,5133
19149,10261,8189,2072
19059,8044,7787,257
19093,2621,2225,396
19015,13295,12572,723
19141,5582,5073,509
19075,5997,5532,465
19091,3771,3419,352
19151,2738,2529,209
19055,7201,6371,830
19101,6899,6195,704
19005,5225,5008,217
19181,23366,22083,1283
19025,4580,4249,331
19083,7437,6527,910
19069,4203,3840,363
19023,6746,6325,421
19133,3614,3394,220
19085,5314,4964,350
19137,4266,3744,522
19111,12518,11016,1502
19197,5696,4799,897
19179,13024,10712,2312
19121,6804,6484,320
19143,2200,2000,200
19051,2533,2378,155
19047,6830,5525,1305
19145,6198,5687,511
19043,6867,6299,568
19057,14766,13893,873
19007,4519,4107,412
19107,3712,3419,293
19077,4935,4606,329
19129,5779,5504,275
19021,9319,6353,2966
19087,8231,6690,1541
19079,7304,6639,665
19035,4794,4440,354
19001,2866,2549,317
19037,5101,4427,674
19095,8020,7344,676
19167,11382,9748,1634
19089,3661,3207,454
19119,3405,3237,168
19185,2057,1892,165
19039,3842,3143,699
19097,8232,7864,368
19155,36539,34434,2105
19117,3068,2685,383
19031,8828,8169,659
19175,4871,4618,253
19071,2526,2328,198
19053,2436,2210,226
19177,2246,2050,196
19105,9820,8811,1009
,44,38,6
