County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,746644,65650,57324,640,562,78
Linn,314145,22631,20665,339,303,36
Scott,232341,21743,19958,248,224,24
Black Hawk,228325,17654,15588,312,288,24
Johnson,226687,15506,14452,85,77,8
Dubuque,205251,14825,13213,211,195,16
Story,170512,11483,10614,48,42,6
Woodbury,155800,16552,14976,230,211,19
Dallas,136468,12629,11130,99,85,14
Pottawattamie,126888,12365,11016,174,151,23
Marshall,86879,5244,4782,76,68,8
Cerro Gordo,83646,5984,5374,95,79,16
Warren,83380,6348,5713,91,81,10
Webster,72999,5447,5039,94,79,15
Clinton,69433,6097,5502,93,79,14
Des Moines,61570,5044,4570,72,60,12
Muscatine,60390,5224,4747,106,97,9
Lee,58205,4072,3741,56,43,13
Jasper,55440,4562,4132,72,67,5
Wapello,50528,4709,4194,122,118,4
Sioux,48407,5355,5085,74,71,3
Poweshiek,47972,1649,1530,36,33,3
Buena Vista,47179,4971,4218,40,36,4
Boone,46746,2872,2642,34,31,3
Marion,45330,3867,3580,76,65,11
Washington,44517,2745,2505,51,47,4
Bremer,42340,3018,2800,61,51,10
Winneshiek,42228,2068,1936,35,30,5
Plymouth,40582,4341,3941,81,73,8
Benton,40129,2763,2517,55,44,11
Carroll,39076,3082,2818,52,43,9
Henry,38878,3101,2898,37,36,1
Fayette,38452,1950,1816,43,38,5
Hardin,37716,2007,1826,44,34,10
Tama,34603,2248,2034,71,67,4
Cedar,33710,2017,1885,23,21,2
Buchanan,33674,2053,1886,33,27,6
Mahaska,33515,2434,2259,51,46,5
Clay,32766,2281,2134,27,22,5
Iowa,31558,1562,1475,24,22,2
Delaware,31227,2159,2062,43,38,5
Butler,31179,1756,1618,35,31,4
Crawford,29896,2929,2644,40,35,5
Dickinson,29136,2686,2447,44,38,6
Jones,28532,3139,2943,57,51,6
Kossuth,27954,2284,2101,66,57,9
Jackson,27936,2386,2201,42,39,3
O'Brien,27541,2154,1938,61,56,5
Floyd,27515,1815,1577,42,32,10
Clayton,27226,1800,1656,57,48,9
Hamilton,24629,2009,1760,51,46,5
Hancock,23324,1601,1462,34,27,7
Allamakee,22807,1588,1469,52,42,10
Page,22798,2012,1914,22,20,2
Madison,22506,1788,1623,19,15,4
Jefferson,22504,1455,1302,35,29,6
Harrison,22457,1936,1725,73,69,4
Mills,22346,1807,1609,24,21,3
Cherokee,22263,1696,1551,38,30,8
Sac,21899,1396,1290,20,19,1
Wright,21819,1932,1818,40,33,7
Cass,21809,1477,1341,55,49,6
Franklin,21647,1345,1193,23,21,2
Grundy,20287,1452,1337,33,27,6
Guthrie,20035,1316,1197,32,26,6
Palo Alto,20001,1196,1110,23,22,1
Calhoun,19737,1441,1376,13,12,1
Appanoose,19265,1470,1236,49,44,5
Mitchell,19225,1377,1232,43,40,3
Winnebago,19067,1559,1398,31,26,5
Monona,18927,889,801,31,29,2
Chickasaw,18768,1321,1233,17,14,3
Louisa,18674,1364,1244,49,42,7
Union,18491,1382,1257,35,27,8
Shelby,18267,1378,1278,37,33,4
Emmet,18148,1437,1299,41,39,2
Howard,17850,1100,1023,22,18,4
Lyon,17517,1596,1547,41,37,4
Keokuk,16613,1036,931,32,31,1
Humboldt,16217,1245,1170,26,23,3
Greene,15765,829,768,11,10,1
Montgomery,15060,1116,998,38,36,2
Pocahontas,14402,903,840,22,22,0
Clarke,14376,1070,980,24,22,2
Worth,14375,805,748,8,7,1
Audubon,13806,553,505,11,10,1
Ida,13214,1028,869,35,32,3
Adair,12809,993,841,32,22,10
Davis,12013,924,815,25,23,2
Decatur,10991,632,607,9,9,0
Ringgold,10630,582,540,24,18,6
Monroe,10393,1010,927,31,23,8
Lucas,10152,808,756,23,18,5
Osceola,9751,818,774,16,13,3
Taylor,9472,690,652,12,10,2
Van Buren,9142,591,543,18,15,3
Pending Investigation,8117,979,945,0,0,0
Fremont,8033,662,620,9,7,2
Wayne,7776,585,520,23,18,5
Adams,6205,354,339,4,4,0
