County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,609374,59621,49787,575,512,63
Linn,259705,20876,18822,320,288,32
Black Hawk,193031,16457,14436,297,277,20
Johnson,188376,14030,12762,76,71,5
Scott,185651,18617,16610,219,202,17
Dubuque,167618,13698,11962,200,186,14
Story,145525,10461,9256,46,40,6
Woodbury,128778,15322,13331,215,198,17
Dallas,114898,11645,9768,93,82,11
Pottawattamie,106782,10992,9497,149,132,17
Marshall,73645,5041,4490,74,66,8
Cerro Gordo,69309,5413,4847,85,71,14
Warren,67439,5713,4897,79,71,8
Webster,62421,5257,4785,88,74,14
Clinton,55549,5512,4802,87,76,11
Des Moines,50352,4636,4130,63,53,10
Lee,48743,3770,3437,54,41,13
Muscatine,47988,4621,4030,93,84,9
Jasper,45787,4243,3593,69,64,5
Wapello,42180,4470,3744,114,110,4
Buena Vista,41034,4782,4008,38,35,3
Boone,39880,2651,2341,30,28,2
Sioux,38756,5015,4637,69,66,3
Marion,37154,3656,3279,74,64,10
Washington,36845,2579,2322,48,44,4
Poweshiek,36740,1571,1432,31,28,3
Bremer,34492,2867,2563,57,48,9
Plymouth,34081,4023,3545,79,71,8
Winneshiek,33482,1926,1736,30,26,4
Benton,33285,2599,2247,54,44,10
Henry,33040,2948,2736,37,36,1
Carroll,32665,2902,2588,49,42,7
Fayette,31315,1876,1719,37,33,4
Hardin,30762,1843,1619,39,33,6
Tama,29506,2159,1909,68,65,3
Mahaska,27662,2275,2061,47,42,5
Cedar,27403,1832,1617,23,21,2
Buchanan,27304,1893,1693,30,26,4
Butler,26507,1684,1532,32,28,4
Iowa,26462,1481,1336,23,21,2
Clay,26301,2001,1795,25,20,5
Crawford,24814,2801,2433,36,31,5
Delaware,24303,1923,1797,40,35,5
Dickinson,23142,2274,1944,41,35,6
Jones,23135,2966,2776,55,51,4
Kossuth,23021,2126,1881,57,51,6
Jackson,23006,2240,2036,39,36,3
O'Brien,22900,2007,1713,58,54,4
Floyd,22810,1658,1419,41,31,10
Clayton,22145,1691,1542,55,46,9
Hamilton,21542,1931,1671,44,42,2
Mills,19576,1661,1440,20,17,3
Wright,19197,1818,1686,32,27,5
Page,19137,1878,1760,19,18,1
Hancock,19086,1484,1330,33,27,6
Allamakee,19076,1518,1337,48,38,10
Harrison,18913,1812,1580,70,66,4
Cass,18821,1383,1191,52,47,5
Jefferson,18535,1403,1248,35,29,6
Madison,18523,1607,1385,18,14,4
Cherokee,18462,1598,1391,37,29,8
Franklin,17983,1199,1058,20,19,1
Sac,17741,1284,1145,18,18,0
Grundy,17416,1402,1258,31,26,5
Calhoun,16576,1354,1262,11,11,0
Monona,16391,833,731,29,27,2
Guthrie,16277,1186,1052,28,23,5
Palo Alto,16195,1077,965,22,20,2
Appanoose,16068,1399,1150,47,43,4
Mitchell,15863,1334,1157,40,38,2
Chickasaw,15742,1265,1169,15,13,2
Winnebago,15667,1417,1245,31,26,5
Louisa,15542,1294,1155,48,41,7
Union,15457,1279,1148,31,26,5
Howard,15260,1048,944,22,18,4
Shelby,14837,1257,1102,34,31,3
Emmet,14751,1235,1094,40,38,2
Keokuk,14071,993,878,29,29,0
Humboldt,13978,1194,1089,25,22,3
Lyon,13705,1483,1398,41,37,4
Greene,13423,790,712,10,10,0
Montgomery,12897,1046,924,36,34,2
Pending Investigation,12504,1024,864,0,0,0
Clarke,12176,1021,894,21,21,0
Pocahontas,11796,862,788,19,19,0
Adair,11254,940,753,31,22,9
Worth,11232,707,644,8,7,1
Ida,10939,957,765,32,30,2
Audubon,10723,495,450,9,8,1
Davis,9799,843,724,24,23,1
Decatur,9290,591,538,9,9,0
Ringgold,8887,532,478,22,18,4
Monroe,8752,946,846,28,21,7
Lucas,8391,763,671,21,17,4
Taylor,7694,666,619,12,10,2
Van Buren,7634,563,519,18,15,3
Osceola,7412,711,650,15,13,2
Fremont,6556,592,536,9,7,2
Wayne,5573,528,420,21,17,4
Adams,4881,327,315,4,4,0
