ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19045,33648,1502,15284,1491
19047,13515,334,5788,1581
,10370,246,5211,1
19139,32025,1105,12976,4839
19101,15493,637,6961,938
19049,87174,3440,41380,2368
19013,137360,5040,63038,6009
19079,14130,262,6657,401
19039,9619,276,3988,1353
19153,504351,26718,233101,11767
19103,181490,6828,85477,4073
19057,36157,1875,16775,693
19169,99549,4756,46464,2682
19163,163719,7280,74619,5981
19055,9811,232,4433,752
19197,11249,267,4648,1705
19113,245153,8533,114745,8376
19175,9784,361,4614,285
19009,4102,26,1989,101
19191,16846,626,7632,987
19017,25311,913,11603,1199
19035,9433,204,4484,253
19081,6652,99,2922,709
19125,27734,778,11403,4003
19029,20835,469,9862,422
19155,93012,4485,41404,4791
19067,13478,285,6080,1015
19021,17265,642,6504,3521
19027,20214,566,9196,1084
19033,50932,1935,23570,1785
19129,11950,539,5626,144
19181,34296,1429,16041,942
19083,13497,244,5944,1311
19105,13048,285,5916,874
19145,14287,583,6446,780
19099,28241,813,13254,1116
19167,22259,528,9549,2623
19193,89068,3953,40393,4739
19059,15239,458,7268,240
19061,119788,3229,57348,2068
19053,5912,156,2772,118
19109,12142,415,5607,473
19041,16442,490,7881,246
19087,16247,461,6939,1859
19091,8354,234,3800,376
19111,25539,877,11300,1825
19015,22489,728,10637,536
19069,7097,166,3340,239
19183,14762,491,6869,526
19195,3425,55,1686,1
19189,8237,227,3747,496
19137,6979,274,3054,571
19177,2977,76,1394,111
19187,35043,1372,16065,1261
19005,11269,318,5416,109
19089,4387,152,2042,164
19127,29427,1194,12797,2739
19065,20845,498,9714,904
19165,11479,244,5533,125
19147,6740,152,3207,146
19011,15325,395,7231,459
19085,6968,253,3231,240
19019,12521,286,5964,311
19043,12652,181,5887,652
19117,7190,158,3276,389
19115,7910,144,3132,1522
19171,17482,612,7922,969
19185,6339,173,2843,376
19179,24605,863,11397,824
19007,8932,267,4050,473
19159,4185,81,2023,4
19051,8129,162,3143,1658
19135,6623,160,3075,281
19131,8794,160,4236,142
19077,8891,210,4208,244
19123,15162,467,7067,517
19149,16875,408,6755,2919
19107,3270,42,1565,100
19157,18321,519,8747,407
19073,9267,260,4218,499
19095,11843,260,5479,604
19097,16036,306,7746,254
19161,6560,99,3197,49
19003,3525,86,1623,8
19133,4415,66,2087,191
19025,8401,89,4055,169
19121,13872,264,6694,154
19173,4452,83,2162,19
19063,9983,566,4465,369
19001,4710,144,2150,329
19023,7812,91,3770,161
19031,12502,275,5991,277
19037,5863,110,2715,330
19151,3899,71,1839,146
19141,10722,286,5047,333
19075,9522,295,4417,380
19143,3121,44,1459,161
19071,3325,69,1579,98
19119,6014,103,2914,72
19093,3658,119,1526,491
