RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,530782,24752,245722,14586
19161,8351,281,3848,374
19027,20241,590,9290,1071
19013,127618,5008,58463,5684
19017,24787,805,11435,1112
19019,18749,664,8709,667
19103,180270,5394,84846,5184
19195,6316,193,2963,197
19033,43575,1720,20007,1841
19081,8514,244,3889,492
19169,102782,4008,47891,2992
19139,39055,1547,16611,4286
19165,11336,322,5381,252
19009,5468,132,2586,164
19191,20560,523,9559,919
19065,17738,623,8245,625
19061,105068,2871,50147,1903
19147,7504,232,3513,246
19183,20510,746,9504,756
19003,3230,125,1516,73
19173,4805,141,2290,84
19041,14024,474,6570,410
19125,27208,1114,11920,2254
19123,15307,652,6901,853
19157,18088,627,8491,479
19099,35017,1390,15972,1683
19073,8253,313,3700,540
19113,246301,8892,114180,9049
19049,100663,4220,46900,2643
19193,85469,4464,38135,4735
19171,16450,715,7419,897
19109,13109,423,6048,590
19187,33500,1398,15296,1510
19011,24148,903,11146,953
19141,11413,337,5259,558
19045,39893,1625,18360,1548
19067,13664,510,6270,614
19189,8819,285,3970,594
19131,8670,275,4082,231
19029,12499,394,5856,393
19135,5811,188,2633,357
19127,39462,1666,17451,2894
19063,7820,429,3532,327
19159,4296,128,2061,46
19115,8433,340,3501,1091
19163,150742,6463,69333,5613
19149,20123,709,8635,2144
19059,17052,583,8085,299
19093,5281,192,2328,433
19015,28203,983,13193,834
19075,12568,580,5717,554
19091,7784,289,3547,401
19151,5770,174,2677,242
19055,14712,548,6637,890
19101,14427,648,6517,745
19005,11161,434,5245,237
19181,50106,2209,23186,1525
19025,9427,289,4382,374
19083,15009,550,6748,963
19069,8746,344,4002,398
19023,14137,463,6596,482
19133,7469,265,3475,254
19085,11247,568,5149,381
19137,8812,426,3919,548
19111,26117,1063,11666,1722
19037,10326,320,4624,758
19197,11373,383,5012,966
19179,26377,1145,11374,2484
19121,14548,571,6799,379
19095,16665,591,7663,748
19143,4474,107,2064,239
19051,5458,211,2533,181
19047,13602,550,5843,1366
19145,13054,626,5940,548
19043,13881,371,6456,598
19057,32252,1637,14827,961
19007,9404,404,4276,448
19107,7718,260,3568,322
19077,10477,398,4849,381
19129,12343,566,5737,303
19021,17728,960,6855,3058
19087,16452,702,7039,1672
19053,5120,233,2315,257
19097,17317,537,8183,414
19155,79396,4025,36567,2237
19079,15145,504,6963,715
19035,9977,375,4599,404
19001,5836,244,2627,338
19175,10433,442,4846,299
19167,22948,813,10181,1773
19089,7475,294,3337,507
19119,7030,158,3331,210
19185,4419,157,2035,192
19039,7839,390,3353,743
19117,6249,216,2802,429
19031,18397,576,8559,703
19071,5193,187,2403,200
19177,4675,175,2131,238
19105,19952,599,9124,1105
,75,7,32,4
