County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,666083,62715,52632,598,532,66
Linn,279256,21536,19307,329,293,36
Black Hawk,206789,16905,14815,306,283,23
Johnson,202980,14766,13189,80,75,5
Scott,200982,20213,17281,234,214,20
Dubuque,182610,14323,12323,202,188,14
Story,157203,11003,9742,47,41,6
Woodbury,141251,16112,13979,219,201,18
Dallas,123617,12147,10330,96,84,12
Pottawattamie,115136,11724,9912,160,141,19
Marshall,79895,5123,4636,74,66,8
Cerro Gordo,73774,5588,4969,86,72,14
Warren,73535,5993,5179,86,76,10
Webster,66775,5354,4913,91,77,14
Clinton,60658,5807,5007,89,77,12
Des Moines,54122,4737,4268,65,54,11
Muscatine,53390,4881,4257,96,87,9
Lee,52152,3903,3583,55,42,13
Jasper,49861,4405,3883,70,65,5
Wapello,45664,4603,4033,120,116,4
Buena Vista,43722,4859,4116,40,36,4
Sioux,43064,5212,4796,73,70,3
Boone,42997,2754,2449,31,29,2
Poweshiek,41530,1595,1477,33,30,3
Marion,40926,3742,3414,75,64,11
Washington,39673,2657,2373,49,45,4
Bremer,37923,2918,2679,60,51,9
Winneshiek,37509,2012,1831,33,28,5
Plymouth,37114,4252,3685,79,71,8
Benton,36067,2651,2396,55,44,11
Carroll,35329,2986,2682,50,43,7
Henry,35116,3001,2778,37,36,1
Fayette,34620,1905,1767,41,36,5
Hardin,33458,1917,1692,42,34,8
Tama,31814,2188,1969,71,67,4
Mahaska,30006,2345,2125,49,44,5
Buchanan,29894,1983,1769,31,26,5
Cedar,29684,1914,1736,23,21,2
Clay,29062,2199,1889,25,20,5
Iowa,28763,1514,1404,24,22,2
Butler,28562,1713,1561,34,30,4
Delaware,27002,2060,1844,39,35,4
Crawford,26632,2852,2540,39,34,5
Dickinson,25754,2579,2094,43,37,6
Kossuth,25334,2236,1968,62,54,8
O'Brien,25204,2107,1820,60,55,5
Jones,25148,3042,2817,55,51,4
Jackson,24914,2307,2077,42,39,3
Floyd,24627,1719,1461,42,32,10
Clayton,24081,1749,1566,55,46,9
Hamilton,22786,1962,1708,49,45,4
Mills,20865,1745,1504,20,17,3
Page,20608,1964,1806,20,18,2
Allamakee,20551,1542,1422,51,41,10
Harrison,20519,1881,1620,73,69,4
Hancock,20457,1527,1357,34,27,7
Cherokee,20397,1667,1464,38,30,8
Wright,20198,1858,1725,35,28,7
Cass,20074,1422,1267,54,48,6
Jefferson,19876,1417,1268,35,29,6
Madison,19875,1666,1466,19,15,4
Sac,19269,1342,1196,19,19,0
Franklin,18988,1223,1080,21,19,2
Grundy,18770,1428,1297,32,27,5
Palo Alto,18004,1153,1011,21,20,1
Guthrie,17887,1253,1088,28,23,5
Calhoun,17837,1379,1302,11,11,0
Monona,17641,860,754,30,28,2
Mitchell,17345,1362,1199,41,38,3
Appanoose,17225,1436,1197,47,43,4
Chickasaw,16936,1290,1196,15,13,2
Winnebago,16924,1458,1298,31,26,5
Louisa,16761,1327,1192,49,42,7
Union,16625,1322,1180,32,26,6
Shelby,16524,1327,1168,37,33,4
Emmet,16447,1356,1132,40,38,2
Howard,16378,1070,991,22,18,4
Lyon,15337,1542,1441,41,37,4
Keokuk,15130,1010,903,30,30,0
Humboldt,15040,1226,1127,26,23,3
Greene,14439,812,735,10,10,0
Montgomery,13883,1077,939,37,35,2
Clarke,12958,1039,945,23,22,1
Worth,12574,743,667,8,7,1
Pocahontas,12434,876,803,21,21,0
Ida,12148,1000,821,33,31,2
Adair,12033,961,802,32,22,10
Audubon,11794,512,467,9,8,1
Pending Investigation,11080,1024,934,0,0,0
Davis,10676,869,751,24,23,1
Decatur,10224,602,574,9,9,0
Ringgold,9446,553,500,22,18,4
Monroe,9437,977,882,28,21,7
Lucas,9058,777,720,22,18,4
Osceola,8415,773,673,16,13,3
Taylor,8333,675,632,12,10,2
Van Buren,8136,578,522,18,15,3
Fremont,7090,645,559,10,8,2
Wayne,6598,557,475,23,18,5
Adams,5394,336,315,4,4,0
