RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19155,71954,3376,33259,2056
19153,482177,24173,222923,12162
19057,29084,1391,13445,806
19157,16912,532,7973,434
19193,77194,3336,34733,4389
19129,11495,426,5400,270
19169,96770,3962,45100,2605
19061,99351,2329,47689,1645
19189,8280,242,3738,561
19033,40126,1376,18597,1556
19069,8133,236,3773,352
19163,138035,5870,63602,4961
19181,46134,1960,21472,1229
19013,117359,4306,53943,5173
19113,228719,7912,106441,7924
19111,23780,906,10718,1438
19127,36053,1508,16064,2417
19047,12462,359,5406,1291
19123,14065,479,6415,756
19103,170901,5808,80252,4586
19099,32206,1111,14799,1497
19101,13263,612,5983,685
19087,15135,493,6571,1498
19049,91791,3949,42796,2253
19015,26071,973,12201,697
19145,12172,458,5612,489
19109,12291,418,5672,529
19167,21425,538,9635,1617
19045,36307,1395,16779,1355
19023,13226,361,6230,404
19131,8088,175,3865,183
19187,30876,1115,14233,1294
19031,17207,508,8027,646
19017,23063,792,10628,1015
19029,11705,305,5528,344
19125,25038,817,11069,2082
19089,6924,195,3146,437
19165,10678,242,5112,213
19173,4502,111,2162,66
19007,8788,285,4051,401
19115,7667,263,3202,1000
19197,10595,275,4716,888
19021,15930,596,6209,2916
19121,13437,418,6356,307
19067,12647,391,5890,476
19041,13162,362,6219,361
19191,19392,613,8964,851
19137,8168,290,3680,518
19085,10549,388,4907,348
19001,5497,175,2509,304
19027,19112,483,8824,981
19179,24134,843,10520,2252
19081,7972,173,3683,433
19183,19117,596,8928,663
19119,6715,117,3219,160
19009,5152,130,2437,148
19159,4048,82,1964,38
19019,17197,533,8042,581
19059,16097,475,7686,251
19083,14111,332,6445,888
19025,8912,214,4191,315
19091,7251,196,3355,345
19117,5849,138,2670,371
19107,7210,179,3373,285
19161,7872,146,3698,330
19141,10808,255,5031,491
19079,14067,389,6511,655
19139,35700,1467,15251,3731
19065,16646,511,7796,543
19005,10458,342,4953,210
19037,9657,238,4379,661
19149,18674,565,8035,2043
19151,5354,169,2490,205
19135,5422,144,2488,302
19177,4358,117,2024,193
19105,18762,442,8670,980
19097,16242,352,7766,359
19043,13282,257,6234,557
19175,9667,364,4529,247
19075,11729,347,5465,452
19063,7400,373,3360,306
19093,4907,145,2185,392
19195,5837,134,2766,171
19147,7100,188,3350,213
19003,3010,98,1429,54
19073,7667,303,3434,496
19171,15253,538,6969,777
19039,7065,285,3047,686
19077,9732,356,4533,310
19011,22402,656,10440,867
19053,4714,147,2172,223
19095,15467,522,7151,643
19133,7107,145,3375,209
19055,13741,338,6294,819
19035,9372,226,4399,348
19071,4936,128,2307,194
19051,5024,178,2348,150
19143,4244,98,1974,198
19185,4091,182,1873,163
,85,5,37,6
