County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,72543,131987,6739,344135
Linn,31274,71735,6706,180141
Johnson,21414,56006,2758,136259
Scott,17363,50852,3925,124129
Story,14927,26888,924,69357
Black Hawk,14758,44489,4522,108547
Dubuque,13798,40522,1105,95834
Dallas,13744,22060,1467,58449
Woodbury,8471,29134,2757,69072
Pottawattamie,8017,30318,4293,73927
Warren,5656,10062,474,25900
Cerro Gordo,5182,17326,1134,40965
Marshall,4626,7123,2509,21325
Clinton,4118,10123,1043,25455
Muscatine,3918,7902,4098,23878
Jasper,3768,8398,495,20784
Des Moines,3629,12597,539,29309
Webster,3568,11574,829,27682
Marion,2860,8150,3677,22854
Poweshiek,2827,5333,138,13522
Boone,2687,7331,279,17541
Wapello,2677,7933,436,19006
Lee,2666,8119,1152,20276
Bremer,2628,8684,952,20923
Tama,2261,4762,940,12626
Carroll,2233,6739,768,16510
Iowa,2142,3275,467,9155
Cass,2079,7715,228,17810
Sioux,2038,7064,2345,18523
Mahaska,2005,4742,249,11757
Fayette,2004,7555,809,17909
Washington,1951,4442,380,11214
Page,1939,4488,627,11546
Madison,1910,4543,78,11067
Jackson,1885,5531,122,13051
Henry,1882,4563,577,11627
Jones,1858,3674,605,9848
Winneshiek,1787,5118,514,12580
Dickinson,1781,5246,115,12388
Emmet,1627,3099,297,8204
Hamilton,1621,4776,325,11578
Mills,1522,3638,85,8890
Greene,1488,2740,335,7281
Floyd,1451,4324,713,10798
Buena Vista,1444,4636,3160,13967
Plymouth,1411,5094,2778,14389
Buchanan,1410,4389,190,10363
Hardin,1398,4239,1143,11012
Cedar,1368,4436,201,10416
Shelby,1326,4023,38,9442
Union,1316,3121,114,7547
Benton,1283,4968,357,11583
Crawford,1240,4242,1458,11190
Kossuth,1152,4330,376,10197
Guthrie,1132,2813,176,6923
Jefferson,1116,5277,754,12428
Clayton,1086,4794,571,11243
Clay,1041,6587,50,14229
Lucas,979,2214,306,5722
Winnebago,964,2671,387,6709
Delaware,950,3124,599,7788
Harrison,944,2379,187,5886
Grundy,941,3332,200,7813
Cherokee,878,3437,170,7919
Wright,852,3496,1481,9304
O'Brien,846,3995,225,9067
Clarke,831,3016,1249,8079
Butler,820,2952,65,6793
Calhoun,819,3259,100,7447
Wayne,805,2137,332,5441
Allamakee,790,4602,45,10009
Montgomery,782,2145,499,5587
Appanoose,727,3313,374,7770
Lyon,693,2144,25,5002
Sac,656,2605,0,5872
Davis,656,2468,1578,7157
Monroe,650,2274,199,5396
Louisa,649,2427,1493,6964
Chickasaw,626,2059,298,5036
Hancock,594,2203,552,5552
Humboldt,581,3224,315,7424
Decatur,573,2239,105,5181
Palo Alto,527,2590,82,5823
Mitchell,518,3609,0,7749
Franklin,510,2800,175,6283
Howard,507,1491,87,3564
Pocahontas,486,1325,130,3266
Monona,394,1477,105,3439
Worth,390,1251,0,2888
Ringgold,376,1586,0,3575
Adair,372,1694,254,3973
Van Buren,338,1084,69,2574
Audubon,331,1590,96,3604
Keokuk,324,1178,100,2780
Fremont,306,1237,73,2856
Adams,292,1386,0,3190
Taylor,258,1895,0,4069
Out of State,255,4255,0,8415
Osceola,246,1153,120,2672
Ida,204,1266,361,3100
