County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,1010646,89747,75073,799,702,97
Linn,441267,34412,29334,424,380,44
Scott,313101,28493,24998,292,264,28
Johnson,312566,21145,18054,105,96,9
Black Hawk,312063,24022,20426,378,346,32
Dubuque,276837,20256,15977,241,219,22
Story,215724,14816,12959,58,50,8
Woodbury,205541,22147,19286,258,238,20
Dallas,183812,17013,14180,113,98,15
Pottawattamie,165319,17475,14595,213,184,29
Marshall,124763,7191,6403,93,82,11
Cerro Gordo,116907,8682,7019,123,104,19
Warren,112682,9141,7783,104,94,10
Webster,104567,7709,6897,122,102,20
Clinton,94978,8346,6950,114,98,16
Lee,89280,6351,5653,105,89,16
Des Moines,84884,7714,6737,105,91,14
Muscatine,82775,7118,6294,117,108,9
Jasper,75692,6690,5759,91,82,9
Wapello,69955,6975,5907,144,139,5
Boone,64938,4166,3539,39,36,3
Washington,64016,4165,3653,63,59,4
Marion,63964,5878,5087,97,82,15
Sioux,62152,6350,5660,77,73,4
Poweshiek,62115,2499,2130,43,40,3
Bremer,61286,4135,3540,72,62,10
Buena Vista,59659,5833,4898,49,44,5
Benton,57171,4308,3606,59,46,13
Fayette,56103,2999,2601,53,47,6
Hardin,56052,3037,2674,53,41,12
Henry,55086,4404,3925,55,51,4
Winneshiek,53001,2688,2326,43,36,7
Plymouth,50349,5231,4591,88,80,8
Carroll,49671,3917,3435,55,44,11
Cedar,48472,2796,2501,27,25,2
Buchanan,47001,3219,2821,41,34,7
Tama,46491,2972,2614,77,73,4
Mahaska,44980,3828,3251,65,60,5
Iowa,44562,2417,2100,34,32,2
Clay,44430,3117,2798,36,31,5
Delaware,42982,3027,2569,54,48,6
Butler,42187,2447,2073,44,37,7
Jones,39291,4239,3695,62,55,7
Clayton,38191,2653,2140,59,50,9
Floyd,38172,2787,2259,49,38,11
Kossuth,37843,3059,2689,77,68,9
Crawford,37435,3849,3369,47,41,6
Dickinson,36540,3381,2987,55,49,6
Jackson,36430,3243,2723,47,43,4
O'Brien,35281,2588,2242,65,60,5
Jefferson,35061,2437,2025,43,35,8
Hamilton,34989,2847,2336,57,52,5
Page,32767,2834,2529,33,29,4
Cass,31869,2468,2054,66,60,6
Hancock,31543,2293,1865,39,31,8
Cherokee,30862,2258,1910,47,35,12
Mills,30703,2422,2028,30,26,4
Franklin,30364,1984,1642,29,26,3
Madison,30141,2529,2189,25,21,4
Allamakee,29654,2120,1915,55,45,10
Harrison,28774,2506,2143,79,74,5
Wright,28676,2761,2440,49,41,8
Calhoun,28625,2042,1876,19,18,1
Appanoose,28176,2273,1794,57,51,6
Sac,28067,1822,1578,26,24,2
Grundy,27382,1941,1667,37,31,6
Mitchell,27372,1970,1634,43,40,3
Guthrie,27015,1782,1546,37,30,7
Winnebago,26656,2318,1876,38,32,6
Palo Alto,26572,1584,1406,32,31,1
Louisa,26268,1863,1674,53,46,7
Union,26021,2022,1625,41,33,8
Chickasaw,25662,1892,1605,22,18,4
Monona,25179,1313,1073,39,37,2
Shelby,24834,2048,1792,42,38,4
Howard,23947,1542,1298,24,20,4
Lyon,23755,2088,1907,42,38,4
Emmet,22987,1899,1645,46,43,3
Keokuk,22935,1606,1383,39,38,1
Humboldt,22344,1916,1671,30,25,5
Greene,22311,1352,1168,17,16,1
Montgomery,20788,1727,1450,45,43,2
Worth,20600,1295,1108,9,8,1
Clarke,20101,1687,1402,29,27,2
Pocahontas,18999,1278,1105,24,24,0
Audubon,18803,787,669,17,16,1
Davis,18687,1337,1144,25,23,2
Ida,17397,1431,1164,41,37,4
Adair,16083,1296,1026,37,26,11
Decatur,15358,1044,830,13,13,0
Lucas,14973,1283,1123,26,20,6
Monroe,14925,1496,1328,39,29,10
Ringgold,14475,788,668,29,23,6
Van Buren,14063,976,830,22,19,3
Osceola,14054,1081,957,18,15,3
Taylor,13314,1018,801,14,12,2
Wayne,12263,885,745,25,19,6
Fremont,10737,1016,879,13,10,3
Adams,8882,598,512,8,6,2
Unknown,6547,50,0,0,0,0
