County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,753479,65765,57487,643,564,79
Linn,317283,22715,20777,341,305,36
Scott,235175,21776,20044,249,225,24
Black Hawk,231797,17848,15671,316,292,24
Johnson,229109,15540,14507,85,77,8
Dubuque,206398,14857,13263,212,195,17
Story,171522,11496,10641,48,42,6
Woodbury,157154,16574,15003,230,211,19
Dallas,137630,12652,11164,99,85,14
Pottawattamie,127612,12384,11038,177,153,24
Marshall,88303,5264,4791,76,68,8
Cerro Gordo,84772,6009,5411,97,80,17
Warren,84137,6364,5730,92,82,10
Webster,73903,5510,5044,94,79,15
Clinton,70053,6099,5520,93,79,14
Des Moines,62368,5072,4601,73,61,12
Muscatine,61031,5235,4770,106,97,9
Lee,59438,4106,3760,57,44,13
Jasper,55869,4571,4139,73,67,6
Wapello,51099,4720,4206,122,118,4
Sioux,48679,5359,5094,74,71,3
Poweshiek,48220,1651,1539,36,33,3
Buena Vista,47498,4978,4222,40,36,4
Boone,47028,2875,2651,34,31,3
Marion,45669,3867,3596,77,65,12
Washington,44986,2750,2518,51,47,4
Bremer,43242,3032,2809,62,52,10
Winneshiek,42921,2083,1941,35,30,5
Plymouth,40821,4348,3944,81,73,8
Benton,40671,2785,2525,55,44,11
Carroll,39394,3086,2819,52,43,9
Henry,39278,3109,2905,37,36,1
Fayette,38855,1961,1822,43,38,5
Hardin,38020,2019,1832,44,34,10
Tama,35010,2256,2039,71,67,4
Cedar,34116,2017,1889,23,21,2
Buchanan,34086,2059,1890,34,27,7
Mahaska,33778,2438,2263,51,46,5
Clay,33048,2282,2136,27,22,5
Iowa,31806,1562,1478,24,22,2
Butler,31462,1763,1622,35,31,4
Delaware,31425,2157,2064,43,38,5
Crawford,30113,2933,2647,41,35,6
Dickinson,29284,2690,2453,44,38,6
Jones,28788,3144,2953,57,51,6
Kossuth,28208,2287,2104,66,57,9
Jackson,28143,2386,2212,42,39,3
Floyd,27985,1819,1584,42,32,10
O'Brien,27653,2153,1941,61,56,5
Clayton,27504,1800,1658,57,48,9
Hamilton,24797,2015,1766,51,46,5
Hancock,23598,1604,1464,34,27,7
Allamakee,23015,1590,1472,52,42,10
Page,23009,2012,1924,22,20,2
Jefferson,22971,1466,1308,35,29,6
Madison,22750,1791,1629,19,15,4
Harrison,22516,1940,1725,73,69,4
Mills,22492,1813,1609,24,21,3
Cherokee,22459,1703,1554,38,30,8
Sac,22067,1396,1292,20,19,1
Wright,21941,1939,1824,40,33,7
Cass,21916,1478,1341,55,49,6
Franklin,21843,1349,1205,23,21,2
Grundy,20459,1456,1338,33,27,6
Palo Alto,20166,1197,1109,24,23,1
Guthrie,20136,1318,1202,32,26,6
Calhoun,19908,1449,1376,13,12,1
Appanoose,19462,1470,1241,49,44,5
Mitchell,19442,1378,1232,43,40,3
Winnebago,19285,1564,1409,31,26,5
Monona,19199,899,808,31,29,2
Chickasaw,18971,1324,1234,17,14,3
Louisa,18846,1367,1249,49,42,7
Union,18631,1384,1264,35,27,8
Shelby,18366,1381,1279,37,33,4
Emmet,18234,1441,1313,41,39,2
Howard,18000,1103,1024,22,18,4
Lyon,17705,1609,1551,41,37,4
Keokuk,16797,1040,933,32,31,1
Humboldt,16429,1254,1170,26,23,3
Greene,15876,830,770,11,10,1
Montgomery,15146,1116,1000,38,36,2
Worth,14727,807,752,8,7,1
Pocahontas,14519,902,838,22,22,0
Clarke,14492,1075,985,24,22,2
Audubon,14070,555,509,11,10,1
Ida,13326,1030,876,35,32,3
Adair,12896,996,842,32,22,10
Davis,12104,927,825,25,23,2
Decatur,11075,636,610,9,9,0
Ringgold,10755,584,541,24,18,6
Monroe,10487,1011,929,32,24,8
Lucas,10237,808,759,23,18,5
Osceola,9804,815,775,17,14,3
Taylor,9605,690,654,12,10,2
Van Buren,9302,590,547,18,15,3
Fremont,8068,663,621,10,8,2
Pending Investigation,7995,981,940,0,0,0
Wayne,7867,590,520,23,18,5
Adams,6273,358,342,4,4,0
