County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,690440,63901,54004,613,543,70
Linn,290533,21895,19564,332,296,36
Black Hawk,212899,17116,15019,307,284,23
Johnson,210090,15128,13453,83,77,6
Scott,209334,20845,17886,238,216,22
Dubuque,189690,14526,12535,206,190,16
Story,161462,11191,10015,47,41,6
Woodbury,145864,16301,14349,224,206,18
Dallas,127553,12330,10601,97,84,13
Pottawattamie,119468,12015,10201,164,145,19
Marshall,82175,5157,4673,75,67,8
Warren,76852,6154,5308,87,77,10
Cerro Gordo,76238,5719,5029,87,73,14
Webster,68084,5377,4954,92,77,15
Clinton,62908,5920,5123,92,79,13
Des Moines,55783,4814,4300,65,54,11
Muscatine,55087,4994,4368,98,89,9
Lee,53492,3936,3599,55,42,13
Jasper,51496,4442,3969,70,65,5
Wapello,46947,4620,4102,122,118,4
Sioux,45350,5266,4894,73,70,3
Buena Vista,44956,4886,4147,40,36,4
Boone,44283,2789,2491,33,31,2
Poweshiek,43853,1610,1487,33,30,3
Marion,42270,3782,3456,75,64,11
Washington,41225,2677,2399,50,46,4
Winneshiek,39366,2036,1860,33,28,5
Bremer,39286,2948,2702,60,51,9
Plymouth,38232,4289,3788,79,71,8
Benton,37098,2681,2425,55,44,11
Carroll,36415,3038,2707,52,43,9
Fayette,36147,1920,1783,41,36,5
Henry,36124,3033,2805,37,36,1
Hardin,34702,1959,1723,42,34,8
Tama,32642,2206,1980,71,67,4
Cedar,31127,1961,1764,23,21,2
Buchanan,31037,2001,1807,31,26,5
Mahaska,30719,2375,2145,50,45,5
Clay,30493,2244,2001,25,20,5
Iowa,29658,1536,1418,24,22,2
Butler,29503,1718,1575,34,30,4
Delaware,28512,2108,1912,39,35,4
Crawford,27515,2868,2556,40,35,5
Dickinson,26766,2644,2246,43,37,6
Kossuth,26233,2263,2020,64,56,8
O'Brien,26153,2135,1868,60,55,5
Jones,26149,3069,2842,56,51,5
Jackson,25686,2332,2111,42,39,3
Floyd,25582,1757,1488,42,32,10
Clayton,24949,1764,1577,56,47,9
Hamilton,23330,1975,1719,49,45,4
Hancock,21370,1549,1372,34,27,7
Harrison,21344,1912,1638,73,69,4
Page,21322,1977,1853,21,19,2
Mills,21293,1771,1539,21,18,3
Allamakee,21064,1550,1439,51,41,10
Cherokee,20871,1682,1504,38,30,8
Wright,20709,1884,1740,35,28,7
Cass,20708,1447,1283,54,48,6
Madison,20556,1704,1490,19,15,4
Jefferson,20480,1434,1277,35,29,6
Sac,20085,1375,1220,19,19,0
Franklin,19395,1246,1092,21,19,2
Grundy,19300,1433,1310,32,27,5
Palo Alto,18781,1174,1046,23,22,1
Guthrie,18512,1276,1137,29,24,5
Calhoun,18338,1391,1313,13,12,1
Monona,18122,877,769,30,28,2
Mitchell,17868,1365,1217,41,38,3
Appanoose,17770,1448,1206,47,43,4
Winnebago,17445,1498,1309,31,26,5
Chickasaw,17375,1296,1205,15,13,2
Shelby,17316,1353,1214,37,33,4
Louisa,17297,1338,1203,49,42,7
Union,17067,1321,1189,32,26,6
Emmet,17026,1392,1190,40,38,2
Howard,16805,1086,1000,22,18,4
Lyon,16241,1573,1466,41,37,4
Keokuk,15683,1019,909,31,31,0
Humboldt,15432,1232,1150,26,23,3
Greene,14921,819,745,10,10,0
Montgomery,14373,1099,952,37,35,2
Clarke,13381,1047,953,24,22,2
Worth,13113,771,679,8,7,1
Pocahontas,12876,891,813,21,21,0
Ida,12527,1011,838,34,32,2
Adair,12279,978,806,32,22,10
Audubon,12191,516,475,9,8,1
Davis,11018,874,763,24,23,1
Decatur,10372,609,580,9,9,0
Pending Investigation,10298,1028,958,0,0,0
Monroe,9695,991,891,28,21,7
Ringgold,9651,557,510,24,18,6
Lucas,9342,791,726,23,18,5
Osceola,8955,801,702,16,13,3
Taylor,8606,678,633,12,10,2
Van Buren,8433,581,530,18,15,3
Fremont,7285,651,587,9,7,2
Wayne,7040,566,490,23,18,5
Adams,5604,345,318,4,4,0
