County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,901733,79711,63615,695,612,83
Linn,387835,29284,23806,367,331,36
Black Hawk,281327,21515,18258,344,314,30
Scott,279357,25489,21991,266,240,26
Johnson,275848,18468,15812,95,87,8
Dubuque,241210,16488,13969,224,203,21
Story,196909,13254,11485,48,42,6
Woodbury,184037,19541,16059,239,220,19
Dallas,163579,14943,12242,102,88,14
Pottawattamie,148170,14944,12393,190,164,26
Marshall,110797,6538,5331,82,71,11
Cerro Gordo,100884,7083,5923,106,89,17
Warren,99896,7874,6387,95,85,10
Webster,92893,6987,5934,106,88,18
Clinton,83397,7064,5874,99,84,15
Lee,79997,5844,4742,84,69,15
Des Moines,76474,6889,5525,87,74,13
Muscatine,74523,6545,5314,111,102,9
Jasper,67715,5906,4829,76,70,6
Wapello,61379,5928,4639,130,125,5
Boone,56889,3531,2906,36,33,3
Sioux,56121,5740,5260,76,73,3
Marion,55935,4999,4125,86,72,14
Washington,55895,3666,2830,54,50,4
Buena Vista,55381,5617,4572,43,38,5
Poweshiek,55178,2052,1697,37,34,3
Bremer,52793,3556,3084,66,56,10
Benton,49594,3582,2858,56,45,11
Hardin,49008,2707,2088,47,36,11
Winneshiek,48084,2330,2056,37,32,5
Fayette,48069,2483,2053,45,40,5
Henry,47740,3800,3246,42,39,3
Plymouth,46254,4832,4137,86,78,8
Carroll,44957,3555,2993,53,44,9
Cedar,41872,2471,2079,25,23,2
Tama,41829,2698,2206,75,71,4
Buchanan,41268,2705,2195,38,31,7
Mahaska,40079,3071,2515,56,51,5
Clay,39523,2803,2256,29,24,5
Iowa,38835,2017,1637,27,25,2
Delaware,36739,2517,2235,44,38,6
Butler,36553,2067,1817,37,31,6
Crawford,35308,3584,3056,45,39,6
Jones,34329,3642,3139,59,52,7
Kossuth,33313,2774,2332,71,62,9
Clayton,33234,2159,1802,58,49,9
Dickinson,33071,3070,2568,50,44,6
Floyd,32981,2259,1749,42,32,10
Jackson,32555,2747,2329,44,40,4
O'Brien,31746,2341,2021,63,58,5
Hamilton,29992,2448,1987,53,48,5
Jefferson,29880,2036,1539,38,31,7
Page,28193,2404,2124,24,21,3
Hancock,27775,1881,1583,37,29,8
Cherokee,27203,2000,1673,40,31,9
Allamakee,27041,1922,1618,52,42,10
Mills,27003,2096,1770,25,22,3
Franklin,26963,1694,1403,24,21,3
Madison,26607,2206,1845,21,17,4
Cass,26451,1835,1449,56,50,6
Harrison,25854,2256,1846,76,71,5
Wright,25706,2378,2062,41,34,7
Sac,25445,1618,1377,23,21,2
Calhoun,24799,1848,1539,13,12,1
Grundy,24447,1728,1470,36,30,6
Palo Alto,24025,1442,1196,29,28,1
Guthrie,23680,1569,1299,32,26,6
Appanoose,23663,1836,1346,50,45,5
Louisa,23388,1754,1416,51,44,7
Mitchell,23235,1668,1330,43,40,3
Winnebago,23039,1907,1553,31,26,5
Shelby,22301,1695,1398,39,35,4
Monona,22070,1094,887,34,32,2
Chickasaw,21962,1550,1327,18,15,3
Union,21679,1636,1332,37,29,8
Howard,21022,1263,1088,22,18,4
Lyon,20697,1851,1652,41,37,4
Emmet,20686,1669,1379,41,39,2
Keokuk,20329,1376,1059,33,32,1
Humboldt,20010,1619,1371,26,23,3
Greene,19413,1140,873,12,11,1
Montgomery,18057,1413,1090,40,38,2
Clarke,17485,1413,1142,27,25,2
Worth,17389,1070,893,8,7,1
Pocahontas,17136,1102,895,23,23,0
Audubon,16577,637,554,14,13,1
Ida,16016,1255,975,39,35,4
Davis,15933,1168,960,25,23,2
Adair,14451,1127,895,34,24,10
Decatur,13516,798,711,11,11,0
Lucas,13277,1079,840,23,18,5
Monroe,13035,1295,1049,33,25,8
Ringgold,12555,659,590,27,21,6
Van Buren,12310,813,641,21,18,3
Osceola,11846,892,809,17,14,3
Taylor,11288,774,702,12,10,2
Wayne,10200,723,595,23,18,5
Fremont,9410,835,705,11,9,2
Adams,7690,474,371,4,4,0
Unknown,5253,15,0,0,0,0
