County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,34498,74193,663,184941
Linn,22061,35442,3048,94978
Scott,18459,22124,889,64070
Johnson,16454,34024,218,85156
Black Hawk,14447,22059,2101,60817
Dubuque,13231,17557,310,48639
Woodbury,11505,12837,100,36896
Pottawattamie,10079,14542,3122,43009
Story,9672,12258,361,34424
Cerro Gordo,8369,7223,998,23675
Dallas,5154,9781,1042,25211
Des Moines,4883,5971,94,16741
Cass,4575,1381,0,7334
Muscatine,4262,2739,1293,11020
Clinton,3755,4225,98,12320
Warren,3628,4971,85,13366
Webster,3623,4800,256,13464
Lee,3566,3606,191,11129
Marshall,3442,2773,1576,10536
Fayette,3408,2019,200,7630
Wapello,3387,3388,0,10160
Marion,3149,3403,514,10457
Bremer,2983,4664,110,12376
Allamakee,2976,1193,0,5361
Jackson,2953,2124,0,7175
Sioux,2799,3222,968,10204
Poweshiek,2754,1301,0,5361
Tama,2623,1922,587,6948
Boone,2439,3254,97,9002
Washington,2431,1198,1,4825
Jasper,2415,4904,101,12073
Dickinson,2399,2040,0,6469
Clay,2364,3124,0,8539
Clayton,2310,1777,0,5865
Emmet,2171,862,0,3913
Winneshiek,2158,2038,1,6227
Buena Vista,2083,1644,2430,7863
Cedar,2011,1819,0,5647
Page,2006,1505,85,5095
Benton,1994,2292,0,6580
Mahaska,1990,1875,0,5732
Henry,1907,1940,104,5910
Clarke,1868,618,1107,4190
Kossuth,1825,2060,0,5941
Madison,1821,1680,0,5181
Buchanan,1807,1905,0,5610
Jefferson,1802,1603,95,5102
Hamilton,1785,1695,0,5170
Carroll,1761,2986,100,7857
Hardin,1714,1776,0,5256
Iowa,1709,1440,0,4588
Appanoose,1670,1094,0,3844
Shelby,1610,1459,0,4532
Crawford,1598,1577,1266,6010
Calhoun,1570,1187,0,3942
Floyd,1529,1848,144,5355
Jones,1505,1740,0,5030
Mitchell,1414,1180,0,3776
O'Brien,1407,1818,0,5053
Grundy,1352,1474,0,4302
Delaware,1343,1413,100,4267
Mills,1287,1595,0,4478
Guthrie,1283,1045,0,3361
Cherokee,1267,1338,80,4021
Hancock,1244,818,0,2876
Plymouth,1239,2919,2475,9551
Union,1232,1217,0,3665
Palo Alto,1227,1016,0,3260
Butler,1178,1531,0,4235
Winnebago,1173,902,0,2976
Wright,1153,1201,1324,4877
Davis,1147,799,1401,4135
Chickasaw,1125,854,0,2829
Franklin,1096,1041,0,3176
Humboldt,1076,802,0,2678
Sac,1047,1140,0,3327
Decatur,1033,714,0,2437
Louisa,996,1008,1389,4398
Monroe,927,837,99,2693
Lucas,901,910,96,2808
Taylor,894,739,0,2367
Harrison,870,1159,0,3187
Montgomery,867,940,98,2844
Wayne,857,1071,0,3001
Lyon,845,1000,0,2843
Greene,816,967,100,2848
Adair,733,593,0,1916
Monona,697,691,0,2073
Adams,694,485,0,1665
Pocahontas,604,510,85,1708
Howard,598,597,0,1791
Ringgold,594,839,0,2260
Ida,566,560,0,1694
Van Buren,538,363,0,1263
Worth,518,643,0,1800
Keokuk,493,593,0,1678
Audubon,483,871,0,2225
Osceola,454,553,0,1561
Fremont,423,679,0,1780
Out of State,264,3636,0,7561
