County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,724581,65234,56055,631,554,77
Linn,304569,22373,20152,336,300,36
Black Hawk,222719,17345,15351,309,286,23
Scott,222600,21590,19175,243,219,24
Johnson,219442,15395,14144,84,77,7
Dubuque,200346,14704,13017,209,193,16
Story,167431,11426,10356,48,42,6
Woodbury,151886,16480,14804,228,209,19
Dallas,133102,12561,10912,98,85,13
Pottawattamie,124403,12290,10749,170,148,22
Marshall,85338,5217,4716,76,68,8
Warren,81076,6294,5565,90,80,10
Cerro Gordo,80073,5891,5202,89,74,15
Webster,70930,5417,5001,94,79,15
Clinton,66678,6062,5345,93,79,14
Des Moines,58822,4992,4409,66,55,11
Muscatine,58443,5186,4598,103,94,9
Lee,56133,4021,3656,55,42,13
Jasper,54118,4547,4069,72,66,6
Wapello,48907,4684,4139,122,118,4
Sioux,47556,5333,5021,74,71,3
Poweshiek,47154,1635,1509,35,32,3
Buena Vista,46178,4903,4193,40,36,4
Boone,45815,2853,2575,34,31,3
Marion,44015,3843,3509,76,65,11
Washington,43260,2720,2461,51,47,4
Winneshiek,41554,2050,1922,35,30,5
Bremer,41077,2996,2745,60,51,9
Plymouth,39707,4320,3912,80,72,8
Benton,38972,2730,2468,55,44,11
Carroll,38088,3077,2770,52,43,9
Fayette,37770,1937,1806,41,36,5
Henry,37650,3085,2849,37,36,1
Hardin,36772,1999,1786,44,34,10
Tama,33626,2231,2005,71,67,4
Buchanan,32672,2026,1860,33,27,6
Mahaska,32637,2422,2209,51,46,5
Cedar,32570,2000,1838,23,21,2
Clay,31908,2266,2111,26,21,5
Iowa,30774,1555,1450,24,22,2
Butler,30496,1749,1589,35,31,4
Delaware,30423,2146,2016,41,37,4
Crawford,29178,2918,2591,40,35,5
Dickinson,28061,2680,2412,44,38,6
Jones,27804,3119,2890,57,51,6
Kossuth,27189,2278,2085,65,56,9
O'Brien,26937,2148,1925,60,55,5
Jackson,26893,2370,2159,42,39,3
Floyd,26727,1797,1539,42,32,10
Clayton,26330,1788,1630,56,47,9
Hamilton,24103,1992,1746,50,45,5
Hancock,22496,1596,1412,34,27,7
Allamakee,22283,1578,1445,51,41,10
Page,22135,1996,1889,22,20,2
Harrison,22073,1931,1704,73,69,4
Mills,21895,1796,1581,23,20,3
Madison,21815,1776,1546,19,15,4
Jefferson,21512,1446,1295,35,29,6
Cherokee,21496,1691,1539,38,30,8
Wright,21430,1921,1782,37,30,7
Cass,21416,1473,1314,54,48,6
Sac,21239,1390,1273,19,19,0
Franklin,20593,1326,1120,21,19,2
Grundy,19896,1446,1325,33,27,6
Palo Alto,19513,1193,1093,23,22,1
Guthrie,19354,1306,1172,31,25,6
Calhoun,19208,1438,1324,13,12,1
Appanoose,18678,1460,1225,49,44,5
Monona,18663,885,794,31,29,2
Mitchell,18604,1376,1225,42,39,3
Winnebago,18399,1539,1356,31,26,5
Chickasaw,18323,1312,1217,16,14,2
Louisa,18025,1352,1231,49,42,7
Shelby,18008,1372,1259,37,33,4
Union,17948,1367,1213,33,26,7
Emmet,17706,1420,1269,40,38,2
Howard,17430,1092,1016,22,18,4
Lyon,17153,1591,1525,41,37,4
Keokuk,16247,1029,923,31,31,0
Humboldt,15907,1244,1158,26,23,3
Greene,15484,825,759,10,10,0
Montgomery,14807,1111,983,38,36,2
Clarke,13973,1062,965,24,22,2
Pocahontas,13864,900,832,22,22,0
Worth,13757,795,715,8,7,1
Ida,12957,1019,863,35,32,3
Audubon,12928,536,486,10,9,1
Adair,12640,991,827,32,22,10
Davis,11708,912,779,24,23,1
Decatur,10750,626,591,9,9,0
Ringgold,10399,578,533,24,18,6
Monroe,10096,999,921,29,22,7
Lucas,9804,805,742,23,18,5
Osceola,9456,815,760,16,13,3
Taylor,9111,685,645,12,10,2
Van Buren,8830,586,541,18,15,3
Pending Investigation,8226,988,924,0,0,0
Fremont,7579,660,611,9,7,2
Wayne,7506,584,501,23,18,5
Adams,5941,353,334,4,4,0
