County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,1023597,91239,76034,809,711,98
Linn,446878,35136,29838,430,385,45
Scott,316889,29044,25254,295,267,28
Johnson,316818,21556,18301,108,99,9
Black Hawk,315680,24422,20642,382,350,32
Dubuque,281437,20799,16458,243,221,22
Story,217669,15009,13113,59,51,8
Woodbury,207915,22418,19531,263,243,20
Dallas,186110,17287,14420,115,100,15
Pottawattamie,167348,17836,14801,214,185,29
Marshall,125877,7263,6449,94,83,11
Cerro Gordo,118624,8879,7173,125,106,19
Warren,114209,9339,7912,107,97,10
Webster,105995,7800,6972,124,104,20
Clinton,96139,8563,7125,115,99,16
Lee,90138,6434,5692,106,90,16
Des Moines,85607,7770,6812,106,92,14
Muscatine,83521,7188,6327,117,108,9
Jasper,76558,6800,5844,91,82,9
Wapello,70822,7082,6016,145,140,5
Boone,65494,4251,3617,42,38,4
Washington,64842,4209,3696,64,60,4
Marion,64716,5967,5185,97,82,15
Sioux,63061,6477,5740,77,73,4
Poweshiek,62832,2548,2181,43,40,3
Bremer,62345,4235,3594,73,63,10
Buena Vista,60306,5846,4912,49,44,5
Benton,58141,4410,3685,60,47,13
Fayette,56948,3042,2635,56,49,7
Hardin,56685,3095,2696,53,41,12
Henry,56000,4491,3979,55,51,4
Winneshiek,53858,2787,2360,44,37,7
Plymouth,50799,5293,4625,88,80,8
Carroll,50099,3978,3488,55,44,11
Cedar,49012,2833,2533,27,25,2
Buchanan,47729,3299,2862,43,36,7
Tama,46998,3011,2629,78,74,4
Mahaska,45556,3901,3342,66,60,6
Iowa,45317,2463,2134,36,34,2
Clay,44879,3134,2828,36,31,5
Delaware,43743,3109,2631,55,49,6
Butler,42878,2503,2106,46,39,7
Jones,39712,4332,3736,64,57,7
Floyd,38897,2852,2317,49,38,11
Clayton,38738,2736,2203,60,51,9
Kossuth,38385,3103,2717,77,68,9
Crawford,37665,3865,3406,47,41,6
Jackson,37109,3412,2776,47,43,4
Dickinson,36880,3414,3013,55,49,6
O'Brien,35938,2641,2268,66,60,6
Jefferson,35600,2495,2070,44,36,8
Hamilton,35401,2878,2398,57,52,5
Page,33056,2875,2589,33,29,4
Cass,32112,2492,2129,67,61,6
Hancock,32019,2386,1914,40,32,8
Cherokee,31405,2326,1938,47,35,12
Mills,31132,2474,2069,30,26,4
Franklin,30782,2042,1657,31,28,3
Madison,30426,2556,2213,25,21,4
Allamakee,29979,2176,1930,56,46,10
Harrison,29040,2579,2165,79,74,5
Calhoun,29006,2075,1890,19,18,1
Wright,28933,2797,2492,50,42,8
Appanoose,28545,2325,1852,57,51,6
Sac,28426,1868,1592,26,24,2
Mitchell,28036,1999,1668,43,40,3
Grundy,27665,1969,1682,37,31,6
Guthrie,27208,1802,1575,38,30,8
Winnebago,27102,2386,1920,39,33,6
Palo Alto,26896,1597,1416,32,31,1
Louisa,26555,1881,1683,53,46,7
Union,26337,2091,1674,41,33,8
Chickasaw,26055,1954,1636,22,18,4
Monona,25714,1333,1108,40,38,2
Shelby,25183,2076,1838,42,38,4
Howard,24279,1581,1320,24,20,4
Lyon,24187,2131,1943,42,38,4
Emmet,23224,1916,1663,46,43,3
Keokuk,23108,1621,1409,39,38,1
Humboldt,22583,1952,1716,31,26,5
Greene,22493,1365,1188,18,17,1
Montgomery,20996,1745,1486,46,43,3
Worth,20946,1313,1123,9,8,1
Clarke,20357,1712,1454,29,27,2
Audubon,19208,813,689,17,16,1
Pocahontas,19145,1291,1122,25,25,0
Davis,18965,1359,1160,25,23,2
Ida,17632,1467,1177,41,37,4
Adair,16221,1334,1038,39,28,11
Decatur,15536,1076,854,13,13,0
Lucas,15153,1300,1147,27,21,6
Monroe,15077,1512,1348,40,30,10
Ringgold,14596,803,694,29,23,6
Van Buren,14313,1003,844,22,19,3
Osceola,14180,1087,986,18,15,3
Taylor,13486,1045,840,14,12,2
Wayne,12544,903,766,25,19,6
Fremont,10845,1055,901,13,10,3
Adams,8988,612,525,9,7,2
Unknown,6511,52,0,0,0,0
