County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,45016,82271,1128,212085
Linn,24347,41624,3443,110025
Scott,20292,27026,1016,76299
Johnson,16433,39119,318,95442
Black Hawk,15308,27168,2185,71983
Dubuque,14774,21131,318,57341
Pottawattamie,11145,17701,3514,50870
Woodbury,9605,16349,879,42733
Story,9206,15498,396,40476
Dallas,7320,11393,1042,30605
Cerro Gordo,7021,9817,1014,27535
Webster,5604,5600,495,17283
Clinton,5533,4854,102,15340
Cass,5533,1872,0,9268
Fayette,4894,2415,200,9905
Des Moines,4813,7509,299,19954
Marshall,4328,2966,1576,11803
Muscatine,4170,3761,1293,12971
Warren,3983,5825,98,15450
Lee,3778,4507,200,13153
Wapello,3603,4367,0,12331
Bremer,3368,5314,110,14065
Marion,3233,4222,1578,13240
Jasper,2941,5428,101,13651
Boone,2791,3982,97,10804
Henry,2725,2064,104,6975
Sioux,2724,4324,1334,12698
Allamakee,2650,1801,0,6252
Clay,2572,3878,0,10253
Clayton,2330,2406,0,7140
Tama,2279,2599,649,8024
Washington,2240,2114,1,6466
Mitchell,2211,1463,0,5139
Carroll,2202,3354,600,9533
Clarke,2185,822,1107,4916
Madison,2180,2036,0,6251
Emmet,2155,1181,1,4539
Mahaska,2125,2402,0,6917
Floyd,2108,2134,145,6507
Dickinson,2036,2941,0,7905
Poweshiek,2035,2736,0,7509
Appanoose,2015,1281,0,4563
Winneshiek,2010,2521,1,7048
Kossuth,2008,2402,0,6808
Benton,1970,2947,0,7867
Page,1970,2547,85,7143
Shelby,1960,1912,33,5815
Cedar,1948,2509,0,6963
Jefferson,1916,2000,95,6009
Buchanan,1892,2511,0,6906
Hamilton,1861,2357,0,6593
Hardin,1822,2211,0,6233
Crawford,1765,2235,1267,7492
O'Brien,1729,2259,0,6258
Buena Vista,1700,2484,2437,9166
Grundy,1640,1634,0,4911
Calhoun,1612,1667,0,4943
Mills,1590,2010,0,5609
Union,1554,1435,0,4423
Decatur,1504,722,0,2922
Wright,1484,1791,1324,6367
Palo Alto,1474,1205,0,3885
Franklin,1392,1341,0,4070
Winnebago,1391,1130,0,3649
Jackson,1379,4192,0,9753
Guthrie,1360,1446,0,4235
Jones,1320,2146,0,5656
Davis,1319,1132,1477,5049
Delaware,1313,1820,100,5049
Cherokee,1290,1863,80,5094
Plymouth,1253,3473,2513,10712
Sac,1074,1427,0,3931
Lucas,1039,1148,96,3423
Humboldt,1015,1071,0,3154
Louisa,998,1359,1389,5099
Harrison,991,1442,0,3876
Butler,982,1904,0,4789
Taylor,917,985,0,2883
Lyon,915,1225,0,3361
Monroe,904,1177,99,3350
Iowa,891,2447,0,5781
Hancock,888,1341,0,3567
Adair,859,750,0,2356
Adams,849,585,0,2018
Wayne,841,1356,0,3554
Chickasaw,828,1282,0,3388
Greene,812,1265,100,3440
Ringgold,722,911,0,2531
Montgomery,694,1296,99,3387
Audubon,651,933,0,2518
Howard,599,921,0,2439
Pocahontas,507,708,85,2008
Worth,491,777,0,2041
Monona,487,1016,0,2512
Fremont,473,800,0,2073
Osceola,432,733,0,1899
Ida,422,898,0,2220
Keokuk,415,775,0,1963
Van Buren,393,626,0,1644
Out of State,293,4255,0,8350
