ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19061,119676,3244,57289,2059
19155,92872,4476,41341,4787
19045,33582,1489,15261,1486
19141,10715,287,5044,331
19059,15218,466,7255,237
19169,99426,4745,46409,2679
19113,244768,8579,114550,8340
19123,15148,464,7062,515
19065,20831,499,9707,903
19029,20825,471,9859,417
19167,22234,527,9539,2619
19153,503377,26727,232642,11701
19049,86974,3441,41287,2358
19033,50853,1968,23517,1779
19139,31854,1230,12832,4831
19043,12649,184,5884,652
19163,163480,7260,74522,5958
19149,16860,413,6746,2917
19125,27681,775,11386,3987
19007,8918,277,4038,472
19179,24576,859,11386,820
19115,7900,154,3122,1522
19193,88896,3993,40296,4722
19103,181106,6900,85249,4065
19171,17456,628,7902,969
19035,9427,205,4481,252
19021,17224,631,6491,3517
19183,14739,496,6856,524
19027,20165,579,9166,1082
19079,14124,264,6653,401
19013,137170,5056,62940,6000
19157,18290,519,8731,407
19111,25455,921,11237,1822
19181,34231,1451,16001,934
19185,6337,176,2841,376
19105,13032,290,5908,869
19187,34994,1367,16045,1256
19127,29349,1203,12758,2727
19031,12502,275,5991,277
19097,16018,309,7737,252
19121,13866,272,6688,154
19067,13461,291,6070,1012
19057,36095,1877,16744,693
19145,14264,581,6438,775
19137,6970,275,3050,569
19023,7810,91,3769,161
19063,9979,568,4462,369
19091,8336,233,3792,375
19011,15282,391,7212,457
19129,11932,531,5621,144
19047,13497,330,5782,1578
19159,4184,80,2023,4
19077,8872,215,4199,238
19015,22415,753,10588,533
19087,16221,463,6929,1850
19165,11466,240,5529,124
19151,3895,73,1836,146
19039,9609,277,3983,1352
19041,16424,488,7874,245
19195,3424,56,1685,1
19083,13469,260,5922,1311
19189,8222,230,3739,494
19071,3323,69,1578,98
19019,12507,280,5960,311
19075,9507,293,4411,379
19017,25257,923,11573,1195
19099,28205,816,13235,1115
19191,16824,644,7611,987
19095,11815,272,5459,603
19101,15468,629,6954,935
19009,4102,26,1989,101
19005,11256,320,5410,108
19161,6560,99,3197,49
19175,9761,371,4598,283
19109,12130,423,5597,473
19117,7172,156,3271,383
19147,6729,153,3201,146
19119,6012,103,2914,70
19003,3524,88,1622,8
19173,4450,83,2162,17
19131,8790,160,4234,142
19053,5895,155,2764,118
19073,9259,262,4213,499
19085,6968,253,3231,240
19197,11233,277,4635,1705
19177,2977,76,1394,111
19081,6652,99,2922,709
19037,5863,110,2715,330
19051,8124,163,3140,1658
19135,6613,154,3073,281
19093,3657,119,1526,490
,10370,247,5210,1
19055,9797,237,4424,751
19143,3118,46,1457,160
19069,7095,164,3340,239
19133,4412,66,2086,190
19025,8401,89,4055,169
19107,3270,42,1565,100
19089,4385,152,2041,164
19001,4710,144,2150,329
