RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5159794434889761,239365,13548
19161,0.4250591502931797,3788,344
19027,0.5029506570790975,9116,1026
19013,0.4760569390678819,56997,5475
19017,0.48842869683185699,11172,1069
19019,0.43088547815820546,8481,643
19103,0.5864827312425566,83678,4963
19195,0.4168811814117328,2883,194
19033,0.5011071849234393,19512,1760
19081,0.4029162746942615,3811,472
19169,0.5134940329705406,47050,2819
19139,0.47822520157509848,16222,4181
19165,0.48061812467260348,5273,232
19009,0.49181222707423585,2548,155
19191,0.5155820119053575,9408,899
19065,0.44091603053435116,8061,603
19061,0.5241853438974011,49203,1806
19147,0.4149223497636732,3452,235
19183,0.45686319144092876,9312,723
19003,0.4314269850083287,1491,63
19173,0.3773893154713282,2233,77
19041,0.42676073926073929,6428,407
19125,0.4144889182930863,11634,2149
19123,0.3419778230368862,6731,825
19157,0.4750864677907479,8324,467
19099,0.463439558961947,15625,1608
19073,0.46613411341134117,3621,522
19113,0.5312651628099829,111837,8604
19049,0.5162274084299059,45786,2457
19193,0.4026690719349802,36844,4674
19171,0.4840393971757446,7287,871
19109,0.440491460203875,5955,570
19187,0.4542112299465241,14889,1419
19011,0.4603626437902125,10894,912
19045,0.41693768980594028,17876,1482
19067,0.4286536248561565,6135,570
19189,0.4317172107398107,3885,585
19131,0.3989231059890421,4006,217
19029,0.47444686818323469,5723,367
19135,0.37641105488516937,2575,326
19127,0.5030099824735198,17093,2710
19063,0.4114900086880973,3475,314
19159,0.4215365753984471,2023,40
19115,0.40389669234254646,3398,1059
19163,0.4223067715952655,67644,5391
19149,0.4183977439726735,8410,2124
19059,0.4758952369915402,7935,278
19093,0.39387755102040819,2286,416
19015,0.5212701074940916,12907,768
19141,0.415472987711772,5181,533
19075,0.49934597776324399,5611,497
19091,0.4029085582757899,3472,379
19151,0.43103187792717936,2626,227
19055,0.43283757568632066,6516,847
19101,0.38770155780267837,6368,725
19005,0.3901512384014028,5109,231
19181,0.4675319628492597,22664,1398
19025,0.48210591642532066,4309,352
19083,0.4490680280185207,6632,933
19069,0.42720953326713009,3921,381
19023,0.47870351132349889,6464,448
19133,0.42553685432385376,3423,243
19085,0.3853655064417396,5050,364
19137,0.4384390440657457,3816,532
19111,0.3870220162224797,11409,1617
19037,0.43936981479929607,4529,714
19197,0.4629039961789524,4890,925
19179,0.38654236609568479,11095,2422
19121,0.42789815154853719,6642,349
19143,0.3799932863376972,2040,224
19051,0.29255555555555559,2464,169
19047,0.4173602853745541,5693,1327
19145,0.4205335275038062,5810,543
19043,0.39654681178414727,6374,585
19057,0.3911001616752637,14327,913
19007,0.37188153870915827,4194,427
19107,0.37097403864922898,3494,307
19077,0.47759378800636168,4757,348
19129,0.392216559666424,5639,287
19021,0.49225280326197759,6641,3017
19087,0.4248772176004811,6860,1618
19079,0.5065321870980843,6798,685
19035,0.4358700489541611,4517,380
19001,0.4085570469798658,2596,326
19175,0.40936198023037337,4732,279
19095,0.5074765200197726,7500,713
19167,0.33550423181752977,9984,1710
19089,0.41035160515396376,3281,477
19119,0.2944279030199915,3282,179
19185,0.3375252290017078,1995,179
19039,0.42288451303885046,3254,719
19155,0.40559620625281636,35612,2192
19117,0.3691860465116279,2759,416
19031,0.4856928115101734,8373,674
19071,0.36810344827586208,2364,198
19053,0.318297331639136,2270,235
19177,0.32907438955139126,2092,226
19097,0.4319152219764391,8016,380
19105,0.4857115226536434,8990,1055
,,38,5
