ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,570618,27844,263742,15670
19059,16688,624,7883,292
19021,20266,1266,7516,3870
19027,22319,724,10065,1290
19049,98068,4587,46002,2820
19181,37511,1526,17493,1165
19013,152613,6245,69866,6421
19033,56630,2543,25897,2140
19169,108730,5125,50572,3296
19195,3608,66,1772,1
19083,14526,419,6340,1351
19189,8981,298,4078,513
19081,7006,138,3059,749
19155,103867,5289,46317,5018
19139,35988,1598,14484,5307
19009,4260,53,2054,101
19005,12139,400,5796,129
19099,30759,1029,14357,1223
19103,195993,7112,92300,4683
19017,28096,964,12820,1500
19065,22178,662,10277,960
19061,129734,4136,61669,2444
19041,17824,695,8436,314
19063,10575,579,4720,425
19147,7207,215,3394,179
19193,101561,5644,45634,5077
19003,3652,84,1677,22
19173,4713,108,2269,39
19175,10924,476,5093,356
19067,14884,471,6615,1233
19035,10387,383,4812,374
19123,16821,695,7743,589
19183,16348,705,7514,598
19179,27645,1209,12626,1059
19073,9850,269,4493,525
19113,269796,9548,125890,9699
19019,13985,507,6551,383
19101,17082,794,7646,1003
19127,33644,1481,14523,3258
19109,13128,397,6080,534
19187,39105,1806,17815,1435
19037,6216,136,2864,362
19011,16452,515,7723,492
19141,11610,364,5410,425
19045,38392,1823,17374,1735
19131,9518,232,4532,196
19029,22023,584,10364,473
19135,7137,177,3275,378
19159,4502,106,2167,6
19163,182007,8484,82726,6857
19125,30446,1077,12514,4187
19149,18366,640,7348,2995
19015,24446,727,11585,618
19091,8961,288,4039,436
19151,4182,101,1946,182
19055,10930,426,4858,822
19031,13281,281,6364,304
19167,24440,937,10354,2788
19143,3329,45,1540,204
19161,6730,143,3244,76
19069,7647,216,3567,287
19133,4758,154,2193,234
19075,10451,442,4747,515
19171,18403,622,8352,985
19137,7864,409,3410,606
19111,28936,1214,12633,2227
19197,12227,349,5036,1829
19047,14969,594,6368,1609
19077,9537,235,4475,327
19093,3913,132,1621,543
19051,8641,214,3338,1700
19025,8639,136,4122,228
19145,15669,760,7011,857
19057,40905,2157,18942,803
19007,9712,449,4327,520
19157,19823,698,9365,487
19191,18822,800,8494,1071
19023,7991,102,3840,193
19087,18162,720,7634,2134
19053,6297,224,2921,138
19097,17365,476,8304,303
19001,4952,156,2250,344
19079,15166,378,7097,433
19039,10616,362,4427,1388
19095,12450,229,5768,663
19119,6374,168,3034,128
19043,13085,282,6047,668
19085,7411,369,3376,273
19117,7699,222,3472,443
19107,3414,56,1629,100
19165,12463,337,5947,197
19185,6635,217,2947,414
19115,8265,172,3257,1584
19121,14732,345,7057,193
19177,3093,80,1430,149
,10618,231,5330,1
19105,14180,391,6376,993
19129,13378,593,6288,184
19089,4967,273,2233,246
19071,3448,94,1628,98
