ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,517136,21631,241717,12470
19021,17601,631,6655,3562
19027,20497,462,9379,1101
19049,88619,3017,42267,2436
19181,34827,1154,16428,975
19013,139987,4331,64688,6123
19033,51642,1844,23923,1882
19169,101115,4107,47519,2760
19195,3457,37,1711,1
19083,13592,208,6000,1329
19189,8328,201,3804,500
19155,94781,3831,42593,4843
19139,32570,958,13285,4912
19009,4114,24,1995,101
19005,11356,285,5476,112
19099,28641,739,13481,1138
19103,184382,5624,87453,4174
19017,25668,786,11831,1224
19065,20991,457,9802,913
19061,121224,2861,58210,2144
19041,16590,461,7959,267
19147,6784,159,3225,149
19193,90614,3743,41239,4814
19003,3545,74,1636,9
19173,4480,80,2176,20
19175,9931,298,4714,300
19067,13618,274,6145,1038
19063,10061,535,4515,378
19035,9533,206,4525,270
19123,15375,440,7171,548
19183,14968,454,6983,543
19179,25008,801,11595,894
19073,9386,191,4309,504
19113,249161,7150,117328,8628
19019,12664,263,6035,332
19101,15728,551,7112,959
19127,30060,1030,13150,2837
19109,12346,318,5751,487
19187,35597,1193,16412,1316
19037,5923,105,2743,339
19011,15494,377,7324,462
19045,34558,1241,15842,1559
19081,6713,67,2963,719
19131,8918,142,4300,156
19029,20953,437,9931,428
19135,6676,149,3103,289
19059,15423,427,7373,248
19159,4215,64,2045,5
19163,167010,6193,76706,6171
19125,28066,700,11600,4022
19149,17047,371,6848,2939
19015,22892,569,10913,551
19141,10838,238,5123,344
19091,8417,211,3838,382
19151,3921,66,1851,149
19055,9884,232,4464,762
19031,12607,230,6065,280
19167,22510,499,9676,2649
19143,3154,34,1476,170
19161,6571,90,3206,50
19069,7175,135,3392,246
19133,4459,72,2100,203
19075,9586,290,4445,394
19171,17646,530,8029,984
19137,7119,267,3127,577
19111,25999,807,11533,1889
19197,11376,232,4725,1713
19047,13666,319,5865,1591
19077,8976,181,4259,259
19093,3698,89,1560,493
19051,8152,155,3140,1659
19025,8429,75,4072,177
19145,14500,581,6523,843
19057,36889,1553,17288,715
19007,9001,242,4095,477
19157,18556,453,8888,424
19191,17148,509,7830,1014
19023,7836,95,3776,170
19087,16460,434,7040,1895
19001,4729,122,2163,331
19079,14259,215,6740,406
19095,11970,207,5561,618
19119,6039,102,2926,74
19043,12700,172,5910,661
19117,7240,161,3296,396
19039,9767,224,4082,1364
19107,3288,40,1575,100
19165,11603,225,5602,132
19185,6371,162,2863,377
19115,7963,141,3155,1528
19053,5939,144,2791,118
19177,2993,76,1402,111
19121,13955,243,6742,156
19085,6997,247,3246,245
,10375,246,5211,1
19105,13188,250,5997,889
19097,16164,282,7819,258
19129,12078,491,5707,145
19089,4445,125,2075,182
19071,3333,67,1584,98
