RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.505189111332807,234611,13013
19161,0.42022425676370747,3749,336
19027,0.49804116042648158,9042,1001
19013,0.46809369951534737,56058,5369
19017,0.4806878940228234,11004,1043
19019,0.42432113341204255,8356,629
19195,0.4094296165831188,2838,184
19033,0.491660777385159,19178,1693
19081,0.3969896519285042,3763,457
19169,0.5064097943717372,46463,2718
19139,0.46847459216201017,15970,4017
19165,0.47555439147895936,5224,223
19009,0.486353711790393,2522,151
19191,0.509279175629033,9291,890
19103,0.5797340214370782,82800,4821
19065,0.4362849872773537,7993,580
19061,0.5190266259723978,48759,1748
19147,0.4091829844699527,3413,223
19183,0.4492601866605964,9166,702
19193,0.3944543047513748,36086,4585
19003,0.4264297612437535,1475,61
19173,0.37248815553014216,2207,73
19041,0.42095404595404597,6345,397
19125,0.4083240609869786,11450,2128
19123,0.3359131025118805,6621,801
19157,0.46897968006917425,8225,453
19099,0.4552104343149119,15352,1575
19073,0.4603960396039604,3579,513
19113,0.523219500145563,110265,8352
19049,0.5070356221844136,45024,2360
19171,0.47585142992761367,7176,844
19109,0.43387564976709649,5875,552
19187,0.44627339572192517,14658,1365
19011,0.45400662897250929,10745,898
19045,0.40903314738633186,17556,1435
19067,0.42027873673443297,6054,520
19189,0.42611551091365659,3834,578
19131,0.39183827696958248,3948,200
19029,0.4682923028980991,5657,354
19135,0.3708317114311665,2541,317
19127,0.4922146866824151,16771,2607
19063,0.40671155516941789,3432,313
19159,0.41642827952595015,1998,40
19115,0.3952877208880834,3328,1034
19163,0.4145816829822543,66464,5235
19149,0.412479644119633,8288,2097
19059,0.47010082280681428,7842,271
19093,0.38760932944606416,2258,401
19015,0.51353205763513,12728,744
19141,0.41016505489711338,5121,520
19075,0.4936232831916285,5567,471
19091,0.3970495919648462,3437,358
19151,0.4243843480888352,2596,213
19055,0.4283698783140321,6444,843
19101,0.380759770429079,6254,712
19005,0.38620588879959086,5060,226
19181,0.45972098084172077,22336,1324
19025,0.4768307819611088,4271,339
19083,0.44491273892912266,6576,919
19069,0.4215491559086395,3873,372
19023,0.4726089064339636,6388,436
19133,0.42240278583865356,3407,232
19085,0.38137945761264149,5000,358
19137,0.4336997075728547,3776,525
19111,0.37897019936417389,11220,1535
19197,0.45725202993153959,4838,906
19179,0.37853527409991707,10882,2355
19121,0.42153262333210919,6555,332
19143,0.3747901980530379,2015,218
19051,0.28755555555555559,2430,158
19047,0.4117717003567182,5609,1317
19145,0.4149731912358509,5735,534
19043,0.3939255798051171,6337,576
19057,0.3839659198809249,14077,885
19007,0.3676162884274907,4151,417
19107,0.3661916845598282,3450,302
19077,0.4696416877163439,4685,335
19129,0.38625984512542196,5557,279
19021,0.48160040774719678,6463,2986
19087,0.4188132705222011,6771,1586
19079,0.4986800243687809,6693,674
19035,0.4299955496217178,4468,363
19001,0.402824384787472,2563,318
19037,0.4335875303779435,4486,688
19095,0.5008650519031142,7407,699
19167,0.33054081193515996,9860,1661
19089,0.40652981000218388,3258,465
19119,0.291620586984262,3254,174
19185,0.33209129017233349,1969,170
19039,0.4133049494411921,3181,702
19097,0.4269766963321158,7928,372
19155,0.39749586936463318,34926,2123
19117,0.36127906976744186,2715,392
19031,0.4787673806839534,8256,662
19175,0.40282656645698886,4665,266
19071,0.364367816091954,2338,198
19053,0.3130876747141042,2232,232
19177,0.32112436115843276,2061,201
19105,0.47947391325371116,8891,1025
,,38,6
