ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,94279,7207,42678,2464
19155,88513,5856,38516,4683
19013,131227,7114,59119,5634
,10400,250,5211,0
19103,173093,10892,79408,3740
19127,27873,1537,11902,2596
19171,16494,1337,7088,964
19027,19465,867,8706,1026
19153,472794,37683,212461,10588
19099,26859,1381,12359,953
19011,14874,490,6967,436
19163,154909,10351,68895,5511
19161,6523,117,3173,42
19113,232679,14027,106032,7871
19075,9276,374,4278,336
19079,13773,380,6423,396
19193,84949,4888,37995,4480
19087,15711,573,6690,1701
19049,81673,6022,37458,2146
19115,7787,180,3059,1513
19035,9201,285,4337,233
19179,23251,1238,10674,551
19145,13844,738,6192,688
19041,15882,728,7505,196
19017,24424,1212,11044,1131
19167,21563,709,9156,2528
19073,8961,433,3990,474
19137,6780,324,2938,552
19111,24399,1118,10698,1638
19059,14777,589,6991,201
19109,11803,518,5387,459
19149,16326,590,6422,2855
19045,31871,1889,14284,1336
19147,6585,219,3100,137
19101,14740,857,6490,899
19191,16000,819,7129,934
19121,13515,479,6419,143
19181,32999,1851,15228,860
19055,9438,368,4191,722
19105,12562,475,5619,790
19061,115704,4963,54508,1917
19033,48498,2838,21996,1600
19001,4549,218,2039,314
19077,8583,387,3976,229
19085,6809,347,3118,216
19039,9279,394,3772,1329
19023,7729,134,3718,150
19057,34585,2256,15825,643
19157,17553,745,8273,357
19139,30471,1544,12100,4595
19005,11089,360,5311,102
19175,9392,462,4383,250
19019,12130,397,5722,286
19197,10822,524,4335,1648
19091,8167,299,3682,364
19131,8637,223,4134,129
19081,6544,131,2862,690
19187,33683,1741,15345,1022
19095,11567,349,5314,568
19165,11201,319,5368,100
19021,16294,782,6092,3236
19195,3355,84,1637,0
19083,13053,422,5653,1269
19189,7968,320,3577,472
19009,4031,79,1927,101
19065,20396,608,9451,871
19003,3473,115,1586,6
19173,4372,110,2114,11
19067,13070,424,5835,957
19063,9794,643,4348,347
19123,14633,636,6750,453
19183,14087,836,6384,473
19037,5749,140,2650,316
19029,20293,652,9534,356
19135,6341,284,2884,260
19159,4068,151,1931,4
19125,26862,986,10885,3952
19015,21608,1065,10051,489
19141,10342,408,4813,300
19151,3815,100,1786,140
19031,12142,392,5762,252
19143,3043,50,1420,153
19069,6949,222,3247,223
19133,4185,244,1898,161
19047,13068,444,5522,1556
19093,3537,112,1474,478
19051,7972,210,3044,1646
19025,8334,128,4011,157
19007,8698,362,3897,453
19129,10562,763,4823,135
19043,12513,238,5799,628
19097,15584,481,7447,220
19185,6240,223,2776,365
19089,4242,169,1968,153
19177,2949,76,1386,99
19107,3219,61,1530,100
19119,5939,128,2873,63
19053,5790,210,2685,118
19117,6934,261,3103,372
19071,3253,89,1535,94
