County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,703079,64503,54769,621,547,74
Linn,295654,22085,19735,334,298,36
Black Hawk,216768,17215,15137,308,285,23
Scott,213959,21189,18366,240,217,23
Johnson,213714,15253,13683,83,77,6
Dubuque,193435,14598,12752,209,193,16
Story,163667,11299,10145,48,42,6
Woodbury,148005,16379,14534,228,209,19
Dallas,129598,12424,10710,98,85,13
Pottawattamie,121501,12141,10423,168,148,20
Marshall,83419,5172,4692,75,67,8
Warren,78310,6230,5388,88,78,10
Cerro Gordo,77358,5770,5079,89,74,15
Webster,69215,5390,4970,93,78,15
Clinton,64353,5988,5204,92,79,13
Des Moines,56860,4869,4327,66,55,11
Muscatine,56438,5072,4442,99,90,9
Lee,54481,3968,3622,55,42,13
Jasper,52441,4477,3997,71,66,5
Wapello,47658,4645,4120,122,118,4
Sioux,46466,5303,4941,74,70,4
Buena Vista,45500,4891,4165,40,36,4
Poweshiek,45157,1620,1494,33,30,3
Boone,44837,2806,2522,34,31,3
Marion,42889,3808,3475,75,64,11
Washington,41861,2702,2421,50,46,4
Winneshiek,40292,2045,1883,33,28,5
Bremer,39838,2961,2718,60,51,9
Plymouth,38762,4302,3859,79,71,8
Benton,37701,2709,2435,55,44,11
Carroll,37025,3057,2722,52,43,9
Fayette,36845,1927,1790,41,36,5
Henry,36641,3055,2816,37,36,1
Hardin,35382,1975,1736,43,34,9
Tama,33016,2213,1988,71,67,4
Cedar,31760,1980,1793,23,21,2
Buchanan,31703,2007,1834,31,26,5
Mahaska,31438,2404,2164,51,46,5
Clay,31123,2253,2049,25,20,5
Iowa,30105,1543,1427,24,22,2
Butler,29847,1733,1579,34,30,4
Delaware,29040,2127,1957,40,36,4
Crawford,28185,2884,2575,40,35,5
Dickinson,27222,2661,2333,43,37,6
Jones,26868,3091,2863,57,51,6
Kossuth,26598,2268,2052,64,56,8
O'Brien,26552,2147,1888,60,55,5
Floyd,26037,1771,1497,42,32,10
Jackson,26030,2337,2130,42,39,3
Clayton,25513,1778,1604,56,47,9
Hamilton,23613,1979,1725,49,45,4
Page,21727,1987,1867,22,20,2
Hancock,21661,1562,1390,34,27,7
Harrison,21651,1924,1670,73,69,4
Allamakee,21510,1556,1442,51,41,10
Mills,21472,1782,1553,22,19,3
Cherokee,21148,1685,1520,38,30,8
Madison,21031,1744,1502,19,15,4
Cass,20973,1458,1287,54,48,6
Wright,20962,1903,1751,36,29,7
Jefferson,20790,1437,1281,35,29,6
Sac,20484,1382,1239,19,19,0
Franklin,19748,1270,1100,21,19,2
Grundy,19548,1438,1317,33,27,6
Palo Alto,19141,1179,1069,23,22,1
Guthrie,18816,1290,1145,29,24,5
Calhoun,18661,1414,1318,13,12,1
Monona,18376,884,778,30,28,2
Appanoose,18193,1453,1211,48,43,5
Mitchell,18061,1366,1220,42,39,3
Chickasaw,17758,1305,1210,15,13,2
Winnebago,17755,1515,1319,31,26,5
Shelby,17661,1365,1224,37,33,4
Louisa,17553,1341,1215,49,42,7
Union,17451,1360,1201,32,26,6
Emmet,17305,1412,1222,40,38,2
Howard,17038,1087,1004,22,18,4
Lyon,16739,1583,1491,41,37,4
Keokuk,15939,1021,914,31,31,0
Humboldt,15604,1235,1153,26,23,3
Greene,15142,824,753,10,10,0
Montgomery,14564,1105,963,38,36,2
Clarke,13622,1059,957,24,22,2
Pocahontas,13474,896,816,22,22,0
Worth,13325,777,692,8,7,1
Ida,12717,1013,846,34,32,2
Adair,12411,982,810,32,22,10
Audubon,12387,526,479,10,9,1
Davis,11288,888,774,24,23,1
Decatur,10479,620,585,9,9,0
Pending Investigation,10153,1033,959,0,0,0
Ringgold,9952,574,527,24,18,6
Monroe,9865,994,901,29,22,7
Lucas,9505,796,728,23,18,5
Osceola,9184,805,715,16,13,3
Taylor,8802,679,639,12,10,2
Van Buren,8589,582,537,18,15,3
Fremont,7404,656,599,9,7,2
Wayne,7230,574,492,23,18,5
Adams,5743,348,324,4,4,0
