County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,29827,226499,11354,493898
Linn,9547,112583,8189,241643
Scott,8187,72831,5827,160899
Johnson,7504,84049,3984,179234
Black Hawk,5479,61998,5886,135591
Story,5396,45427,2608,98053
Pottawattamie,4832,40522,4768,91572
Woodbury,4284,39487,4663,87506
Dubuque,3962,56260,2014,118297
Dallas,3879,40451,2285,85635
Cerro Gordo,2142,23113,1714,50149
Des Moines,2050,16407,679,35579
Clinton,1709,14866,1447,32971
Warren,1620,15728,915,33826
Webster,1481,15817,1188,34577
Marshall,1400,12349,2658,28673
Muscatine,1325,12599,4778,31432
Bremer,1059,11356,1175,24940
Lee,1025,11020,1781,25086
Wapello,1002,11155,714,24141
Jasper,944,12980,1062,27773
Boone,903,10398,526,22175
Marion,877,11213,3982,27439
Winneshiek,801,7397,973,16544
Tama,759,7757,969,17278
Jefferson,732,6788,924,15229
Buena Vista,658,6377,3469,16974
Page,650,6350,753,14133
Carroll,648,9031,1062,19943
Washington,625,6688,512,14518
Clay,597,7701,235,16177
Mills,595,5046,142,10846
Sioux,587,9422,2607,22051
Emmet,585,4433,360,9927
Poweshiek,561,8625,400,18112
Fayette,559,9580,884,20623
Cass,520,9760,414,20671
Mahaska,505,6967,492,14979
Dickinson,503,7163,221,15057
Plymouth,501,6602,2886,16627
Kossuth,480,5509,469,12008
Henry,471,6873,1831,16099
Union,418,4508,271,9614
Benton,398,7150,442,15151
Wright,397,4496,1667,11036
Crawford,389,5668,1573,13324
Jackson,386,7630,246,15878
Grundy,344,4336,370,9398
Allamakee,330,5379,106,11202
Buchanan,330,5862,303,12355
Jones,326,5836,834,12884
O'Brien,324,4965,319,10582
Clarke,319,3921,1351,9522
Greene,315,4145,492,9171
Floyd,313,5999,995,13325
Madison,312,6618,148,13759
Hardin,302,5848,1300,13351
Hamilton,294,6588,399,14022
Iowa,293,5424,590,11753
Appanoose,289,4003,463,8851
Montgomery,284,3017,564,6907
Cedar,281,5947,267,12409
Harrison,270,3215,234,6945
Winnebago,270,3675,484,8124
Shelby,269,5472,110,11369
Delaware,260,4341,747,9650
Guthrie,250,4147,235,8797
Humboldt,248,3760,371,8283
Out of State,247,5211,1,10368
Cherokee,228,4437,245,9356
Franklin,210,3291,236,7040
Clayton,207,5851,644,12599
Wayne,196,2816,370,6300
Monroe,190,3017,274,6528
Lucas,186,3218,376,7090
Mitchell,183,4199,135,8734
Davis,177,3104,1652,8064
Howard,172,1999,164,4319
Palo Alto,171,3170,142,6683
Decatur,164,2753,118,5881
Adair,157,2130,327,4681
Louisa,155,3102,1517,7854
Monona,139,2012,184,4331
Chickasaw,126,2689,326,5823
Hancock,126,2885,707,6603
Ida,113,1524,484,3642
Sac,107,3187,45,6544
Lyon,103,2904,70,5992
Adams,96,1609,6,3504
Ringgold,96,1999,4,4151
Butler,94,3769,160,7810
Taylor,93,2142,17,4420
Calhoun,92,4054,169,8399
Pocahontas,81,1817,144,3863
Fremont,77,1562,95,3297
Audubon,76,1936,101,4046
Van Buren,75,1394,102,2967
Worth,71,1667,1,3403
Osceola,53,1440,159,3092
Keokuk,53,1546,100,3243
