ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,225792,215064,10728
19021,9371,6117,3254
19027,9782,8741,1041
19049,39996,37825,2171
19181,16199,15321,878
19013,65236,59555,5681
19033,23952,22323,1629
19169,45587,43085,2502
19195,1646,1645,1
19083,6960,5685,1275
19189,4074,3599,475
19155,43561,38854,4707
19139,16796,12164,4632
19009,2028,1927,101
19005,5431,5328,103
19099,13437,12457,980
19103,84102,80309,3793
19017,12237,11091,1146
19065,10357,9480,877
19061,56824,54876,1948
19041,7764,7548,216
19147,3261,3123,138
19193,42776,38277,4499
19003,1592,1586,6
19173,2139,2124,15
19175,4673,4408,265
19067,6825,5857,968
19063,4710,4363,347
19035,4594,4358,236
19123,7251,6795,456
19183,6916,6435,481
19179,11380,10799,581
19073,4483,4009,474
19113,115060,107114,7946
19019,6035,5743,292
19101,7486,6580,906
19127,14569,11966,2603
19109,5885,5425,460
19187,16457,15427,1030
19037,2966,2650,316
19011,7436,6999,437
19145,6908,6212,696
19121,6638,6494,144
19171,8173,7209,964
19105,6438,5641,797
19057,16600,15951,649
19129,5019,4880,139
19125,14937,10970,3967
19087,8440,6719,1721
19141,5147,4834,313
19167,11778,9220,2558
19149,9300,6440,2860
19163,75094,69496,5598
19079,6841,6445,396
19111,12398,10725,1673
19015,10606,10107,499
19191,8112,7171,941
19043,6454,5815,639
19031,6062,5802,260
19133,2133,1966,167
19161,3224,3179,45
19047,7093,5535,1558
19029,9944,9560,384
19045,15808,14435,1373
19165,5487,5386,101
19025,4188,4028,160
19089,2142,1983,159
19053,2809,2691,118
,5211,5211,0
19117,3496,3124,372
19051,4701,3052,1649
19081,3552,2862,690
19069,3483,3256,227
19097,7701,7472,229
19135,3160,2894,266
19059,7208,7004,204
19137,3505,2951,554
19159,1963,1959,4
19091,4056,3689,367
19075,4624,4285,339
19055,4972,4249,723
19131,4287,4158,129
19157,8671,8308,363
19077,4217,3988,229
19177,1486,1387,99
19039,5129,3799,1330
19151,1935,1791,144
19185,3161,2795,366
19143,1593,1435,158
19197,6004,4354,1650
19007,4383,3928,455
19115,4579,3066,1513
19085,3401,3182,219
19071,1631,1537,94
19023,3912,3759,153
19095,5904,5329,575
19001,2358,2042,316
19119,2955,2886,69
19093,1985,1507,478
19107,1630,1530,100
