RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5352710639973397,247623,14746
19059,0.4893382779001043,8140,305
19161,0.43791790968007407,3876,381
19027,0.5169848747830399,9346,1079
19013,0.4919529368732283,58839,5719
19017,0.504309312903998,11521,1118
19019,0.4465643447461629,8784,672
19103,0.5985510123064708,85244,5221
19195,0.43124237908142529,2986,197
19033,0.5187514723203769,20174,1847
19081,0.4137347130761994,3906,492
19169,0.5266637149005838,48117,3031
19139,0.49348396774798428,16750,4304
19165,0.49476165531691987,5409,258
19009,0.5014556040756915,2592,164
19191,0.5275373918263219,9622,924
19065,0.4542493638676845,8297,629
19061,0.5380789427711153,50443,1918
19147,0.42595093405356745,3538,247
19183,0.46974732529023446,9560,758
19003,0.4450305385896724,1530,73
19173,0.3899689593203725,2302,85
19041,0.43887362637362639,6617,412
19125,0.42937479325173669,12017,2261
19123,0.35451459606245758,6976,857
19157,0.4865974924340683,8525,479
19099,0.4783649320962754,16093,1695
19073,0.4800855085508551,3723,544
19113,0.5475241061109983,115038,9089
19049,0.5348035911099697,47304,2675
19193,0.4197775126810013,38539,4743
19171,0.49596534947193546,7456,903
19109,0.45028015931951667,6075,595
19187,0.47150735294117648,15413,1516
19011,0.4742054981477871,11203,958
19141,0.4247073365811096,5278,563
19045,0.4316913997716944,18481,1562
19067,0.44348548778928528,6321,616
19189,0.4432103534865752,3994,595
19131,0.4098809748724731,4108,231
19029,0.4906512932377688,5898,400
19135,0.3910730504735954,2651,363
19127,0.5203332571312453,17570,2915
19063,0.42126411815812339,3551,328
19159,0.43338782182263999,2075,46
19163,0.4369936915631162,69918,5657
19115,0.4206615314907114,3539,1103
19149,0.4299956309329944,8680,2146
19093,0.40481049562682216,2341,436
19015,0.538614012350385,13291,839
19075,0.5176586003924133,5778,554
19091,0.41588198367859388,3574,401
19151,0.44568665961625628,2701,249
19055,0.4476515196049615,6724,891
19101,0.39978136102760317,6567,747
19005,0.4048367063637028,5302,239
19181,0.4848249329654529,23407,1545
19025,0.49762101779064957,4430,381
19083,0.463611539831414,6801,1009
19069,0.441012909632572,4036,405
19023,0.4932474548098899,6635,487
19133,0.43807312826465469,3505,269
19085,0.39582888461812229,5179,382
19137,0.4536654230109912,3950,549
19111,0.40184805538223847,11783,1742
19037,0.45462163747590719,4664,761
19197,0.4784270020697341,5039,971
19179,0.3992965197746576,11468,2495
19121,0.4434447300771208,6863,382
19095,0.5219970341077608,7697,751
19143,0.3875461564283317,2070,239
19051,0.3038888888888889,2551,184
19047,0.43210463733650419,5897,1371
19155,0.42073471664914277,36971,2244
19145,0.43344145098298805,5998,550
19043,0.4042395578095618,6495,599
19057,0.4095003464469936,14986,971
19007,0.38314823756639307,4306,455
19107,0.38268592621510835,3597,324
19077,0.4922817850126298,4877,385
19129,0.4037328744456946,5796,304
19021,0.5203873598369011,6949,3261
19087,0.44186629247268718,7122,1695
19053,0.33113087674714106,2347,259
19097,0.4454447245228664,8243,416
19079,0.5237934068909497,7016,722
19035,0.4485981308411215,4633,407
19001,0.4165268456375839,2640,339
19175,0.4235765051874847,4882,303
19167,0.345545832735619,10264,1780
19089,0.4245468442891461,3374,514
19119,0.30284985112717996,3346,214
19185,0.3479273404750815,2046,195
19039,0.44140500266098989,3402,745
19117,0.3777906976744186,2817,432
19031,0.5008321254093521,8624,705
19071,0.3760057471264368,2417,200
19177,0.33801817149346966,2142,239
19105,0.4982834485759876,9196,1109
,,30,4
