ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19195,3016,311,1354,0
19061,102288,9522,45801,1309
19017,21712,2220,9281,955
19053,5425,365,2449,105
19067,11312,1222,4674,740
19033,42894,4205,18713,1219
19147,6085,371,2796,88
19103,146953,15849,64204,2925
19083,11612,991,4714,1176
19131,8093,392,3812,64
19095,9685,1713,3748,477
19163,133217,12983,57486,4032
19059,13364,1024,6095,134
19057,31031,2807,13834,559
19113,192260,26328,80229,6829
19081,5823,522,2368,566
19111,21291,2001,8927,1189
19137,5974,592,2428,505
19005,10385,588,4881,47
19011,13357,1233,5879,363
19169,76050,14200,30449,1543
19097,13634,1529,5994,133
19105,10391,1695,4023,605
19013,114687,11740,49026,4616
19187,29735,2948,12867,842
19153,377974,62942,153753,7132
19121,11657,1585,4985,105
19047,11761,844,4721,1458
19155,77374,6977,32568,4293
19101,13031,1021,5623,754
19031,10891,1015,4848,201
19193,76116,5168,34080,3201
19157,14356,2250,6014,168
19127,22522,4203,7928,2517
19115,7347,367,2756,1493
19093,3319,151,1371,426
19049,64924,11129,26677,1491
19029,18652,1346,8451,252
19161,6089,470,2806,0
19145,12105,1581,4941,627
19073,8152,656,3556,352
19179,20157,2104,8779,437
19021,14428,1180,4992,3160
19015,18658,2179,8121,315
19139,25487,3200,9043,4107
19045,26587,3770,10838,1072
19197,9648,687,3747,1492
19117,6090,708,2513,319
19023,7013,677,3114,103
19135,5717,366,2568,199
19019,10926,962,4892,190
19149,15130,801,5753,2792
19181,27854,4592,11482,554
19003,3295,205,1473,1
19079,12154,1228,5244,339
19175,8017,1052,3477,138
19189,7091,673,3004,392
19027,17256,1716,7338,792
19191,13469,1597,5582,669
19171,13528,1696,5488,942
19039,8288,731,3147,1274
19001,4186,222,1863,280
19009,3745,214,1717,100
19185,5796,476,2461,338
19069,6378,479,2854,186
19041,14749,707,7002,73
19025,7689,646,3451,121
19099,22022,3311,9215,533
19091,7622,437,3373,316
19089,3610,510,1512,87
19063,9169,840,3975,297
19165,10256,707,4725,52
19123,12448,1649,5243,277
19125,23979,2240,8975,3713
19109,10781,741,4816,376
19183,11972,1458,5051,401
19167,19314,1578,7683,2356
19143,2811,186,1250,125
19055,8215,743,3435,610
19065,18905,1231,8422,819
19035,8333,636,3761,173
19141,9308,698,4188,225
19051,7522,328,2797,1595
19177,2770,193,1254,69
19087,12705,1651,5166,655
19173,4130,223,1942,0
19077,7317,859,3141,174
19037,5245,462,2245,298
19043,11821,669,5276,589
19085,6154,787,2588,187
19151,3371,400,1420,130
19159,3756,281,1724,0
19007,8100,537,3547,409
19107,2896,247,1274,100
19119,5358,513,2412,25
,8422,257,4254,0
19075,8160,757,3594,207
19133,3599,373,1567,105
19129,9434,1130,4102,92
19071,2976,219,1341,73
