County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,35120,76335,664,189856
Linn,20956,37136,3048,97267
Scott,18299,22947,889,65552
Johnson,16340,34422,218,85843
Black Hawk,14483,23131,2101,62994
Dubuque,12712,18737,310,50474
Woodbury,11175,13285,100,37464
Pottawattamie,10068,14773,3136,43472
Story,9200,13045,370,35533
Cerro Gordo,8518,7363,998,24103
Cass,4872,1447,0,7761
Dallas,4682,10426,1042,26027
Des Moines,4366,6873,172,18107
Muscatine,4187,2978,1293,11424
Webster,4065,4852,494,14248
Clinton,3943,4373,98,12804
Warren,3816,4997,87,13610
Marshall,3484,2777,1576,10586
Wapello,3433,3704,0,10838
Marion,3331,3557,520,10953
Lee,3296,4031,191,11708
Fayette,3265,2193,200,7832
Jackson,2983,2163,0,7283
Bremer,2916,4820,110,12624
Allamakee,2912,1302,0,5515
Sioux,2781,3635,1111,11155
Poweshiek,2744,1590,0,5928
Clay,2566,3224,0,8940
Jasper,2561,4974,101,12360
Boone,2549,3342,97,9285
Tama,2491,2086,618,7175
Dickinson,2314,2145,0,6595
Washington,2296,1353,1,5000
Emmet,2247,934,0,4133
Clayton,2193,2071,0,6336
Henry,2159,2013,104,6308
Buena Vista,2063,1887,2430,8330
Winneshiek,2041,2206,1,6449
Mahaska,2038,1933,0,5896
Cedar,2012,1878,0,5765
Clarke,1947,668,1107,4369
Jefferson,1935,1625,95,5279
Benton,1929,2479,0,6889
Kossuth,1903,2067,0,6033
Carroll,1901,3094,547,8658
Page,1892,1627,85,5225
Madison,1833,1769,0,5369
Mitchell,1814,1180,0,4176
Hardin,1800,1813,0,5416
Appanoose,1773,1101,0,3961
Buchanan,1763,2080,0,5916
Crawford,1677,1746,1266,6427
Calhoun,1665,1339,0,4341
O'Brien,1602,1912,0,5436
Mills,1570,1664,0,4899
Hamilton,1516,2024,0,5568
Floyd,1435,1948,144,5461
Shelby,1408,1669,0,4750
Guthrie,1387,1066,0,3507
Union,1381,1220,0,3819
Grundy,1379,1507,0,4395
Jones,1367,1887,0,5186
Delaware,1362,1413,100,4286
Cherokee,1261,1506,80,4351
Iowa,1247,1965,0,5175
Franklin,1237,1161,0,3553
Winnebago,1232,930,0,3090
Wright,1227,1211,1324,4962
Palo Alto,1183,1073,0,3330
Butler,1171,1531,0,4233
Davis,1136,916,1402,4359
Plymouth,1109,3054,2475,9690
Sac,1095,1140,0,3377
Chickasaw,1062,929,0,2916
Decatur,1035,716,0,2442
Humboldt,1035,847,0,2727
Hancock,991,1073,0,3134
Lyon,893,1069,0,3029
Louisa,882,1137,1389,4542
Greene,864,998,100,2958
Lucas,839,995,96,2916
Monroe,801,1004,99,2901
Wayne,800,1129,0,3060
Taylor,771,865,0,2497
Adair,766,641,0,2045
Montgomery,709,1101,98,3010
Harrison,665,1379,0,3422
Adams,633,560,0,1752
Ringgold,620,842,0,2292
Pocahontas,604,510,85,1708
Howard,598,597,0,1791
Audubon,592,873,0,2338
Van Buren,538,363,0,1263
Ida,527,696,0,1923
Monona,498,895,0,2282
Worth,496,674,0,1840
Keokuk,417,669,0,1754
Fremont,417,690,0,1796
Osceola,415,632,0,1680
Out of State,264,3636,0,7567
