ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19187,34577,1481,15817,1188
19155,91572,4832,40522,4768
19163,160899,8187,72831,5827
19127,28673,1400,12349,2658
19063,9927,585,4433,360
19113,241643,9547,112583,8189
19055,9650,260,4341,747
19047,13324,389,5668,1573
19013,135591,5479,61998,5886
19085,6945,270,3215,234
19179,24141,1002,11155,714
19017,24940,1059,11356,1175
19021,16974,658,6377,3469
19153,493898,29827,226499,11354
19141,10582,324,4965,319
19079,14022,294,6588,399
19103,179234,7504,84049,3984
19139,31432,1325,12599,4778
19145,14133,650,6350,753
19073,9171,315,4145,492
19057,35579,2050,16407,679
19169,98053,5396,45427,2608
19033,50149,2142,23113,1714
19091,8283,248,3760,371
19041,16177,597,7701,235
19061,118297,3962,56260,2014
19037,5823,126,2689,326
19121,13759,312,6618,148
19095,11753,293,5424,590
19161,6544,107,3187,45
19051,8064,177,3104,1652
19129,10846,595,5046,142
19029,20671,520,9760,414
19149,16627,501,6602,2886
19027,19943,648,9031,1062
19135,6528,190,3017,274
19049,85635,3879,40451,2285
19181,33826,1620,15728,915
19125,27439,877,11213,3982
19183,14518,625,6688,512
19043,12599,207,5851,644
19171,17278,759,7757,969
19005,11202,330,5379,106
19175,9614,418,4508,271
19097,15878,386,7630,246
19123,14979,505,6967,492
19019,12355,330,5862,303
19035,9356,228,4437,245
19193,87506,4284,39487,4663
19001,4681,157,2130,327
19197,11036,397,4496,1667
19099,27773,944,12980,1062
19195,3403,71,1667,1
19083,13351,302,5848,1300
19189,8124,270,3675,484
19023,7810,94,3769,160
19009,4046,76,1936,101
19031,12409,281,5947,267
19157,18112,561,8625,400
19065,20623,559,9580,884
19147,6683,171,3170,142
19071,3297,77,1562,95
19131,8734,183,4199,135
19003,3504,96,1609,6
19173,4420,93,2142,17
19045,32971,1709,14866,1447
19067,13325,313,5999,995
19081,6603,126,2885,707
19167,22051,587,9422,2607
19015,22175,903,10398,526
19165,11369,269,5472,110
19109,12008,480,5509,469
19185,6300,196,2816,370
19191,16544,801,7397,973
19011,15151,398,7150,442
19089,4319,172,1999,164
19093,3642,113,1524,484
19075,9398,344,4336,370
19111,25086,1025,11020,1781
19101,15229,732,6788,924
19117,7090,186,3218,376
19039,9522,319,3921,1351
,10368,247,5211,1
19087,16099,471,6873,1831
19053,5881,164,2753,118
19077,8797,250,4147,235
19115,7854,155,3102,1517
19059,15057,503,7163,221
19069,7040,210,3291,236
19105,12884,326,5836,834
19151,3863,81,1817,144
19159,4151,96,1999,4
19143,3092,53,1440,159
19133,4331,139,2012,184
19137,6907,284,3017,564
19025,8399,92,4054,169
19007,8851,289,4003,463
19119,5992,103,2904,70
19107,3243,53,1546,100
19177,2967,75,1394,102
