County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,731558,65363,56531,636,558,78
Linn,307468,22433,20336,338,302,36
Scott,225666,21670,19481,244,220,24
Black Hawk,224081,17400,15431,309,286,23
Johnson,221755,15446,14279,85,77,8
Dubuque,202201,14756,13086,209,193,16
Story,168346,11450,10465,48,42,6
Woodbury,153006,16514,14866,229,210,19
Dallas,134091,12597,10994,99,85,14
Pottawattamie,125105,12293,10865,171,149,22
Marshall,85830,5234,4737,76,68,8
Warren,81707,6311,5625,90,80,10
Cerro Gordo,81124,5934,5249,90,75,15
Webster,71564,5430,5014,94,79,15
Clinton,67530,6082,5415,93,79,14
Des Moines,59413,5012,4448,67,55,12
Muscatine,59022,5200,4646,104,95,9
Lee,56623,4037,3674,55,42,13
Jasper,54566,4552,4086,72,67,5
Wapello,49493,4692,4156,122,118,4
Sioux,47861,5344,5043,74,71,3
Poweshiek,47585,1642,1517,35,32,3
Buena Vista,46489,4905,4201,40,36,4
Boone,46087,2867,2592,34,31,3
Marion,44424,3854,3540,76,65,11
Washington,43674,2721,2479,51,47,4
Winneshiek,41768,2051,1930,35,30,5
Bremer,41548,3002,2758,60,51,9
Plymouth,40018,4331,3920,80,72,8
Benton,39295,2741,2494,55,44,11
Carroll,38390,3081,2791,52,43,9
Henry,38006,3079,2863,37,36,1
Fayette,37979,1938,1809,42,37,5
Hardin,37108,1999,1806,44,34,10
Tama,33775,2235,2014,71,67,4
Buchanan,33001,2029,1869,33,27,6
Cedar,32891,2002,1860,23,21,2
Mahaska,32882,2425,2231,51,46,5
Clay,32198,2270,2121,27,22,5
Iowa,30975,1559,1460,24,22,2
Delaware,30720,2153,2035,41,37,4
Butler,30667,1749,1598,35,31,4
Crawford,29376,2922,2602,40,35,5
Dickinson,28542,2682,2434,44,38,6
Jones,28012,3133,2907,57,51,6
Kossuth,27397,2279,2091,65,56,9
O'Brien,27279,2151,1930,61,56,5
Jackson,27150,2380,2165,42,39,3
Floyd,26945,1803,1554,42,32,10
Clayton,26589,1791,1640,56,47,9
Hamilton,24235,1996,1745,50,45,5
Hancock,22760,1593,1427,34,27,7
Page,22493,2001,1898,22,20,2
Allamakee,22472,1578,1451,51,41,10
Harrison,22161,1932,1717,73,69,4
Madison,22041,1780,1579,19,15,4
Mills,22033,1796,1593,23,20,3
Cherokee,21776,1692,1544,38,30,8
Jefferson,21763,1451,1297,35,29,6
Sac,21568,1391,1278,19,19,0
Wright,21566,1930,1794,38,31,7
Cass,21503,1472,1325,54,48,6
Franklin,20967,1332,1134,21,19,2
Grundy,20034,1444,1329,33,27,6
Palo Alto,19673,1193,1095,23,22,1
Guthrie,19552,1311,1181,32,26,6
Calhoun,19370,1440,1340,13,12,1
Appanoose,18823,1464,1229,49,44,5
Mitchell,18771,1379,1226,42,39,3
Monona,18754,885,801,31,29,2
Winnebago,18624,1548,1374,31,26,5
Chickasaw,18450,1316,1221,16,14,2
Louisa,18176,1355,1234,49,42,7
Union,18110,1374,1243,34,26,8
Shelby,18080,1373,1269,37,33,4
Emmet,17872,1426,1282,40,38,2
Howard,17532,1097,1020,22,18,4
Lyon,17272,1595,1531,41,37,4
Keokuk,16361,1030,926,31,31,0
Humboldt,15986,1245,1161,26,23,3
Greene,15578,828,763,10,10,0
Montgomery,14898,1111,988,38,36,2
Clarke,14114,1067,971,24,22,2
Pocahontas,14085,905,834,22,22,0
Worth,13950,798,728,8,7,1
Ida,13045,1023,865,35,32,3
Audubon,13036,535,487,10,9,1
Adair,12649,992,830,32,22,10
Davis,11791,921,786,24,23,1
Decatur,10831,627,597,9,9,0
Ringgold,10470,577,538,24,18,6
Monroe,10186,1003,921,29,22,7
Lucas,9919,807,749,23,18,5
Osceola,9586,815,762,16,13,3
Taylor,9188,686,647,12,10,2
Van Buren,8913,587,542,18,15,3
Pending Investigation,8265,992,937,0,0,0
Fremont,7942,665,614,9,7,2
Wayne,7594,585,508,23,18,5
Adams,6027,354,336,4,4,0
