County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,28202,262145,15586,567675
Linn,9663,125311,9671,268723
Scott,8495,82274,6804,181055
Johnson,7051,91917,4659,195168
Black Hawk,6265,69437,6419,151744
Woodbury,5666,45308,5074,100936
Pottawattamie,5422,45967,5005,103297
Story,5189,50301,3277,108244
Dallas,4644,45730,2823,97579
Dubuque,4190,61407,2438,129251
Cerro Gordo,2581,25735,2127,56325
Des Moines,2195,18827,798,40704
Clinton,1871,17257,1726,38195
Webster,1805,17684,1435,38849
Muscatine,1567,14397,5289,35763
Warren,1554,17397,1163,37341
Marshall,1513,14403,3259,33437
Buena Vista,1240,7444,3869,20099
Lee,1239,12568,2218,28823
Wapello,1227,12544,1057,27494
Marion,1093,12447,4184,30330
Jasper,1028,14312,1220,30668
Bremer,992,12727,1492,27931
Sioux,905,10295,2788,24291
Jefferson,785,7615,1003,17009
Winneshiek,780,8443,1071,18702
Page,773,6985,855,15623
Carroll,748,9999,1273,22192
Henry,732,7582,2116,18055
Boone,717,11561,611,24382
Poweshiek,706,9335,487,19771
Mahaska,698,7689,589,16718
Clay,691,8410,314,17767
Washington,691,7481,598,16267
Fayette,668,10232,960,22094
Tama,662,8241,985,18225
Dickinson,645,7837,289,16613
Crawford,616,6339,1608,14930
Plymouth,609,7298,2995,18235
Mills,595,6276,183,13355
Emmet,592,4696,421,10536
Cass,589,10338,473,21975
Benton,536,7656,487,16336
Buchanan,524,6496,380,13890
Union,502,5054,356,10869
Jackson,495,8249,303,17276
Appanoose,465,4294,517,9660
Floyd,461,6598,1228,14834
Delaware,437,4803,822,10831
Grundy,431,4723,512,10389
Hardin,428,6313,1351,14481
Montgomery,424,3379,606,7819
Kossuth,408,6057,534,13093
Harrison,403,3329,271,7348
Allamakee,402,5780,129,12109
Jones,394,6349,993,14132
Cherokee,384,4784,372,10331
Hamilton,382,7072,426,15115
O'Brien,378,5385,419,11567
Clarke,371,4395,1387,10558
Wright,348,5018,1825,12187
Madison,346,7044,193,14710
Shelby,341,5931,194,12433
Winnebago,298,4062,513,8951
Cedar,295,6340,301,13243
Humboldt,294,4024,436,8935
Greene,282,4471,525,9820
Clayton,278,6036,668,13059
Guthrie,266,4441,327,9499
Howard,258,2227,246,4939
Mitchell,246,4502,196,9472
Out of State,235,5210,1,10388
Davis,226,3308,1700,8596
Franklin,221,3551,282,7615
Iowa,221,5755,654,12409
Lucas,221,3466,442,7685
Palo Alto,219,3384,177,7189
Decatur,215,2916,138,6279
Wayne,214,2945,409,6623
Monroe,177,3268,377,7122
Louisa,171,3254,1582,8255
Adair,169,2230,344,4926
Lyon,158,3032,120,6352
Chickasaw,155,2837,362,6181
Calhoun,148,4104,224,8611
Sac,144,3243,76,6729
Hancock,136,3044,749,6973
Monona,133,2179,231,4706
Ida,125,1620,543,3903
Ringgold,120,2149,6,4480
Taylor,109,2264,37,4702
Butler,106,3835,193,7985
Pocahontas,99,1942,182,4172
Fremont,91,1626,98,3441
Adams,86,1675,20,3648
Van Buren,69,1420,134,3047
Audubon,65,2032,101,4228
Keokuk,62,1621,100,3404
Worth,61,1767,1,3593
Osceola,42,1540,204,3326
