County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,32616,222286,11129,488036
Linn,10488,111105,8111,239547
Scott,8880,71722,5750,159297
Johnson,8265,82979,3898,177770
Story,5992,44627,2569,97004
Black Hawk,5955,61178,5838,134382
Pottawattamie,5088,40030,4748,90823
Dallas,4597,39480,2237,84368
Woodbury,4461,39041,4625,86757
Dubuque,4344,55713,1990,117567
Cerro Gordo,2494,22686,1695,49626
Des Moines,2151,16217,673,35294
Clinton,1815,14714,1427,32746
Warren,1731,15578,893,33609
Webster,1541,15702,1159,34377
Marshall,1522,12150,2634,28380
Muscatine,1390,12483,4736,31225
Bremer,1140,11240,1161,24771
Jasper,1114,12761,1059,27497
Lee,1069,10945,1766,24965
Wapello,1067,11011,633,23842
Tama,1046,7450,964,16942
Boone,989,10292,518,22043
Marion,946,11098,3981,27274
Winneshiek,821,7281,953,16320
Jefferson,797,6685,916,15080
Carroll,777,8867,1053,19731
Buena Vista,723,6270,3287,16642
Page,690,6294,752,14061
Washington,676,6612,500,14406
Clay,635,7647,228,16101
Mills,632,4984,139,10756
Poweshiek,625,8543,400,18015
Sioux,623,9343,2591,21914
Emmet,597,4411,357,9892
Fayette,565,9545,882,20555
Cass,565,9683,401,20552
Dickinson,546,7100,215,14967
Mahaska,539,6918,477,14896
Plymouth,537,6547,2874,16542
Henry,499,6824,1801,15999
Kossuth,484,5486,466,11963
Wright,483,4406,1666,10941
Jackson,444,7553,240,15776
Union,442,4461,269,9542
Jones,431,5707,825,12726
Benton,419,7110,442,15094
Crawford,412,5606,1568,13218
Buchanan,374,5801,298,12273
O'Brien,371,4904,315,10502
Grundy,361,4314,356,9355
Greene,360,4081,480,9077
Hardin,355,5777,1290,13252
Allamakee,348,5356,105,11171
Madison,344,6570,144,13691
Clarke,341,3882,1351,9467
Floyd,328,5967,984,13266
Hamilton,325,6535,398,13947
Cedar,319,5903,266,12358
Appanoose,315,3967,460,8802
Delaware,300,4292,728,9574
Winnebago,298,3641,482,8082
Iowa,294,5414,587,11732
Montgomery,286,3003,558,6876
Shelby,278,5446,109,11326
Harrison,276,3206,226,6925
Humboldt,265,3735,370,8249
Guthrie,264,4128,235,8771
Cherokee,252,4399,242,9301
Out of State,247,5211,1,10368
Lucas,246,3145,376,7005
Clayton,216,5840,644,12585
Adair,213,2057,324,4590
Franklin,211,3271,230,6996
Monroe,209,2987,272,6485
Wayne,200,2807,370,6285
Decatur,199,2714,118,5838
Howard,188,1983,159,4298
Davis,185,3091,1649,8043
Palo Alto,180,3157,140,6664
Mitchell,180,4197,134,8724
Louisa,164,3093,1517,7844
Monona,139,2009,182,4323
Hancock,125,2885,706,6601
Chickasaw,115,2689,326,5812
Adams,114,1590,6,3483
Ringgold,113,1974,4,4118
Sac,110,3182,45,6537
Lyon,104,2902,70,5988
Ida,103,1524,480,3628
Butler,96,3769,160,7810
Taylor,94,2141,16,4416
Calhoun,93,4053,167,8396
Pocahontas,84,1812,144,3855
Audubon,81,1927,101,4033
Worth,79,1653,1,3383
Fremont,74,1561,94,3291
Van Buren,72,1391,101,2957
Osceola,58,1435,158,3086
Keokuk,53,1546,100,3243
