Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.1536928487690504,American Indian or Alaska Native
Asian,0.34488046695752447,Asian
Black,0.1759338043011592,Black
Native Hawaiian or Other Pacific Islander,0.3132805995004163,Native Hawaiian or Other Pacific Islander
Other Race,0.47966140027785855,Other Race
White,0.3982865117450369,White
