RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19183,16335,1561,7137,507
19103,146133,12046,65111,3831
19153,383852,54512,160404,8516
19125,21813,1845,9065,1839
19169,78817,11753,32596,1885
19065,15228,873,6951,453
19133,6376,444,2898,136
19149,16907,720,7149,1891
19113,189405,20237,81221,6718
19057,25336,2056,11328,625
19033,34730,2728,15438,1129
19013,101469,8015,44611,4242
19063,6728,497,2999,234
19193,68090,4224,30075,3711
19161,7162,480,3218,245
19197,9383,479,4072,760
19187,26562,2305,11681,910
19099,26229,3359,10995,880
19123,12168,1093,5245,585
19181,38116,4756,16282,786
19093,4445,243,1935,330
19005,9559,629,4394,142
19037,8786,491,3871,552
19127,28898,3930,11398,2172
19139,30169,3046,11971,3173
19031,14936,1082,6666,521
19019,15397,1041,6947,461
19039,6137,460,2533,609
19081,7161,405,3214,329
19049,73644,10090,30966,1666
19017,20477,1525,9049,850
19147,6509,311,3025,149
19191,16927,1452,7410,658
19111,20415,1875,8809,920
19109,11155,599,5069,416
19179,20687,1612,8588,1899
19091,6672,319,3027,299
19101,11385,940,4963,519
19159,3666,226,1705,29
19083,12585,759,5553,721
19045,30770,2928,13410,1021
19157,14682,1267,6560,299
19115,6722,500,2662,900
19061,88916,5019,41374,1161
19163,116323,9024,51862,3582
19121,11326,1271,4920,220
19155,59018,5896,25699,1731
19171,13357,1086,5785,701
19141,9863,496,4475,417
19047,11029,672,4595,1168
19055,12279,777,5400,702
19119,6201,362,2858,124
19043,12419,530,5706,476
19021,13741,1059,5052,2578
19059,14860,766,6962,171
19027,17284,1082,7685,831
19177,3959,249,1788,135
19007,7870,488,3528,326
19051,4525,289,2068,101
19035,8556,507,3874,301
19025,7959,734,3501,230
19195,5183,362,2346,130
19079,12061,1154,5177,549
19097,14514,981,6644,244
19009,4706,209,2191,114
19185,3761,256,1685,135
19087,12635,1335,5213,900
19095,13567,1051,6006,505
19041,11933,529,5570,264
19137,7361,477,3216,449
19071,4430,256,2014,147
19053,4279,269,1914,182
19015,21817,2241,9553,470
19011,19477,1680,8534,733
19073,6748,483,2932,402
19167,19272,1193,8337,1405
19165,9767,530,4537,156
19107,6397,435,2868,228
19075,10422,796,4659,309
19069,7225,484,3236,268
19131,7337,389,3423,102
19089,6188,462,2691,347
19085,9206,919,3998,290
19023,11836,810,5359,306
19077,8469,689,3780,226
19117,5054,399,2174,310
19175,8513,602,3884,141
19067,11192,806,5043,299
19029,10518,605,4832,251
19129,9723,748,4383,208
19003,2697,196,1237,30
19189,7442,441,3268,463
19105,15666,1956,6486,734
19135,4847,267,2168,244
19001,4822,280,2148,244
19143,3829,230,1726,147
19173,4152,207,1953,40
19145,10852,960,4760,374
19151,4748,451,2064,169
,74,8,31,6
