ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19163,46375,42462,3913
19155,30852,26565,4287
,4255,4255,0
19049,17660,16196,1464
19113,65971,59398,6573
19153,116142,109442,6700
19131,3347,3347,0
19029,7374,7146,228
19169,23574,22650,924
19197,4067,2588,1479
19007,3090,2717,373
19139,10803,6705,4098
19193,26787,24068,2719
19013,43053,38589,4464
19111,8223,7072,1151
19067,4211,3497,714
19099,7554,7060,494
19183,4043,3663,380
19141,3527,3302,225
19167,8361,6038,2323
19121,3697,3619,78
19133,1376,1271,105
19033,16242,15109,1133
19037,2243,1945,298
19143,1108,988,120
19017,8503,7551,952
19077,2557,2381,176
19147,2253,2171,82
19045,9146,8106,1040
19103,52533,49868,2665
19083,4663,3522,1141
19165,3234,3196,38
19003,1111,1111,0
19027,5528,4760,768
19177,970,908,62
19061,32708,31645,1063
19187,9736,8907,829
19079,3924,3600,324
19041,5538,5488,50
19101,4092,3338,754
19145,4423,3797,626
19087,4389,3835,554
19043,4680,4112,568
19137,2221,1722,499
19015,6387,6118,269
19001,1606,1353,253
19175,2653,2539,114
19031,3947,3746,201
19075,2970,2771,199
19127,8242,5736,2506
19171,5274,4348,926
19097,5004,4882,122
19115,3531,2042,1489
19011,4501,4145,356
19021,6964,3847,3117
19129,2973,2888,85
19125,10336,6652,3684
19185,2169,1837,332
19105,3751,3146,605
19157,4391,4253,138
19051,3378,1802,1576
19005,4094,4049,45
19159,1329,1329,0
19181,8983,8512,471
19091,2198,1883,315
19069,2137,1962,175
19039,3907,2658,1249
19109,4194,3820,374
19191,4291,3778,513
19057,11794,11262,532
19025,2755,2655,100
19151,1231,1101,130
19009,1442,1346,96
19081,2590,2038,552
19019,3828,3638,190
19149,6915,4136,2779
19023,2845,2780,65
19047,4930,3472,1458
19095,3631,3165,466
19063,3142,2847,295
19161,2195,2195,0
19179,7477,7042,435
19119,1879,1854,25
19173,1574,1574,0
19059,4382,4267,115
19035,2807,2637,170
19089,1254,1167,87
19065,6381,5574,807
19053,1730,1625,105
19195,1148,1148,0
19123,4177,3928,249
19117,2092,1786,306
19055,3128,2623,505
19189,2474,2087,387
19085,2120,1933,187
19107,1177,1077,100
19073,2285,1950,335
19071,1137,1066,71
19093,1543,1182,361
19135,2085,1886,199
