RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,357528,64197,142698,7912
19103,137908,17184,58553,3619
19113,178102,25071,73264,6498
19085,8798,1165,3683,268
19127,27497,4682,10334,2147
19187,25699,2749,11041,867
19033,33044,3681,14139,1085
19161,6930,636,3030,234
19179,19689,2073,7869,1878
19023,11379,1110,4991,288
19163,110934,11418,48066,3389
19075,10040,1041,4352,295
19155,55710,6918,23551,1691
19105,15065,2257,6045,714
19067,10640,1107,4638,256
19157,13572,2019,5638,278
19013,96245,11319,40459,4014
19193,64617,5634,27965,3052
19019,14932,1280,6608,437
19081,6914,534,3035,310
19147,6286,453,2848,138
19191,16245,1878,6865,640
19169,73733,14463,28794,1675
19109,10789,762,4810,407
19139,28558,3947,10730,3149
19091,6523,354,2940,288
19101,10915,1017,4692,512
19123,11525,1407,4783,553
19083,12145,994,5224,703
19045,29155,3885,12153,964
19149,16390,1016,6765,1845
19049,68837,12526,27389,1570
19121,10712,1614,4446,206
19171,12859,1408,5382,687
19141,9515,693,4214,394
19047,10592,926,4259,1148
19055,11694,1079,4972,670
19043,12146,685,5498,465
19021,13283,1249,4732,2571
19093,4265,281,1857,268
19027,16949,1206,7485,773
19197,9091,656,3848,740
19125,20760,2364,8304,1789
19181,35742,6113,14453,719
19035,8263,681,3648,286
19015,20838,2662,8877,423
19025,7696,885,3301,209
19037,8466,698,3617,535
19009,4543,305,2066,107
19185,3656,297,1614,131
19039,5869,593,2342,592
19095,12722,1689,5273,491
19087,11591,1530,4832,394
19151,4660,508,1993,167
19041,11262,1022,5000,241
19137,7032,622,2987,434
19131,7244,407,3391,55
19071,4236,359,1865,147
19053,4110,318,1808,176
19167,18471,1610,7737,1389
19065,14807,1062,6656,433
19061,84419,8177,37584,1074
19057,24363,2425,10676,587
19099,24583,3870,9948,817
19129,9242,1063,3990,199
19111,19781,2132,8394,860
19143,3755,257,1679,140
19077,8059,865,3489,218
19175,8096,872,3549,125
19173,4060,238,1892,39
19011,18723,1993,8009,710
19073,6562,546,2829,358
19079,11651,1366,4873,539
19003,2637,228,1192,28
19029,10099,854,4505,233
19005,9327,656,4275,122
19119,6004,480,2702,120
19059,14238,1218,6433,155
19183,15550,1939,6566,480
19017,19703,1992,8444,821
19195,4957,517,2158,124
19031,14060,1667,5953,486
19097,13628,1637,5881,229
19115,6512,617,2503,890
19159,3552,283,1621,26
19007,7678,562,3399,318
19001,4638,378,2018,224
19089,5932,631,2488,326
19117,4838,516,2018,286
19145,10449,1160,4459,372
19069,6991,623,3055,258
19165,9067,1074,3924,144
19135,4666,355,2042,227
19063,6517,630,2827,232
19107,6133,573,2672,218
19189,7137,647,3020,448
19177,3819,327,1683,126
19133,6193,478,2791,133
19051,4386,356,1969,92
,69,11,27,6
