RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,497045,19115,232567,12796
19161,7960,145,3740,335
19027,19403,366,9020,997
19013,120242,3561,55671,5339
19017,23542,632,10936,1038
19019,17573,445,8252,624
19195,5950,115,2827,181
19033,40971,1202,19053,1663
19081,8093,135,3752,454
19169,98654,3348,46305,2696
19139,36805,1143,15888,3886
19165,10835,217,5199,220
19009,5251,82,2510,149
19191,19786,438,9236,876
19103,174260,4536,82486,4752
19065,16900,432,7950,568
19061,100753,1899,48565,1724
19147,7185,185,3390,220
19183,19474,526,9127,694
19193,79080,3038,35778,4486
19003,3065,78,1464,59
19173,4561,99,2195,72
19041,13345,324,6316,389
19125,25595,698,11389,2119
19123,14387,426,6586,789
19157,17252,452,8176,448
19099,32961,940,15230,1561
19073,7844,212,3561,510
19113,233976,6379,109664,8269
19171,15583,455,7143,842
19109,12552,322,5841,548
19187,31508,945,14604,1355
19011,22851,588,10685,893
19045,37381,1054,17453,1421
19067,12898,346,6020,512
19189,8416,218,3811,576
19131,8214,149,3934,197
19029,11887,272,5632,351
19135,5496,136,2522,316
19049,94796,3020,44719,2338
19127,37067,1232,16630,2575
19063,7489,340,3419,311
19159,4104,73,1996,39
19115,7864,213,3313,1025
19163,141873,4775,65958,5182
19149,19049,478,8245,2081
19059,16315,430,7810,265
19093,4997,120,2240,397
19015,26750,705,12656,733
19141,10935,227,5097,514
19075,11868,308,5547,466
19091,7375,162,3430,353
19151,5487,114,2581,211
19055,13939,302,6401,835
19101,13640,471,6231,707
19005,10597,296,5041,219
19181,47279,1519,22228,1304
19025,9034,187,4257,333
19083,14294,273,6555,911
19069,8274,206,3851,366
19023,13429,307,6348,426
19133,7167,142,3402,221
19085,10663,358,4977,351
19137,8329,275,3765,524
19111,24490,670,11155,1510
19197,10768,230,4819,900
19179,24670,734,10800,2336
19121,13701,354,6511,325
19143,4314,80,2011,212
19051,5142,138,2424,156
19047,12731,311,5554,1312
19145,12405,447,5713,532
19043,13426,235,6311,569
19057,29964,1114,13986,878
19007,8914,238,4131,414
19107,7319,157,3432,298
19077,9942,279,4666,331
19129,11728,389,5532,275
19021,16391,588,6413,2977
19087,15442,435,6730,1547
19079,14318,316,6667,668
19035,9477,226,4446,359
19001,5583,152,2557,317
19037,9803,208,4458,679
19095,15817,409,7362,684
19167,21757,482,9813,1649
19089,7049,165,3212,460
19119,6763,107,3243,170
19185,4203,111,1963,166
19039,7264,225,3169,701
19097,16471,307,7896,372
19155,74168,2712,34673,2110
19117,5924,142,2699,384
19031,17510,414,8218,660
19175,9838,291,4644,259
19071,4983,123,2331,198
19053,4794,130,2219,226
19177,4419,115,2053,198
19105,19090,369,8850,1021
,86,4,38,6
