County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,734141,65409,56758,636,558,78
Linn,308786,22480,20409,338,302,36
Scott,226773,21692,19627,244,220,24
Black Hawk,224710,17429,15470,310,287,23
Johnson,222611,15455,14315,85,77,8
Dubuque,202974,14778,13115,209,193,16
Story,168813,11457,10502,48,42,6
Woodbury,153475,16520,14893,229,210,19
Dallas,134507,12603,11040,99,85,14
Pottawattamie,125602,12309,10902,172,150,22
Marshall,86048,5234,4742,76,68,8
Warren,81957,6317,5657,90,80,10
Cerro Gordo,81451,5942,5277,90,75,15
Webster,71789,5432,5019,94,79,15
Clinton,67905,6086,5434,93,79,14
Des Moines,59889,5022,4469,68,56,12
Muscatine,59263,5205,4674,104,95,9
Lee,57003,4043,3693,56,43,13
Jasper,54723,4552,4102,72,67,5
Wapello,49717,4693,4170,122,118,4
Sioux,47945,5348,5060,74,71,3
Poweshiek,47652,1643,1522,35,32,3
Buena Vista,46625,4907,4201,40,36,4
Boone,46229,2869,2599,34,31,3
Marion,44710,3854,3550,76,65,11
Washington,43878,2725,2493,51,47,4
Winneshiek,41847,2053,1934,35,30,5
Bremer,41651,3008,2770,60,51,9
Plymouth,40119,4335,3925,80,72,8
Benton,39491,2743,2499,55,44,11
Carroll,38523,3080,2798,52,43,9
Henry,38198,3082,2873,37,36,1
Fayette,38047,1940,1811,42,37,5
Hardin,37216,2005,1807,44,34,10
Tama,34118,2236,2018,71,67,4
Buchanan,33142,2029,1870,33,27,6
Cedar,33052,2004,1867,23,21,2
Mahaska,33010,2423,2238,51,46,5
Clay,32356,2274,2123,27,22,5
Iowa,31096,1559,1462,24,22,2
Delaware,30835,2154,2039,41,37,4
Butler,30744,1750,1605,35,31,4
Crawford,29472,2923,2620,40,35,5
Dickinson,28796,2681,2435,44,38,6
Jones,28096,3132,2917,57,51,6
Kossuth,27502,2279,2097,65,56,9
O'Brien,27346,2151,1934,61,56,5
Jackson,27273,2380,2169,42,39,3
Floyd,27036,1803,1559,42,32,10
Clayton,26691,1791,1644,57,48,9
Hamilton,24304,1997,1747,51,46,5
Hancock,22827,1595,1434,34,27,7
Page,22569,2005,1904,22,20,2
Allamakee,22523,1581,1456,51,41,10
Harrison,22219,1934,1719,73,69,4
Madison,22112,1783,1591,19,15,4
Mills,22111,1796,1593,24,21,3
Cherokee,21949,1693,1545,38,30,8
Jefferson,21915,1451,1298,35,29,6
Sac,21653,1390,1284,19,19,0
Cass,21625,1474,1330,54,48,6
Wright,21613,1933,1802,40,33,7
Franklin,21037,1333,1148,21,19,2
Grundy,20083,1444,1331,33,27,6
Palo Alto,19754,1193,1099,23,22,1
Guthrie,19669,1313,1185,32,26,6
Calhoun,19442,1440,1356,13,12,1
Appanoose,18943,1465,1231,49,44,5
Mitchell,18816,1379,1227,42,39,3
Monona,18801,886,801,31,29,2
Winnebago,18729,1553,1382,31,26,5
Chickasaw,18511,1318,1227,16,14,2
Louisa,18233,1356,1232,49,42,7
Union,18157,1376,1249,34,26,8
Shelby,18096,1370,1271,37,33,4
Emmet,17918,1427,1295,40,38,2
Howard,17593,1097,1021,22,18,4
Lyon,17304,1596,1537,41,37,4
Keokuk,16403,1029,925,31,31,0
Humboldt,16023,1246,1162,26,23,3
Greene,15601,828,766,11,10,1
Montgomery,14941,1112,992,38,36,2
Pocahontas,14167,905,834,22,22,0
Clarke,14154,1070,977,24,22,2
Worth,14046,801,733,8,7,1
Audubon,13141,537,497,10,9,1
Ida,13090,1025,864,35,32,3
Adair,12695,993,833,32,22,10
Davis,11829,922,802,24,23,1
Decatur,10854,629,603,9,9,0
Ringgold,10475,577,539,24,18,6
Monroe,10227,1004,922,29,22,7
Lucas,9980,807,751,23,18,5
Osceola,9624,817,765,16,13,3
Taylor,9298,686,647,12,10,2
Van Buren,8953,588,542,18,15,3
Pending Investigation,8290,992,944,0,0,0
Fremont,7956,666,617,9,7,2
Wayne,7618,585,511,23,18,5
Adams,6061,355,337,4,4,0
