RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5310663231060815,245722,14586
19161,0.4343174570517436,3848,374
19027,0.5138110587651872,9290,1071
19013,0.4888209833267291,58463,5684
19017,0.5006384167265182,11435,1112
19019,0.4427863046044864,8709,667
19103,0.5956728860658992,84846,5184
19195,0.4281262701530958,2963,197
19033,0.5146760895170789,20007,1841
19081,0.4121354656632173,3889,492
19169,0.5239350474170331,47891,2992
19139,0.48980405025314086,16611,4286
19165,0.49179325999650777,5381,252
19009,0.5003639010189228,2586,164
19191,0.5241358611375119,9559,919
19065,0.45139949109414759,8245,625
19061,0.5348830039769399,50147,1903
19147,0.42302498311951389,3513,246
19183,0.4671067607557478,9504,756
19003,0.4411438089950028,1516,73
19173,0.3878451233458585,2290,84
19041,0.4358141858141858,6570,410
19125,0.42624725588668696,11920,2254
19123,0.35093912649920797,6901,853
19157,0.48476005188067447,8491,479
19099,0.4747882210568778,15972,1683
19073,0.47704770477047706,3700,540
19113,0.5435630287685372,114180,9049
19049,0.5301381443078339,46900,2643
19193,0.4157816637085746,38135,4735
19171,0.49341402634389466,7419,897
19109,0.4481198946870992,6048,590
19187,0.46808155080213906,15296,1510
19011,0.47178787287970366,11146,953
19141,0.42296226277903006,5259,558
19045,0.428783734303991,18360,1548
19067,0.4400971742743895,6270,614
19189,0.4407958276994398,3970,594
19131,0.40742490081239376,4082,231
19029,0.48683390464319106,5856,393
19135,0.3879589983132217,2633,357
19127,0.5167771596941756,17451,2894
19063,0.4190920938314509,3532,327
19159,0.4305271761340417,2061,46
19115,0.41613049388309927,3501,1091
19163,0.43335665508288859,69333,5613
19149,0.42812884775787427,8635,2144
19059,0.4858036852474215,8085,299
19093,0.40247813411078717,2328,433
19015,0.5346878097125867,13193,834
19075,0.5126716808371484,5717,554
19091,0.4130571249215317,3547,401
19151,0.4410031726846956,2677,242
19055,0.4424783963317853,6637,890
19101,0.3969390543864444,6517,745
19005,0.40052604661357496,5245,237
19181,0.4801422298216298,23186,1525
19025,0.491932147290029,4382,374
19083,0.457734773833551,6748,963
19069,0.4369414101290963,4002,398
19023,0.49020015236512229,6596,482
19133,0.43284968078932098,3475,254
19085,0.3936223218734429,5149,381
19137,0.4504386407179591,3919,548
19111,0.3977775797011023,11666,1722
19037,0.45101818486549907,4624,758
19197,0.47587963700047766,5012,966
19179,0.3962938602762447,11374,2484
19121,0.4393438609376913,6799,379
19095,0.5197108255066733,7663,748
19143,0.3865391070829137,2064,239
19051,0.3015555555555556,2533,181
19047,0.42859690844233058,5843,1366
19145,0.42946978222016288,5940,548
19043,0.4019602256538834,6456,598
19057,0.40516334334180206,14827,961
19007,0.3801706100112667,4276,448
19107,0.3796603552605895,3568,322
19077,0.48928805313874076,4849,381
19129,0.3997617314183599,5737,303
19021,0.505249745158002,6855,3058
19087,0.4365540743710534,7039,1672
19053,0.32681067344345618,2315,257
19097,0.442255260044241,8183,414
19155,0.4163251292835225,36567,2237
19079,0.5197319434102755,6963,715
19035,0.4453048509123275,4599,404
19001,0.41456935123042507,2627,338
19175,0.42030879830079245,4846,299
19167,0.3429637067852532,10181,1773
19089,0.41974230181262286,3337,507
19119,0.30123351765206299,3331,210
19185,0.34575376494333179,2035,192
19039,0.4359765832889835,3353,743
19117,0.37569767441860466,2802,429
19031,0.4972351962205401,8559,703
19071,0.3739942528735632,2403,200
19177,0.3363145939806928,2131,238
19105,0.49460857792176396,9124,1105
,,32,4
