County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,45851,182601,8593,419593
Linn,17192,94056,7190,211172
Johnson,11124,73042,3376,160137
Scott,9615,63469,4589,142435
Story,8472,37970,1884,85370
Dallas,7682,31687,1666,71433
Pottawattamie,7216,34127,4494,80902
Black Hawk,7175,54956,5043,122438
Dubuque,4819,51789,1551,109754
Woodbury,4673,35705,4133,79804
Cerro Gordo,3022,20454,1284,45281
Warren,2688,13646,645,30435
Clinton,2576,12566,1156,28945
Marshall,2432,10063,2548,25035
Jasper,2367,10567,576,23904
Webster,2316,13866,925,31210
Des Moines,2185,14914,597,32629
Muscatine,2066,10606,4239,27637
Boone,1406,9112,366,19928
Bremer,1391,10332,1040,23067
Marion,1360,10046,3782,25372
Wapello,1343,9891,468,21695
Lee,1338,9832,1305,22570
Page,1231,5414,632,12726
Henry,1209,5810,1226,14107
Poweshiek,1203,7360,195,16074
Tama,1147,6372,944,14786
Jones,1143,4652,667,11161
Winneshiek,1109,6327,757,14542
Carroll,1096,8042,887,18201
Washington,947,5810,412,12993
Jefferson,916,6029,806,13788
Sioux,896,8592,2464,20559
Fayette,843,8940,846,19595
Mahaska,839,6252,326,13713
Mills,777,4529,100,9958
Buena Vista,771,5622,3176,15283
Benton,750,6504,386,14141
Hamilton,737,5812,373,12881
Madison,665,5995,116,12812
Emmet,660,4194,314,9463
Delaware,645,3730,669,8751
Clay,610,7224,111,15130
Dickinson,576,6680,168,14116
Floyd,551,5452,820,12287
Cass,550,9323,299,19705
Cedar,542,5434,231,11618
Calhoun,513,3610,137,7890
Kossuth,510,5145,381,11235
Jackson,485,7155,154,14936
Allamakee,479,5066,65,10675
Plymouth,468,6206,2809,15725
Union,467,4122,170,8790
Grundy,445,3998,243,8689
Crawford,435,5236,1496,12429
Buchanan,425,5494,223,11628
Harrison,421,3012,204,6656
Guthrie,420,3700,195,8027
Appanoose,415,3728,420,8379
Mitchell,414,3818,82,8147
Cherokee,404,4074,194,8751
Hardin,401,5407,1199,12457
Wright,392,4124,1537,10157
Hancock,376,2552,600,6080
Shelby,367,5141,77,10774
Montgomery,364,2761,522,6439
Greene,354,3882,417,8610
Clarke,352,3589,1305,8840
O'Brien,341,4632,255,9870
Clayton,337,5640,611,12265
Monona,327,1723,116,3876
Iowa,320,5196,503,11229
Lyon,292,2698,36,5719
Humboldt,286,3570,328,7894
Winnebago,279,3449,420,7619
Pocahontas,274,1568,140,3553
Lucas,271,2956,337,6606
Franklin,270,3085,200,6649
Louisa,269,2884,1498,7515
Butler,258,3592,113,7562
Wayne,251,2694,340,6072
Out of State,250,4254,0,8448
Decatur,241,2586,105,5603
Monroe,240,2745,217,5978
Palo Alto,226,2997,113,6367
Adair,210,1944,295,4330
Davis,187,2953,1619,7742
Chickasaw,181,2575,298,5623
Howard,179,1886,135,4070
Ringgold,173,1835,1,3889
Ida,165,1401,455,3420
Worth,164,1517,0,3195
Sac,152,3132,34,6466
Taylor,145,2052,9,4280
Van Buren,133,1320,87,2861
Fremont,127,1473,78,3150
Adams,115,1545,1,3380
Keokuk,114,1445,100,3104
Osceola,93,1356,129,2934
Audubon,74,1875,101,3921
