County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,206294,37053,27165,368,334,34
Linn,90027,15359,11106,214,201,13
Scott,65503,12706,8404,116,110,6
Johnson,61178,10265,7972,42,39,3
Black Hawk,54322,11729,9048,184,172,12
Woodbury,46988,11326,9138,143,134,9
Dubuque,45712,9880,7768,123,116,7
Story,43309,7324,5481,22,21,1
Dallas,40473,7043,5181,60,50,10
Pottawattamie,37009,7307,4895,72,66,6
Warren,20775,3220,2119,24,22,2
Cerro Gordo,18615,3952,2632,49,42,7
Webster,17629,3996,2873,47,41,6
Clinton,16624,3690,2558,48,44,4
Des Moines,16402,3228,2312,27,24,3
Muscatine,16326,3266,2230,63,57,6
Marshall,16000,3727,2958,53,50,3
Jasper,13246,2461,1784,48,46,2
Wapello,12680,2817,2071,87,85,2
Sioux,12487,4023,3203,38,37,1
Buena Vista,12241,3321,2709,18,15,3
Lee,11992,2505,1632,20,16,4
Marion,11450,2271,1638,32,27,5
Plymouth,10626,3077,2330,40,34,6
Boone,10028,1598,1085,14,12,2
Benton,9768,1852,1326,28,25,3
Carroll,9056,2132,1657,22,16,6
Bremer,9009,2109,1489,32,29,3
Washington,8878,1605,1041,23,22,1
Pending Investigation,8800,630,279,0,0,0
Henry,8668,2269,1594,19,19,0
Dickinson,8181,1554,1092,12,10,2
Jones,7874,2457,1909,30,30,0
Mahaska,7739,1433,1029,31,29,2
Winneshiek,7354,1183,735,15,13,2
Buchanan,7233,1314,895,15,14,1
Crawford,7084,1904,1593,16,13,3
Cedar,6870,1232,821,16,15,1
Fayette,6870,1172,790,14,13,1
Jackson,6858,1609,1242,23,22,1
Tama,6583,1618,1301,55,53,2
Poweshiek,6494,1093,814,21,20,1
Wright,6445,1393,1010,10,8,2
Hardin,6416,1298,868,20,18,2
Clay,6397,1373,879,10,7,3
Iowa,6256,1047,726,19,19,0
Delaware,6239,1529,1196,26,25,1
Mills,6219,1166,829,11,11,0
Floyd,5996,1184,745,23,17,6
Kossuth,5930,1348,752,22,21,1
Hamilton,5801,1287,770,17,17,0
Jefferson,5618,837,487,12,11,1
Madison,5521,815,549,8,7,1
Clayton,5313,1242,843,24,20,4
Butler,5312,1144,763,12,11,1
Union,5243,926,527,9,9,0
O'Brien,5179,1433,1070,43,39,4
Harrison,4964,1213,877,49,46,3
Cass,4799,906,635,35,33,2
Page,4793,1267,1037,9,9,0
Winnebago,4736,1010,723,26,22,4
Allamakee,4580,995,603,17,14,3
Cherokee,4526,1075,634,14,12,2
Appanoose,4509,865,593,33,33,0
Hancock,4506,1003,661,21,18,3
Calhoun,4391,1128,861,8,8,0
Grundy,4359,928,648,14,12,2
Guthrie,4351,840,608,22,17,5
Mitchell,4298,895,556,19,19,0
Louisa,4266,952,691,22,18,4
Sac,4230,961,640,9,9,0
Chickasaw,4121,954,760,9,8,1
Shelby,4003,846,614,19,19,0
Franklin,3900,803,552,17,16,1
Emmet,3830,862,613,23,22,1
Humboldt,3706,849,554,12,10,2
Palo Alto,3548,727,492,2,2,0
Lyon,3528,1131,789,21,19,2
Clarke,3434,543,422,6,6,0
Greene,3286,577,389,6,6,0
Howard,3265,614,381,15,11,4
Montgomery,3195,583,349,13,12,1
Keokuk,3103,707,421,16,16,0
Monona,2892,495,340,12,11,1
Pocahontas,2834,631,427,4,4,0
Adair,2764,504,335,16,12,4
Worth,2733,416,262,2,2,0
Lucas,2706,388,275,6,6,0
Decatur,2540,369,264,2,2,0
Ida,2463,613,387,17,16,1
Davis,2350,524,355,12,11,1
Monroe,2312,491,358,15,15,0
Fremont,2077,419,311,5,3,2
Van Buren,2069,417,297,11,10,1
Taylor,2011,492,372,8,7,1
Osceola,1932,584,432,5,5,0
Audubon,1901,324,247,6,6,0
Ringgold,1811,299,140,5,5,0
Wayne,1700,329,257,21,17,4
Adams,1179,208,133,2,2,0
,,,,1,1,0
