ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,560588,28357,258608,15425
19059,16453,664,7750,285
19021,19678,1144,7287,3858
19027,21916,748,9875,1245
19049,96243,4589,45098,2820
19181,36968,1600,17195,1144
19013,149993,6327,68528,6406
19033,55705,2649,25434,2115
19169,107033,5128,49730,3231
19195,3576,68,1755,1
19083,14336,425,6243,1351
19189,8849,296,4010,513
19081,6917,143,3016,743
19155,101991,5485,45294,4987
19139,35006,1409,14120,5242
19009,4216,61,2028,101
19005,11980,410,5713,128
19099,30421,1083,14163,1220
19103,193478,7045,91078,4605
19017,27604,1023,12561,1464
19065,21935,636,10169,960
19061,128050,4188,60818,2416
19041,17596,699,8324,313
19063,10471,614,4657,414
19147,7118,221,3351,170
19193,99445,5695,44554,5068
19003,3639,83,1673,19
19173,4674,121,2245,35
19175,10739,503,4990,354
19067,14583,458,6447,1220
19035,10210,361,4735,372
19123,16446,672,7567,589
19183,16079,697,7388,594
19179,27127,1265,12348,1046
19073,9744,280,4434,525
19113,265579,10263,123488,9613
19019,13684,535,6392,374
19101,16828,766,7533,1003
19127,32921,1494,14163,3239
19109,12993,420,6003,528
19187,38308,1759,17437,1435
19037,6144,148,2821,362
19011,16230,524,7612,482
19141,11443,369,5336,400
19045,37698,1889,17008,1710
19131,9410,255,4469,192
19029,21833,603,10262,473
19135,7085,178,3251,373
19159,4436,127,2123,6
19163,179003,8350,81348,6741
19125,29954,1140,12256,4142
19149,17993,593,7185,2995
19015,24175,720,11459,607
19091,8846,311,3972,436
19151,4125,105,1917,179
19055,10621,408,4713,822
19031,13157,311,6289,298
19167,24017,866,10176,2788
19143,3291,50,1521,199
19161,6692,146,3227,70
19069,7522,235,3500,279
19133,4645,131,2150,231
19075,10238,490,4619,507
19171,18155,681,8200,984
19137,7695,440,3312,605
19111,28377,1330,12313,2189
19197,12019,357,4936,1809
19047,14705,618,6227,1608
19077,9425,278,4401,321
19093,3865,125,1605,534
19051,8522,229,3271,1697
19025,8585,152,4093,216
19145,15441,801,6878,855
19057,40090,2214,18524,772
19007,9552,446,4249,516
19157,19507,661,9239,464
19191,18476,781,8330,1071
19023,7967,106,3826,193
19087,17768,734,7463,2065
19053,6218,196,2894,137
19097,17080,505,8145,303
19001,4904,178,2214,344
19079,14972,378,7006,422
19039,10433,381,4327,1387
19095,12327,231,5711,653
19119,6292,152,3008,114
19043,13008,280,6007,669
19085,7306,403,3308,271
19117,7617,226,3431,441
19107,3387,63,1613,100
19165,12303,355,5864,183
19185,6573,201,2926,409
19115,8206,179,3231,1571
19121,14582,375,6973,182
19177,3044,69,1420,131
,10384,241,5210,1
19105,13978,395,6275,989
19129,12662,595,5932,171
19089,4850,233,2203,229
19071,3418,104,1608,98
