County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,717947,65029,55674,628,553,75
Linn,302132,22323,20037,335,299,36
Black Hawk,221430,17307,15304,308,285,23
Scott,219946,21502,19015,242,218,24
Johnson,218023,15371,14026,83,77,6
Dubuque,198518,14685,12977,209,193,16
Story,166662,11395,10288,48,42,6
Woodbury,150920,16443,14741,228,209,19
Dallas,132078,12528,10847,98,85,13
Pottawattamie,123568,12259,10668,168,148,20
Marshall,84877,5202,4705,75,67,8
Warren,80323,6283,5501,90,80,10
Cerro Gordo,79087,5839,5157,89,74,15
Webster,70426,5406,4997,93,78,15
Clinton,65815,6040,5322,93,79,14
Des Moines,58101,4956,4371,66,55,11
Muscatine,57823,5157,4565,100,91,9
Lee,55561,4005,3649,55,42,13
Jasper,53723,4538,4050,72,66,6
Wapello,48457,4668,4134,122,118,4
Sioux,47242,5325,5002,74,71,3
Poweshiek,46644,1625,1506,34,31,3
Buena Vista,45960,4899,4183,40,36,4
Boone,45539,2839,2566,34,31,3
Marion,43720,3837,3494,76,65,11
Washington,42875,2708,2452,50,46,4
Winneshiek,41364,2050,1916,35,30,5
Bremer,40760,2987,2737,60,51,9
Plymouth,39470,4317,3905,80,72,8
Benton,38632,2723,2459,55,44,11
Carroll,37746,3066,2749,52,43,9
Fayette,37598,1934,1801,41,36,5
Henry,37315,3075,2831,37,36,1
Hardin,36254,1987,1778,44,34,10
Tama,33462,2223,1997,71,67,4
Mahaska,32414,2415,2200,51,46,5
Buchanan,32412,2021,1858,32,26,6
Cedar,32406,1997,1818,23,21,2
Clay,31671,2264,2101,26,21,5
Iowa,30555,1553,1443,24,22,2
Butler,30334,1744,1588,34,30,4
Delaware,30150,2145,2000,41,37,4
Crawford,28893,2907,2587,40,35,5
Dickinson,27738,2674,2398,44,38,6
Jones,27614,3117,2880,57,51,6
Kossuth,27005,2277,2078,64,56,8
O'Brien,26819,2151,1915,60,55,5
Jackson,26586,2360,2151,42,39,3
Floyd,26557,1790,1520,42,32,10
Clayton,26020,1787,1624,56,47,9
Hamilton,24003,1992,1742,50,45,5
Hancock,22273,1586,1408,34,27,7
Allamakee,22109,1574,1445,51,41,10
Page,21975,1994,1886,22,20,2
Harrison,21939,1934,1693,73,69,4
Mills,21785,1793,1572,23,20,3
Madison,21552,1766,1532,19,15,4
Cherokee,21402,1692,1536,38,30,8
Jefferson,21347,1442,1289,35,29,6
Wright,21322,1918,1774,37,30,7
Cass,21298,1469,1303,54,48,6
Sac,21048,1389,1265,19,19,0
Franklin,20283,1315,1107,21,19,2
Grundy,19820,1445,1325,33,27,6
Palo Alto,19432,1186,1088,23,22,1
Guthrie,19153,1300,1162,30,24,6
Calhoun,19060,1434,1323,13,12,1
Monona,18589,885,791,30,28,2
Appanoose,18563,1459,1220,49,44,5
Mitchell,18451,1377,1224,42,39,3
Chickasaw,18213,1310,1217,16,14,2
Winnebago,18182,1535,1339,31,26,5
Shelby,17910,1369,1258,37,33,4
Louisa,17891,1344,1228,49,42,7
Union,17788,1364,1204,33,26,7
Emmet,17585,1419,1256,40,38,2
Howard,17349,1090,1009,22,18,4
Lyon,17002,1587,1512,41,37,4
Keokuk,16144,1028,920,31,31,0
Humboldt,15794,1237,1159,26,23,3
Greene,15397,825,758,10,10,0
Montgomery,14720,1113,979,38,36,2
Clarke,13876,1061,963,24,22,2
Pocahontas,13665,898,824,22,22,0
Worth,13660,794,707,8,7,1
Ida,12902,1018,861,35,32,3
Audubon,12767,531,484,10,9,1
Adair,12544,987,817,32,22,10
Davis,11564,909,775,24,23,1
Decatur,10698,624,588,9,9,0
Ringgold,10338,575,532,24,18,6
Monroe,10036,997,917,29,22,7
Lucas,9738,805,737,23,18,5
Osceola,9366,816,749,16,13,3
Taylor,8972,685,645,12,10,2
Pending Investigation,8806,993,930,0,0,0
Van Buren,8759,583,540,18,15,3
Fremont,7487,659,611,9,7,2
Wayne,7423,580,498,23,18,5
Adams,5872,348,331,4,4,0
