County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,727533,65284,56243,634,556,78
Linn,305807,22402,20233,337,301,36
Scott,223842,21622,19321,243,219,24
Black Hawk,223363,17369,15382,309,286,23
Johnson,220491,15418,14202,84,77,7
Dubuque,201278,14741,13061,209,193,16
Story,167819,11439,10401,48,42,6
Woodbury,152358,16504,14830,228,209,19
Dallas,133525,12579,10945,98,85,13
Pottawattamie,124630,12294,10805,171,149,22
Marshall,85536,5225,4727,76,68,8
Warren,81353,6304,5597,90,80,10
Cerro Gordo,80540,5910,5228,89,74,15
Webster,71154,5415,5003,94,79,15
Clinton,67030,6071,5382,93,79,14
Des Moines,59074,4996,4426,67,55,12
Muscatine,58692,5186,4612,103,94,9
Lee,56370,4036,3665,55,42,13
Jasper,54317,4550,4077,72,67,5
Wapello,49189,4689,4143,122,118,4
Sioux,47662,5337,5028,74,71,3
Poweshiek,47254,1639,1512,35,32,3
Buena Vista,46276,4904,4199,40,36,4
Boone,45913,2861,2581,34,31,3
Marion,44270,3846,3525,76,65,11
Washington,43381,2720,2473,51,47,4
Winneshiek,41643,2051,1927,35,30,5
Bremer,41299,3001,2749,60,51,9
Plymouth,39910,4328,3914,80,72,8
Benton,39094,2728,2475,55,44,11
Carroll,38275,3076,2785,52,43,9
Fayette,37863,1936,1807,41,36,5
Henry,37801,3078,2853,37,36,1
Hardin,36949,1998,1794,44,34,10
Tama,33693,2233,2011,71,67,4
Cedar,32795,2003,1850,23,21,2
Buchanan,32769,2026,1863,33,27,6
Mahaska,32767,2425,2209,51,46,5
Clay,32012,2268,2116,26,21,5
Iowa,30858,1560,1455,24,22,2
Butler,30591,1747,1589,35,31,4
Delaware,30555,2149,2028,41,37,4
Crawford,29307,2917,2593,40,35,5
Dickinson,28282,2677,2422,44,38,6
Jones,27898,3128,2896,57,51,6
Kossuth,27270,2280,2088,65,56,9
O'Brien,27053,2150,1929,61,56,5
Jackson,26996,2376,2162,42,39,3
Floyd,26820,1798,1546,42,32,10
Clayton,26448,1796,1635,56,47,9
Hamilton,24147,1999,1746,50,45,5
Hancock,22567,1594,1421,34,27,7
Page,22410,2001,1894,22,20,2
Allamakee,22391,1576,1449,51,41,10
Harrison,22097,1935,1710,73,69,4
Madison,21962,1779,1561,19,15,4
Mills,21954,1795,1587,23,20,3
Jefferson,21591,1447,1297,35,29,6
Cherokee,21562,1691,1542,38,30,8
Wright,21473,1922,1787,37,30,7
Sac,21452,1392,1277,19,19,0
Cass,21443,1472,1320,54,48,6
Franklin,20754,1328,1125,21,19,2
Grundy,19995,1445,1326,33,27,6
Palo Alto,19614,1191,1093,23,22,1
Guthrie,19483,1306,1178,32,26,6
Calhoun,19300,1438,1332,13,12,1
Appanoose,18738,1463,1227,49,44,5
Monona,18713,885,797,31,29,2
Mitchell,18640,1378,1225,42,39,3
Winnebago,18515,1543,1366,31,26,5
Chickasaw,18371,1316,1218,16,14,2
Louisa,18095,1355,1231,49,42,7
Shelby,18033,1370,1262,37,33,4
Union,18012,1370,1219,34,26,8
Emmet,17777,1426,1274,40,38,2
Howard,17462,1092,1020,22,18,4
Lyon,17201,1593,1529,41,37,4
Keokuk,16296,1031,922,31,31,0
Humboldt,15953,1243,1159,26,23,3
Greene,15529,827,761,10,10,0
Montgomery,14838,1112,987,38,36,2
Clarke,14041,1063,966,24,22,2
Pocahontas,13967,902,834,22,22,0
Worth,13863,798,726,8,7,1
Ida,12995,1021,866,35,32,3
Audubon,12973,536,488,10,9,1
Adair,12615,991,830,32,22,10
Davis,11752,916,781,24,23,1
Decatur,10777,627,592,9,9,0
Ringgold,10423,577,535,24,18,6
Monroe,10126,1002,922,29,22,7
Lucas,9861,806,744,23,18,5
Osceola,9490,818,761,16,13,3
Taylor,9151,687,645,12,10,2
Van Buren,8868,584,540,18,15,3
Pending Investigation,8181,991,927,0,0,0
Fremont,7921,662,614,9,7,2
Wayne,7543,585,504,23,18,5
Adams,5959,353,336,4,4,0
Unknown,0,0,0,1,0,1
