County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,220674,41555,35315,412,375,37
Linn,95473,16630,14844,245,229,16
Scott,70216,14160,12040,152,144,8
Johnson,65114,11165,9879,47,43,4
Black Hawk,57393,12804,11304,218,205,13
Woodbury,49873,12307,10868,167,155,12
Dubuque,47956,10640,9516,136,128,8
Story,45887,8024,7118,31,27,4
Dallas,43540,7957,6719,66,56,10
Pottawattamie,39639,8302,6954,95,86,9
Warren,22373,3819,3043,34,32,2
Cerro Gordo,19848,4352,3742,62,51,11
Webster,18553,4454,3798,64,57,7
Clinton,17838,4143,3513,55,49,6
Muscatine,17513,3577,3082,75,68,7
Des Moines,17318,3543,3068,34,31,3
Marshall,16915,4032,3612,57,54,3
Jasper,14493,2895,2327,53,51,2
Wapello,13723,3141,2641,91,89,2
Sioux,13324,4355,3882,44,43,1
Lee,12972,2872,2330,24,20,4
Buena Vista,12884,3726,3201,26,23,3
Marion,12487,2714,2144,47,41,6
Plymouth,11319,3363,2935,51,45,6
Boone,10906,1918,1509,15,13,2
Benton,10342,1984,1758,37,33,4
Pending Investigation,9897,748,396,0,0,0
Washington,9630,1886,1511,28,27,1
Carroll,9614,2390,2047,30,24,6
Bremer,9501,2269,2056,44,40,4
Henry,9178,2483,2129,27,27,0
Dickinson,8708,1716,1473,20,18,2
Mahaska,8453,1745,1322,34,31,3
Jones,8199,2587,2397,48,47,1
Winneshiek,7971,1386,1084,18,16,2
Buchanan,7647,1445,1251,16,15,1
Crawford,7408,2131,1835,22,19,3
Fayette,7350,1408,1120,19,18,1
Cedar,7337,1398,1157,18,17,1
Jackson,7314,1785,1575,29,28,1
Tama,6951,1758,1538,55,53,2
Clay,6893,1550,1281,12,9,3
Poweshiek,6892,1210,1042,24,22,2
Hardin,6849,1455,1253,26,24,2
Wright,6825,1530,1329,18,16,2
Iowa,6605,1139,1006,21,20,1
Delaware,6589,1635,1473,29,28,1
Mills,6582,1285,1122,15,14,1
Kossuth,6383,1558,1257,32,31,1
Floyd,6341,1283,1119,34,26,8
Hamilton,6193,1489,1210,24,24,0
Jefferson,6119,1031,777,20,19,1
Madison,5946,973,771,8,7,1
Clayton,5677,1390,1177,46,39,7
Butler,5631,1282,1092,22,20,2
O'Brien,5559,1591,1386,53,49,4
Union,5548,1033,850,19,19,0
Harrison,5401,1443,1127,53,50,3
Cass,5164,1055,840,38,36,2
Page,5094,1371,1241,13,13,0
Winnebago,5010,1104,953,28,23,5
Allamakee,4941,1181,909,25,21,4
Cherokee,4924,1239,989,22,20,2
Hancock,4857,1184,925,24,19,5
Appanoose,4815,972,836,36,36,0
Grundy,4670,1095,893,17,14,3
Guthrie,4652,952,795,23,18,5
Mitchell,4627,1048,845,30,30,0
Calhoun,4571,1173,1096,9,9,0
Louisa,4496,1069,898,24,20,4
Sac,4457,1042,911,14,14,0
Chickasaw,4357,1039,923,11,10,1
Shelby,4286,949,797,24,24,0
Franklin,4170,908,758,17,16,1
Emmet,4153,1019,821,24,23,1
Humboldt,3950,983,827,18,15,3
Lyon,3791,1259,1070,25,23,2
Clarke,3789,688,511,6,6,0
Palo Alto,3726,817,689,8,8,0
Howard,3559,727,576,17,13,4
Montgomery,3520,770,524,15,14,1
Greene,3500,648,545,7,7,0
Keokuk,3332,792,673,25,25,0
Monona,3072,550,470,16,15,1
Lucas,3060,581,345,8,8,0
Pocahontas,2996,724,604,12,12,0
Worth,2996,528,399,3,2,1
Adair,2962,608,470,17,13,4
Decatur,2771,430,346,4,4,0
Monroe,2665,670,461,17,16,1
Ida,2654,699,562,29,28,1
Davis,2606,639,527,20,19,1
Van Buren,2209,455,400,11,10,1
Fremont,2205,469,400,5,3,2
Taylor,2128,547,480,9,7,2
Audubon,2075,383,310,7,7,0
Osceola,2027,614,553,8,7,1
Ringgold,1946,365,257,7,6,1
Wayne,1830,383,303,21,17,4
Adams,1284,266,192,2,2,0
