RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,503416,18664,235803,13143
19161,8010,151,3761,337
19027,19528,402,9061,1003
19013,121523,3562,56282,5400
19017,23763,600,11056,1051
19019,17812,406,8387,632
19195,6009,116,2852,189
19033,41464,1141,19302,1719
19081,8159,147,3776,460
19169,99335,3355,46619,2740
19139,37295,1180,16041,4032
19165,10927,228,5237,226
19009,5278,76,2524,154
19191,19967,409,9333,892
19103,175396,4476,83042,4838
19065,17033,431,8007,588
19061,101360,1903,48847,1762
19147,7252,172,3427,225
19183,19651,550,9195,709
19193,80297,3099,36291,4616
19003,3088,72,1477,62
19173,4602,96,2215,76
19041,13463,316,6374,398
19125,25834,725,11488,2136
19123,14542,441,6648,806
19157,17405,447,8252,454
19099,33341,914,15422,1582
19073,7913,213,3593,514
19113,236157,6350,110692,8421
19049,95800,2997,45212,2384
19171,15712,474,7195,847
19109,12655,316,5890,560
19187,31834,1015,14716,1384
19011,23031,587,10772,900
19045,37792,1078,17632,1451
19067,13018,332,6075,536
19189,8487,215,3846,580
19131,8289,147,3968,206
19029,11984,280,5674,355
19135,5547,126,2549,323
19127,37496,1215,16825,2632
19063,7550,349,3444,314
19159,4135,75,2009,42
19115,7948,236,3337,1039
19163,143500,4809,66716,5258
19149,19215,493,8307,2108
19059,16436,435,7864,273
19093,5050,110,2267,405
19015,26996,725,12761,748
19141,11011,225,5132,522
19075,11941,317,5573,478
19091,7430,166,3451,362
19151,5531,112,2601,217
19055,14061,296,6459,847
19101,13760,478,6285,712
19005,10662,288,5072,230
19181,47693,1515,22416,1345
19025,9102,193,4285,339
19083,14390,276,6595,923
19069,8339,201,3882,374
19023,13553,282,6415,441
19133,7199,143,3411,234
19085,10755,353,5020,362
19137,8395,298,3785,527
19111,24755,669,11267,1551
19197,10863,254,4851,907
19179,24980,696,10951,2382
19121,13866,388,6571,337
19143,4340,74,2024,218
19051,5175,146,2433,163
19047,12885,307,5628,1321
19145,12495,457,5750,538
19043,13492,231,6342,577
19057,30328,1175,14133,887
19007,8989,251,4159,419
19107,7382,164,3458,302
19077,10026,276,4706,338
19129,11806,379,5574,279
19021,16611,614,6498,3002
19087,15616,462,6780,1593
19079,14448,349,6713,676
19035,9557,233,4477,370
19001,5612,154,2569,320
19037,9880,192,4498,692
19095,15962,404,7428,702
19167,21942,488,9888,1678
19089,7150,153,3264,470
19119,6807,108,3262,175
19185,4229,118,1970,172
19039,7358,255,3198,707
19097,16591,321,7947,376
19155,75013,2662,35112,2133
19117,5989,135,2727,400
19031,17662,413,8291,666
19175,9945,299,4688,269
19071,5016,128,2345,198
19053,4861,136,2246,233
19177,4461,117,2068,209
19105,19217,363,8911,1032
,88,6,38,6
