Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.16096131301289566,American Indian or Alaska Native
Asian,0.3586823428714084,Asian
Black,0.1847781117052418,Black
Native Hawaiian or Other Pacific Islander,0.3268109908409659,Native Hawaiian or Other Pacific Islander
Other Race,0.49817453394074509,Other Race
White,0.40672489052422458,White
