ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,470552,38045,211206,10495
19193,84723,4916,37883,4448
19169,94015,7280,42519,2449
19049,81464,6067,37336,2130
19015,21538,1053,10023,486
19125,26828,1003,10861,3951
19139,30398,1593,12045,4587
19073,8951,436,3985,470
19113,231818,14392,105439,7838
19103,172825,10921,79265,3730
19067,13019,406,5821,952
19189,7953,315,3573,470
19007,8688,359,3894,452
19021,16272,786,6079,3236
19167,21515,720,9128,2525
19157,17478,757,8233,350
19025,8334,128,4011,157
19163,154322,10510,68536,5483
19187,33640,1759,15316,1020
19033,48422,2846,21961,1586
19095,11556,343,5314,563
19165,11175,326,5352,99
19129,10533,766,4807,135
19183,14066,845,6369,473
19045,31816,1896,14261,1320
19013,130761,7196,58859,5606
19059,14710,591,6959,196
19111,24275,1106,10652,1615
19053,5790,210,2685,118
19041,15854,747,7482,195
19087,15666,584,6667,1690
19099,26708,1480,12236,948
19117,6916,260,3096,369
19003,3473,115,1586,6
19057,34478,2293,15758,635
19029,20263,656,9519,352
19137,6751,335,2918,552
19155,88304,5897,38396,4670
19079,13692,388,6379,396
19127,27745,1585,11815,2592
19185,6236,225,2773,365
19005,11069,357,5304,100
19101,14700,873,6463,898
19035,9173,295,4320,230
19055,9395,402,4154,719
19179,23191,1259,10637,545
19135,6315,305,2861,259
19149,16294,592,6406,2853
19063,9764,640,4337,342
19065,20375,614,9439,867
19017,24355,1200,11015,1129
19091,8156,302,3676,361
19083,13039,426,5647,1264
19047,12985,456,5485,1534
19145,13814,760,6170,683
19121,13507,481,6414,143
19197,10791,531,4318,1646
19141,10315,411,4799,298
19097,15555,473,7436,219
19105,12523,479,5598,789
19037,5746,139,2649,316
19009,4013,87,1914,101
19175,9353,453,4369,246
19069,6931,204,3247,223
19147,6582,217,3100,136
19181,32936,1860,15193,856
19061,115544,4962,54433,1909
19123,14567,664,6705,450
19109,11777,520,5373,458
19027,19425,872,8689,1015
19089,4242,169,1968,153
,10400,251,5211,0
19191,15931,838,7085,933
19019,12112,389,5718,284
19133,4181,244,1898,157
19173,4372,110,2114,11
19131,8580,183,4131,118
19075,9259,383,4267,332
19161,6523,117,3173,42
19001,4535,223,2030,313
19039,9258,401,3760,1325
19151,3815,100,1786,140
19077,8563,393,3964,228
19195,3348,79,1636,0
19011,14821,502,6939,427
19159,4065,150,1930,4
19051,7967,210,3041,1646
19023,7723,134,3718,144
19043,12502,233,5796,628
19107,3195,81,1508,100
19115,7768,179,3050,1513
19071,3236,100,1521,94
19177,2949,76,1386,99
19171,16432,1375,7038,964
19031,12112,400,5742,249
19119,5929,140,2863,63
19085,6809,347,3118,216
19081,6511,150,2836,690
19093,3537,113,1474,478
19143,3043,50,1420,153
