County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,28283,257484,15298,558141
Linn,10281,122986,9603,264575
Scott,8317,80937,6709,178123
Johnson,6999,90772,4558,192788
Black Hawk,6219,68295,6394,149408
Woodbury,5689,44278,5061,98884
Pottawattamie,5504,45041,4982,101496
Story,5088,49585,3215,106698
Dallas,4595,44874,2815,95790
Dubuque,4140,60616,2410,127589
Cerro Gordo,2630,25309,2113,55436
Des Moines,2194,18423,771,39866
Clinton,1871,16942,1701,37539
Webster,1753,17350,1434,38124
Warren,1615,17113,1141,36812
Marshall,1474,14110,3220,32777
Muscatine,1375,14060,5229,34839
Lee,1331,12219,2186,28186
Wapello,1257,12285,1043,26993
Marion,1147,12181,4142,29806
Buena Vista,1096,7215,3632,19255
Jasper,1077,14106,1212,30295
Bremer,1020,12499,1442,27455
Sioux,837,10123,2788,23881
Page,798,6835,855,15352
Jefferson,773,7495,1003,16760
Winneshiek,757,8295,1071,18381
Carroll,753,9834,1236,21830
Henry,743,7407,2064,17668
Boone,721,11412,606,24082
Clay,695,8291,313,17525
Washington,682,7365,594,16018
Tama,679,8195,984,18142
Mahaska,676,7534,589,16380
Dickinson,663,7717,280,16383
Poweshiek,654,9220,464,19461
Fayette,619,10133,960,21845
Emmet,615,4649,414,10456
Cass,608,10227,473,21767
Mills,604,5898,171,12604
Crawford,596,6192,1608,14613
Plymouth,585,7168,2995,17951
Buchanan,530,6365,371,13622
Grundy,510,4585,506,10190
Benton,509,7605,479,16198
Jackson,495,8126,303,17033
Union,492,4965,352,10677
Delaware,475,4637,822,10535
Floyd,456,6410,1218,14506
Montgomery,442,3296,605,7665
Appanoose,437,4235,513,9511
Hardin,435,6210,1351,14281
Kossuth,420,5984,527,12955
Allamakee,416,5688,128,11937
Jones,404,6235,989,13908
Harrison,391,3306,271,7289
Clarke,386,4304,1387,10393
Madison,386,6945,182,14537
Hamilton,370,6982,422,14916
Shelby,356,5834,173,12234
O'Brien,355,5324,397,11403
Wright,353,4929,1809,12000
Cherokee,348,4707,372,10141
Cedar,326,6258,298,13109
Humboldt,304,3964,436,8821
Winnebago,298,3997,513,8822
Guthrie,289,4383,321,9400
Greene,281,4423,525,9723
Clayton,269,6004,669,12991
Mitchell,255,4459,192,9390
Out of State,240,5210,1,10382
Davis,235,3260,1692,8501
Iowa,235,5704,653,12315
Franklin,231,3483,271,7476
Lucas,221,3425,441,7601
Decatur,206,2881,137,6201
Howard,204,2194,220,4794
Palo Alto,203,3340,170,7079
Wayne,199,2920,409,6559
Louisa,179,3219,1566,8178
Monroe,174,3243,372,7064
Adair,170,2213,344,4894
Chickasaw,147,2818,362,6136
Lyon,145,3004,110,6273
Sac,141,3220,67,6670
Hancock,140,3016,743,6914
Ringgold,132,2116,6,4427
Ida,125,1603,532,3859
Monona,124,2148,231,4635
Calhoun,122,4092,213,8550
Taylor,118,2238,34,4656
Pocahontas,109,1909,178,4110
Butler,108,3823,193,7963
Fremont,102,1608,98,3416
Adams,86,1669,19,3633
Van Buren,71,1420,131,3044
Worth,68,1754,1,3574
Keokuk,65,1611,100,3385
Audubon,59,2028,101,4214
Osceola,52,1518,199,3286
