County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,916156,81265,65275,710,627,83
Linn,395525,30062,24577,375,338,37
Black Hawk,285244,21800,18576,345,315,30
Scott,284204,25890,22392,270,244,26
Johnson,280979,18784,16146,98,90,8
Dubuque,245055,16761,14137,226,205,21
Story,199713,13491,11641,48,42,6
Woodbury,187037,19970,16391,241,222,19
Dallas,166769,15256,12447,102,88,14
Pottawattamie,150596,15207,12691,192,166,26
Marshall,113877,6730,5471,83,72,11
Cerro Gordo,102875,7254,6039,107,90,17
Warren,101380,8059,6596,96,86,10
Webster,94521,7148,6085,107,89,18
Clinton,84682,7227,5990,99,84,15
Lee,81686,5945,4960,86,71,15
Des Moines,77663,7004,5738,88,75,13
Muscatine,75840,6667,5521,113,104,9
Jasper,68883,6044,4971,76,70,6
Wapello,62695,6141,4749,134,129,5
Boone,58049,3630,2969,36,33,3
Washington,57036,3773,2936,55,51,4
Marion,56928,5130,4261,89,74,15
Sioux,56744,5785,5302,76,73,3
Poweshiek,56021,2121,1738,39,36,3
Buena Vista,55867,5671,4646,43,38,5
Bremer,54221,3645,3144,66,56,10
Benton,50708,3671,2975,56,45,11
Hardin,50100,2782,2159,48,37,11
Fayette,49229,2583,2096,47,42,5
Henry,48875,3905,3316,43,40,3
Winneshiek,48661,2370,2086,37,32,5
Plymouth,46741,4881,4194,87,79,8
Carroll,45571,3616,3046,53,44,9
Cedar,42806,2522,2129,25,23,2
Tama,42702,2742,2261,75,71,4
Buchanan,42077,2799,2251,39,32,7
Mahaska,40844,3192,2589,56,51,5
Clay,40155,2862,2338,29,24,5
Iowa,39751,2098,1682,27,25,2
Delaware,37446,2571,2265,44,38,6
Butler,37076,2111,1835,37,31,6
Crawford,35647,3644,3125,45,39,6
Jones,34907,3733,3193,59,52,7
Kossuth,33862,2808,2387,72,63,9
Clayton,33837,2206,1849,58,49,9
Floyd,33664,2312,1779,43,33,10
Dickinson,33543,3134,2608,51,45,6
Jackson,33062,2797,2364,45,41,4
O'Brien,32140,2371,2041,63,58,5
Jefferson,30558,2114,1599,38,31,7
Hamilton,30519,2485,2030,53,48,5
Page,28613,2478,2170,24,21,3
Hancock,28341,1934,1610,39,31,8
Cherokee,27617,2023,1707,41,32,9
Mills,27412,2124,1813,26,23,3
Allamakee,27410,1972,1659,52,42,10
Franklin,27340,1742,1418,26,23,3
Cass,27067,1928,1477,56,50,6
Madison,27052,2259,1886,23,19,4
Wright,26332,2443,2112,44,36,8
Harrison,26224,2287,1880,77,72,5
Sac,25825,1638,1409,23,21,2
Calhoun,25364,1897,1609,13,12,1
Grundy,24885,1742,1518,37,31,6
Palo Alto,24426,1464,1241,30,29,1
Appanoose,24252,1919,1396,50,45,5
Guthrie,24046,1600,1333,33,27,6
Mitchell,23807,1713,1361,43,40,3
Louisa,23806,1772,1458,51,44,7
Winnebago,23616,1974,1584,32,26,6
Shelby,22695,1763,1443,39,35,4
Chickasaw,22461,1615,1345,18,14,4
Monona,22342,1131,902,35,33,2
Union,22253,1666,1380,37,29,8
Howard,21376,1281,1113,22,18,4
Lyon,21130,1898,1683,41,37,4
Emmet,20975,1708,1403,42,40,2
Keokuk,20830,1434,1094,34,33,1
Humboldt,20268,1654,1399,26,23,3
Greene,19806,1190,921,12,11,1
Montgomery,18479,1457,1148,41,39,2
Clarke,17820,1457,1191,27,25,2
Worth,17779,1108,904,8,7,1
Pocahontas,17450,1131,930,23,23,0
Audubon,16782,655,561,14,13,1
Davis,16406,1209,980,25,23,2
Ida,16193,1267,1002,40,36,4
Adair,14645,1149,909,34,24,10
Decatur,13730,814,721,12,12,0
Lucas,13609,1129,882,24,18,6
Monroe,13285,1347,1078,34,25,9
Ringgold,12748,671,596,27,21,6
Van Buren,12526,847,658,21,18,3
Osceola,12122,917,817,17,14,3
Taylor,11538,796,708,12,10,2
Wayne,10576,746,621,24,19,5
Fremont,9550,859,723,11,9,2
Adams,7901,502,377,4,4,0
Unknown,5504,17,0,0,0,0
