ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19193,45700,40912,4788
19153,251515,239304,12211
19021,10139,6596,3543
19027,10416,9322,1094
19049,44329,41917,2412
19181,17298,16336,962
19013,69970,63888,6082
19151,1997,1851,146
19129,5834,5689,145
19163,82215,76119,6096
19075,4825,4435,390
19145,7285,6491,794
19127,15841,13034,2807
19169,49875,47144,2731
19015,11417,10868,549
19123,7666,7134,532
19187,17615,16331,1284
19019,6323,6005,318
19165,5700,5571,129
19061,60042,57923,2119
19029,10339,9911,428
19017,12999,11780,1219
19083,7290,5968,1322
19113,124891,116349,8542
19039,5398,4040,1358
19041,8201,7939,262
19069,3629,3385,244
19099,14546,13414,1132
19033,25615,23758,1857
19043,6559,5901,658
19111,13359,11482,1877
19157,9260,8845,415
19125,15516,11505,4011
19103,90994,86854,4140
19107,1672,1572,100
19155,47155,42327,4828
19167,12255,9621,2634
19171,8968,7994,974
19195,1698,1697,1
19189,4280,3780,500
19059,7574,7331,243
19091,4199,3820,379
19009,2090,1989,101
19139,18082,13198,4884
19117,3678,3282,396
19037,3063,2726,337
19087,8888,7003,1885
19085,3488,3243,245
19065,10669,9762,907
19005,5556,5444,112
19079,7117,6714,403
19131,4419,4270,149
19007,4554,4079,475
19057,17882,17170,712
19197,6407,4695,1712
19045,17235,15710,1525
19141,5424,5086,338
19047,7427,5843,1584
19135,3378,3091,287
19093,2028,1537,491
,5213,5212,1
19159,2043,2038,5
19121,6874,6720,154
19053,2904,2786,118
19109,6168,5690,478
19011,7753,7294,459
19179,12376,11512,864
19073,4781,4280,501
19101,8017,7062,955
19031,6310,6030,280
19149,9745,6812,2933
19147,3369,3222,147
19143,1633,1472,161
19081,3665,2947,718
19175,4970,4676,294
19003,1644,1636,8
19173,2189,2169,20
19067,7145,6124,1021
19063,4877,4499,378
19183,7477,6936,541
19035,4776,4513,263
19185,3226,2850,376
19055,5209,4452,757
19105,6852,5965,887
19077,4499,4243,256
19025,4249,4072,177
19097,8047,7789,258
19001,2491,2160,331
19137,3677,3106,571
19161,3256,3206,50
19051,4818,3160,1658
19191,8781,7781,1000
19023,3937,3772,165
19089,2243,2061,182
19095,6148,5535,613
19177,1505,1394,111
19115,4669,3144,1525
19133,2293,2097,196
19119,2995,2923,72
19071,1677,1579,98
