ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19163,154203,10544,68464,5473
19045,31742,1889,14231,1313
19153,469764,38188,210750,10465
19021,16257,788,6073,3231
19027,19385,891,8663,1008
19049,81430,6065,37319,2130
19181,32892,1880,15164,850
19013,130543,7266,58722,5591
19033,48388,2822,21957,1584
19169,93899,7324,42450,2429
19195,3346,77,1636,0
19171,16399,1363,7028,964
19103,172708,10895,79221,3724
19125,26815,1001,10856,3949
19113,231212,14767,104961,7811
19091,8153,302,3676,358
19135,6311,306,2859,258
19157,17470,759,8230,347
19177,2917,96,1364,91
19065,20306,665,9378,867
19155,88114,5989,38258,4665
19047,12980,457,5483,1532
19111,24253,1110,10640,1613
19141,10308,409,4798,295
19183,14030,858,6345,472
19019,12092,393,5707,282
19101,14672,881,6447,894
19005,11006,376,5264,97
19165,11164,323,5348,98
19123,14561,667,6702,447
19023,7716,134,3718,137
19117,6916,260,3096,369
19179,23176,1262,10630,543
19001,4535,223,2030,313
19193,84653,4948,37846,4434
19087,15639,592,6656,1680
19099,26646,1501,12204,928
19057,34456,2306,15740,635
19073,8940,446,3975,469
19119,5921,147,2856,62
19015,21519,1061,10013,481
19167,21442,769,9068,2523
19147,6577,216,3099,134
19187,33602,1764,15295,1019
19009,4012,88,1913,101
19191,15913,839,7076,931
19029,20255,656,9518,347
19059,14696,588,6954,194
19149,16283,588,6403,2852
19145,13774,782,6141,680
19007,8682,362,3890,451
19043,12492,235,5790,628
19041,15851,748,7481,193
19083,13032,432,5641,1263
19017,24330,1198,11005,1129
19131,8578,183,4130,118
19197,10772,523,4312,1646
19185,6234,223,2773,365
19011,14802,509,6926,427
19089,4242,170,1968,153
19175,9343,456,4363,245
19093,3537,113,1474,478
,10399,251,5211,0
19137,6748,332,2918,552
19189,7950,312,3573,470
19127,27737,1583,11813,2590
19139,30264,1566,11996,4578
19121,13497,479,6411,141
19061,115460,4964,54396,1897
19003,3473,115,1586,6
19173,4362,116,2106,11
19067,13017,405,5821,951
19063,9764,640,4337,342
19035,9173,295,4320,230
19039,9252,399,3759,1323
19097,15522,469,7423,216
19115,7768,179,3050,1513
19031,12098,396,5737,249
19133,4177,243,1897,155
19109,11772,518,5372,457
19075,9204,351,4259,325
19079,13685,388,6378,391
19055,9381,405,4145,719
19081,6467,194,2792,690
19053,5791,210,2685,118
19095,11536,324,5314,562
19037,5746,139,2649,316
19085,6809,347,3118,216
19151,3814,99,1786,140
19161,6522,116,3173,42
19051,7947,220,3026,1646
19025,8334,128,4011,157
19159,4064,149,1930,4
19105,12514,474,5597,787
19069,6931,204,3247,223
19143,3043,50,1420,153
19129,10534,767,4807,135
19077,8548,398,3954,228
19071,3236,100,1521,94
19107,3195,81,1508,100
