ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19121,6483,6344,139
19061,55857,54005,1852
19193,41797,37431,4366
19183,6737,6268,469
19181,15769,14965,804
19163,72873,67547,5326
19045,15299,14026,1273
19103,82177,78529,3648
19105,6272,5510,762
19129,4896,4768,128
19077,4104,3882,222
19055,4837,4125,712
19065,10207,9349,858
19153,215535,205472,10063
19169,44235,41867,2368
19113,110889,103233,7656
19139,16334,11818,4516
19111,12059,10497,1562
19123,7092,6661,431
19097,7589,7378,211
19155,42318,37674,4644
19049,38637,36583,2054
19007,4310,3864,446
19149,9219,6380,2839
19167,11474,8967,2507
19057,16201,15579,622
19179,10979,10463,516
19015,10410,9939,471
19127,14148,11558,2590
19089,2085,1946,139
19035,4483,4262,221
19021,9215,5990,3225
19067,6678,5744,934
19099,12621,11779,842
19145,6725,6075,650
19087,8166,6542,1624
19075,4547,4227,320
19019,5963,5694,269
19081,3455,2772,683
19033,23351,21809,1542
19059,7065,6882,183
19079,6715,6332,383
19013,63613,58114,5499
19191,7862,6960,902
19157,8406,8100,306
19027,9602,8608,994
19023,3836,3699,137
19147,3210,3079,131
19031,5961,5712,249
19029,9811,9476,335
19011,7283,6860,423
,5284,5284,0
19071,1608,1517,91
19005,5345,5256,89
19141,5056,4768,288
19175,4558,4319,239
19165,5385,5293,92
19083,6825,5575,1250
19095,5870,5312,558
19041,7603,7436,167
19101,7195,6325,870
19053,2781,2663,118
19093,1940,1472,468
19091,3994,3644,350
19187,15503,14516,987
19025,4129,3972,157
19151,1922,1782,140
19017,12066,10949,1117
19043,6401,5774,627
19117,3447,3079,368
19171,7967,7003,964
19125,14648,10710,3938
19173,2102,2092,10
19069,3448,3235,213
19195,1624,1624,0
19189,3994,3535,459
19009,2004,1903,101
19003,1578,1574,4
19063,4646,4309,337
19073,4430,3970,460
19109,5764,5334,430
19037,2931,2626,305
19135,3092,2845,247
19159,1906,1902,4
19185,3110,2747,363
19131,4247,4129,118
19197,5929,4287,1642
19047,6939,5418,1521
19161,3209,3167,42
19137,3438,2888,550
19143,1549,1400,149
19133,1972,1827,145
19051,4665,3022,1643
19085,3326,3118,208
19039,5046,3725,1321
19001,2330,2018,312
19119,2896,2835,61
19115,4533,3020,1513
19107,1607,1507,100
19177,1454,1363,91
