RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,0.5000765054747318,232351,12767
19161,0.4191955560127559,3740,335
19027,0.49660302504339207,9017,997
19013,0.46459597037217667,55634,5334
19017,0.47745590934482487,10932,1034
19019,0.41884297520661159,8245,624
19195,0.4068554396423249,2823,180
19033,0.4876796230859835,19042,1660
19081,0.3955785512699906,3751,454
19169,0.5041959698096111,46274,2692
19139,0.46320082505156576,15878,3884
19165,0.47293521913741928,5197,220
19009,0.4836244541484716,2509,149
19191,0.5055775098794457,9231,876
19103,0.5767963477570465,82436,4741
19065,0.43333333333333337,7948,567
19061,0.5164369906793682,48539,1716
19147,0.4060319603871258,3389,219
19183,0.44666514910084229,9117,694
19193,0.3901287012520973,35740,4485
19003,0.42282065519156028,1464,59
19173,0.37036431955562817,2195,72
19041,0.4182067932067932,6313,385
19125,0.4059784079631913,11381,2119
19123,0.3332428151165422,6576,787
19157,0.46606139213143107,8176,448
19099,0.4510958719913944,15213,1561
19073,0.45735823582358239,3556,509
19113,0.5196951117306115,109566,8252
19171,0.4736561053755785,7142,841
19109,0.4311078107068116,5838,548
19187,0.44437945632798578,14600,1355
19011,0.4512770520569312,10682,891
19045,0.4061900967067996,17440,1419
19067,0.4169543536632144,6012,510
19189,0.42350782306355036,3811,574
19131,0.3902323823918383,3934,197
19029,0.46540978497974447,5623,351
19135,0.3679771636174906,2520,316
19049,0.5030443110440542,44679,2332
19127,0.48700754400670578,16606,2567
19063,0.40508253692441356,3419,311
19159,0.4158152840212505,1996,39
19115,0.3926597190756683,3309,1024
19163,0.4109851222657176,65905,5172
19149,0.40958017237955277,8233,2079
19059,0.46778305713292386,7809,264
19093,0.38425655976676389,2239,397
19015,0.5097583288861782,12643,730
19141,0.40798371264451396,5097,514
19075,0.49133420536298236,5544,466
19091,0.3955848503871103,3428,353
19151,0.4212116633932618,2577,211
19055,0.42519546176003766,6398,835
19101,0.3786280404482099,6220,707
19005,0.3842332139986849,5040,219
19181,0.4566121322815062,22199,1301
19025,0.47465866776996276,4256,333
19083,0.4428350943844236,6549,911
19069,0.4185700099304866,3849,366
19023,0.46893829212549345,6345,426
19133,0.420429483459083,3401,221
19085,0.3790305359812086,4975,350
19137,0.43218715337299587,3762,524
19111,0.3758504917253469,11143,1507
19197,0.45494348033752587,4815,900
19179,0.37510366324458807,10784,2333
19121,0.41822744521973317,6509,324
19143,0.37244041624706278,2010,209
19051,0.28644444444444447,2423,155
19047,0.40784780023781216,5548,1312
19145,0.41305355133381879,5708,532
19043,0.3919311641688985,6309,569
19057,0.3810403674904406,13970,878
19007,0.36520199581522619,4125,413
19107,0.36384930704665238,3430,298
19077,0.4673963888109271,4665,331
19129,0.38394334502614338,5526,275
19021,0.4779816513761468,6405,2973
19087,0.4144532424576526,6724,1546
19079,0.4961754552223651,6663,667
19035,0.4274143302180685,4445,357
19001,0.4015659955257271,2555,317
19037,0.43040308388502476,4457,679
19095,0.49684873949579835,7358,683
19167,0.3285038014632047,9801,1649
19089,0.4005241319065298,3212,456
19119,0.2901743938749468,3241,170
19185,0.3305387362210837,1963,166
19039,0.4118147951037786,3169,700
19097,0.42522763516641806,7894,372
19155,0.3942128189172371,34635,2108
19117,0.3583720930232558,2698,384
19031,0.47645890374188007,8215,660
19175,0.3993137815537946,4632,256
19071,0.3632183908045977,2330,198
19053,0.31067344345616268,2219,226
19177,0.3195627484383873,2053,198
19105,0.476572699579324,8843,1013
,,38,6
