ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19149,16598,518,6582,2880
19193,87352,4313,39402,4650
19103,178836,7673,83777,3962
19079,14014,299,6581,399
19033,50075,2170,23063,1711
19011,15132,403,7138,442
19187,34525,1506,15779,1187
19057,35532,2068,16376,676
19083,13342,303,5843,1300
19153,492258,30448,225390,11310
19127,28620,1405,12320,2656
19163,160599,8270,72649,5811
19113,241023,9806,112149,8175
19183,14509,634,6679,512
19027,19825,737,8930,1059
19043,12597,209,5849,644
19155,91413,4849,40437,4761
19105,12871,323,5830,834
19017,24876,1095,11311,1168
19179,24063,1019,11126,677
19007,8840,298,3994,461
19061,118141,4044,56144,2009
19029,20648,522,9749,411
19055,9606,283,4315,732
19111,25069,1027,11014,1774
19101,15210,739,6776,922
19015,22145,924,10372,526
19025,8398,93,4053,169
19099,27704,982,12927,1062
19049,85410,4001,40280,2280
19139,31413,1324,12592,4773
19125,27403,882,11193,3982
19157,18100,566,8616,400
19045,32889,1750,14807,1442
19169,97803,5504,45255,2598
19175,9599,414,4504,269
19013,135134,5646,61705,5849
19097,15824,425,7585,243
19059,15035,518,7145,220
19065,20616,563,9575,883
19123,14963,507,6961,486
19121,13749,318,6610,148
19181,33747,1668,15669,906
,10368,247,5211,1
19109,11986,483,5498,466
19145,14132,653,6348,753
19019,12325,346,5840,301
19147,6681,171,3170,140
19135,6524,192,3014,274
19197,11028,405,4488,1667
19069,7018,195,3290,230
19075,9386,345,4331,367
19021,16942,660,6368,3454
19129,10845,596,5045,142
19035,9353,226,4437,244
19005,11193,338,5371,106
19073,9156,311,4142,487
19067,13313,317,5992,992
19089,4319,172,1999,164
19159,4140,101,1991,4
19091,8284,249,3760,371
19117,7087,189,3215,376
19001,4625,203,2079,326
19009,4033,80,1927,101
19131,8726,180,4197,134
19037,5823,126,2689,326
19137,6903,282,3016,564
19191,16502,798,7381,962
19167,22023,594,9406,2604
19093,3638,113,1524,480
19133,4328,139,2011,183
19077,8789,254,4141,235
19031,12399,291,5937,267
19041,16170,601,7696,233
19171,17267,766,7750,967
19047,13318,386,5667,1572
19095,11737,295,5416,587
19087,16062,482,6860,1809
19165,11366,268,5471,110
19023,7810,95,3769,160
19085,6945,270,3215,234
19151,3863,81,1817,144
19053,5875,164,2750,118
19115,7853,156,3101,1517
19081,6602,126,2885,706
19195,3395,77,1660,1
19063,9922,588,4430,358
19189,8122,272,3673,484
19185,6300,196,2816,370
19119,5992,103,2904,70
19003,3502,98,1607,6
19173,4418,92,2142,17
19107,3243,53,1546,100
19141,10560,339,4947,318
19039,9494,331,3901,1351
19071,3297,77,1562,95
19051,8062,177,3104,1650
19161,6544,107,3187,45
19143,3091,53,1440,158
19177,2957,72,1391,101
