County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,625362,60534,50631,578,514,64
Linn,264776,21024,19001,322,289,33
Black Hawk,197211,16564,14547,300,279,21
Johnson,191784,14172,12914,77,72,5
Scott,189501,18887,16762,224,206,18
Dubuque,171715,13790,12130,200,186,14
Story,148783,10579,9415,46,40,6
Woodbury,132568,15569,13476,216,198,18
Dallas,117334,11792,9957,93,82,11
Pottawattamie,109120,11155,9620,150,133,17
Marshall,75436,5069,4530,74,66,8
Cerro Gordo,70400,5441,4878,85,71,14
Warren,69150,5781,4977,80,71,9
Webster,64070,5287,4816,88,74,14
Clinton,56667,5565,4887,87,76,11
Des Moines,51493,4660,4194,63,53,10
Lee,49747,3775,3480,55,42,13
Muscatine,49412,4679,4089,94,85,9
Jasper,46969,4285,3695,69,64,5
Wapello,43133,4541,3844,114,110,4
Buena Vista,41790,4809,4038,39,35,4
Boone,40825,2674,2377,30,28,2
Sioux,39793,5078,4675,69,66,3
Marion,38321,3684,3317,74,64,10
Poweshiek,38072,1580,1442,32,29,3
Washington,37563,2596,2345,49,45,4
Bremer,35432,2879,2582,57,48,9
Plymouth,34818,4078,3574,79,71,8
Winneshiek,34537,1947,1776,31,26,5
Benton,34152,2611,2305,54,44,10
Henry,33593,2959,2756,37,36,1
Carroll,33447,2927,2607,49,42,7
Fayette,32152,1886,1732,38,33,5
Hardin,31636,1868,1642,39,33,6
Tama,30196,2171,1926,68,65,3
Mahaska,28464,2289,2077,47,42,5
Cedar,28014,1843,1662,23,21,2
Buchanan,27972,1920,1713,30,26,4
Butler,27310,1695,1539,32,28,4
Iowa,27245,1491,1359,23,21,2
Clay,26915,2063,1805,25,20,5
Crawford,25520,2817,2473,36,31,5
Delaware,24998,1953,1807,39,35,4
Dickinson,23801,2354,1970,41,35,6
O'Brien,23740,2046,1730,58,54,4
Jones,23674,2985,2785,55,51,4
Kossuth,23668,2158,1913,58,51,7
Jackson,23496,2256,2051,40,37,3
Floyd,23351,1672,1425,41,31,10
Clayton,22760,1698,1550,55,46,9
Hamilton,21870,1940,1690,44,42,2
Mills,19908,1690,1455,20,17,3
Hancock,19532,1494,1339,33,27,6
Allamakee,19531,1529,1350,48,38,10
Wright,19503,1826,1702,32,27,5
Harrison,19460,1831,1594,71,67,4
Page,19434,1903,1767,19,18,1
Cass,19271,1393,1209,52,47,5
Cherokee,19201,1627,1401,37,29,8
Jefferson,18882,1407,1250,35,29,6
Madison,18835,1627,1414,19,15,4
Franklin,18254,1203,1064,21,19,2
Sac,18216,1300,1157,18,18,0
Grundy,17861,1407,1280,31,26,5
Calhoun,17026,1367,1272,11,11,0
Monona,16760,838,736,30,28,2
Guthrie,16699,1205,1062,28,23,5
Palo Alto,16648,1089,975,22,20,2
Appanoose,16426,1411,1176,47,43,4
Mitchell,16201,1342,1162,40,38,2
Winnebago,16108,1427,1256,31,26,5
Chickasaw,16059,1270,1174,15,13,2
Louisa,15944,1301,1177,48,41,7
Union,15757,1288,1157,31,26,5
Howard,15675,1057,966,22,18,4
Shelby,15271,1267,1104,34,31,3
Emmet,15172,1265,1099,40,38,2
Keokuk,14403,999,888,30,30,0
Humboldt,14322,1213,1097,25,22,3
Lyon,14085,1494,1411,41,37,4
Greene,13708,798,714,10,10,0
Montgomery,13138,1049,928,36,34,2
Clarke,12381,1026,915,21,21,0
Pending Investigation,12246,1031,888,0,0,0
Pocahontas,12000,867,790,19,19,0
Worth,11554,714,650,8,7,1
Adair,11456,952,777,31,22,9
Ida,11301,975,767,32,30,2
Audubon,10986,498,455,9,8,1
Davis,10098,849,729,24,23,1
Decatur,9557,593,555,9,9,0
Ringgold,9032,543,483,22,18,4
Monroe,8961,952,858,28,21,7
Lucas,8577,773,680,21,17,4
Taylor,7839,668,627,12,10,2
Van Buren,7776,564,520,18,15,3
Osceola,7633,724,659,16,13,3
Fremont,6712,608,541,10,8,2
Wayne,5948,548,428,21,17,4
Adams,5005,327,315,4,4,0
