County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,645261,61695,51604,590,525,65
Linn,271827,21241,19166,328,293,35
Black Hawk,202016,16726,14682,306,283,23
Johnson,197100,14433,13083,80,75,5
Scott,194854,19559,17052,232,212,20
Dubuque,177240,14014,12244,202,188,14
Story,153246,10833,9594,47,41,6
Woodbury,136977,15864,13666,219,201,18
Dallas,120417,11994,10153,96,84,12
Pottawattamie,112089,11443,9766,156,138,18
Marshall,77745,5098,4586,74,66,8
Cerro Gordo,72055,5504,4926,85,71,14
Warren,71298,5885,5085,85,75,10
Webster,65495,5319,4871,90,76,14
Clinton,58593,5689,4953,89,77,12
Des Moines,52894,4694,4237,64,53,11
Lee,51146,3878,3577,55,42,13
Muscatine,51104,4778,4180,96,87,9
Jasper,48609,4370,3835,69,64,5
Wapello,44432,4582,3954,119,115,4
Buena Vista,42788,4829,4092,40,36,4
Boone,41802,2711,2422,31,29,2
Sioux,41615,5146,4737,72,69,3
Poweshiek,39829,1585,1456,33,30,3
Marion,39597,3718,3361,75,64,11
Washington,38506,2621,2355,49,45,4
Bremer,36832,2898,2647,59,50,9
Winneshiek,36184,1978,1806,33,28,5
Plymouth,35958,4176,3612,79,71,8
Benton,35134,2638,2360,55,44,11
Henry,34282,2985,2763,37,36,1
Carroll,34237,2945,2626,50,43,7
Fayette,33391,1899,1758,41,36,5
Hardin,32494,1890,1666,40,33,7
Tama,30968,2175,1961,68,65,3
Mahaska,28992,2306,2102,49,44,5
Buchanan,28931,1948,1747,31,26,5
Cedar,28817,1886,1708,23,21,2
Butler,28034,1702,1556,33,29,4
Clay,28009,2145,1822,25,20,5
Iowa,27965,1502,1383,24,22,2
Crawford,26123,2834,2510,38,33,5
Delaware,25905,2007,1821,39,35,4
Dickinson,24800,2488,2005,43,37,6
Kossuth,24521,2200,1935,60,53,7
O'Brien,24420,2079,1782,59,54,5
Jones,24349,3013,2797,55,51,4
Jackson,24147,2281,2066,42,39,3
Floyd,24002,1693,1442,42,32,10
Clayton,23414,1713,1556,55,46,9
Hamilton,22320,1950,1698,49,45,4
Mills,20368,1716,1471,20,17,3
Harrison,20111,1849,1605,73,69,4
Page,20094,1924,1792,20,18,2
Allamakee,20093,1537,1405,51,41,10
Hancock,19919,1507,1348,34,27,7
Wright,19876,1837,1715,35,28,7
Cherokee,19802,1649,1422,38,30,8
Cass,19735,1408,1244,54,48,6
Jefferson,19338,1415,1263,35,29,6
Madison,19302,1642,1441,19,15,4
Sac,18703,1321,1177,19,19,0
Franklin,18600,1214,1072,21,19,2
Grundy,18365,1416,1294,32,27,5
Calhoun,17423,1375,1286,11,11,0
Palo Alto,17285,1130,994,22,20,2
Guthrie,17251,1239,1080,28,23,5
Monona,17235,854,741,30,28,2
Mitchell,16865,1357,1179,41,38,3
Appanoose,16826,1425,1187,47,43,4
Chickasaw,16504,1278,1191,15,13,2
Winnebago,16484,1438,1275,31,26,5
Louisa,16318,1315,1185,48,41,7
Union,16217,1308,1168,32,26,6
Howard,15979,1066,976,22,18,4
Shelby,15890,1297,1135,35,32,3
Emmet,15858,1319,1110,40,38,2
Keokuk,14773,1003,899,30,30,0
Humboldt,14698,1225,1113,26,23,3
Lyon,14664,1519,1419,41,37,4
Greene,14092,805,722,10,10,0
Montgomery,13500,1062,933,37,35,2
Clarke,12640,1037,930,23,22,1
Pocahontas,12212,874,793,21,21,0
Worth,12018,722,662,8,7,1
Adair,11777,957,787,32,22,10
Ida,11757,986,783,33,31,2
Pending Investigation,11626,1043,936,0,0,0
Audubon,11315,507,463,9,8,1
Davis,10403,859,742,24,23,1
Decatur,9967,597,570,9,9,0
Ringgold,9190,548,491,22,18,4
Monroe,9177,959,871,28,21,7
Lucas,8804,774,701,22,18,4
Taylor,8050,668,631,12,10,2
Osceola,7999,747,669,16,13,3
Van Buren,7959,575,522,18,15,3
Fremont,6893,620,548,10,8,2
Wayne,6329,553,450,23,18,5
Adams,5188,330,316,4,4,0
