RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19113,183204,23193,76706,6595
19153,370981,58609,152096,8166
19103,142221,14459,62036,3678
19139,29253,3520,11287,3153
19013,98708,9745,42456,4062
19049,71262,11328,29186,1601
19023,11528,1039,5094,300
19169,76172,13246,30565,1790
19105,15319,2147,6223,720
19055,12054,840,5260,693
19011,18986,1904,8181,718
19163,113850,9708,50342,3466
19141,9629,631,4300,398
19031,14461,1390,6289,493
19127,27928,4565,10599,2165
19193,67021,4429,29525,3540
19061,86685,6567,39503,1116
19065,14958,1009,6750,449
19177,3896,270,1746,134
19095,12878,1635,5375,497
19101,11187,965,4853,514
19087,12047,1361,5127,459
19019,15084,1184,6729,442
19157,14217,1540,6198,284
19145,10582,1148,4531,373
19125,21141,2264,8536,1805
19071,4271,356,1884,147
19077,8183,800,3584,219
19097,14023,1409,6189,238
19165,9638,592,4445,150
19067,10964,941,4871,281
19025,7808,826,3382,219
19093,4369,246,1902,317
19171,13012,1342,5487,695
19155,57829,5869,25124,1716
19045,29866,3526,12675,992
19181,36991,5423,15403,755
19029,10203,830,4564,244
19187,26072,2537,11329,878
19099,25319,3632,10417,850
19179,20173,1878,8204,1886
19149,16604,946,6887,1884
19111,20126,1996,8615,898
19043,12261,616,5589,468
19137,7180,567,3085,440
19175,8184,868,3591,133
19081,7009,523,3080,326
19147,6377,387,2925,142
19191,16454,1804,7002,649
19109,10928,698,4908,413
19121,10977,1508,4631,211
19053,4234,269,1892,181
19063,6609,581,2898,232
19005,9446,688,4314,132
19123,11708,1333,4905,566
19091,6594,346,2977,293
19083,12280,970,5299,712
19027,17097,1186,7564,783
19057,24993,2119,11131,612
19075,10230,916,4506,302
19161,7113,505,3182,244
19015,21245,2554,9122,447
19017,19977,1877,8634,830
19059,14490,1035,6646,165
19119,6090,445,2762,121
19167,18700,1544,7880,1397
19131,7308,399,3405,99
19069,7085,586,3116,267
19039,5997,537,2429,601
19051,4455,332,2015,94
19085,9135,951,3956,272
19033,33803,3342,14673,1119
19047,10802,838,4401,1163
19115,6640,545,2601,895
19007,7770,525,3462,320
19021,13575,1096,4952,2575
19183,16023,1687,6922,500
19197,9159,636,3891,742
19041,11773,593,5464,252
19079,11940,1188,5104,541
19073,6634,534,2869,363
19009,4600,287,2101,112
19035,8425,593,3770,292
19133,6246,451,2830,135
19037,8548,657,3670,551
19185,3688,299,1627,135
19129,9384,1002,4090,203
19089,5987,613,2520,336
19001,4743,324,2089,240
19143,3769,252,1688,141
19159,3618,245,1673,26
19003,2669,211,1216,29
19117,4898,501,2051,298
19151,4709,470,2036,167
19173,4105,222,1922,40
19135,4722,326,2083,230
19189,7251,598,3098,455
19107,6215,538,2726,227
19195,5039,473,2219,127
,73,7,31,6
