ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19163,73937,68464,5473
19045,15544,14231,1313
19153,221215,210750,10465
19021,9304,6073,3231
19027,9671,8663,1008
19049,39449,37319,2130
19181,16014,15164,850
19013,64313,58722,5591
19033,23541,21957,1584
19169,44879,42450,2429
19195,1636,1636,0
19171,7992,7028,964
19103,82945,79221,3724
19125,14805,10856,3949
19113,112772,104961,7811
19091,4034,3676,358
19135,3117,2859,258
19157,8577,8230,347
19177,1455,1364,91
19065,10245,9378,867
19155,42923,38258,4665
19047,7015,5483,1532
19111,12253,10640,1613
19141,5093,4798,295
19183,6817,6345,472
19019,5989,5707,282
19101,7341,6447,894
19005,5361,5264,97
19165,5446,5348,98
19123,7149,6702,447
19023,3855,3718,137
19117,3465,3096,369
19179,11173,10630,543
19001,2343,2030,313
19193,42280,37846,4434
19087,8336,6656,1680
19099,13132,12204,928
19057,16375,15740,635
19073,4444,3975,469
19119,2918,2856,62
19015,10494,10013,481
19167,11591,9068,2523
19147,3233,3099,134
19187,16314,15295,1019
19009,2014,1913,101
19191,8007,7076,931
19029,9865,9518,347
19059,7148,6954,194
19149,9255,6403,2852
19145,6821,6141,680
19007,4341,3890,451
19043,6418,5790,628
19041,7674,7481,193
19083,6904,5641,1263
19017,12134,11005,1129
19131,4248,4130,118
19197,5958,4312,1646
19185,3138,2773,365
19011,7353,6926,427
19089,2121,1968,153
19175,4608,4363,245
19093,1952,1474,478
,5211,5211,0
19137,3470,2918,552
19189,4043,3573,470
19127,14403,11813,2590
19139,16574,11996,4578
19121,6552,6411,141
19061,56293,54396,1897
19003,1592,1586,6
19173,2117,2106,11
19067,6772,5821,951
19063,4679,4337,342
19035,4550,4320,230
19039,5082,3759,1323
19097,7639,7423,216
19115,4563,3050,1513
19031,5986,5737,249
19133,2052,1897,155
19109,5829,5372,457
19075,4584,4259,325
19079,6769,6378,391
19055,4864,4145,719
19081,3482,2792,690
19053,2803,2685,118
19095,5876,5314,562
19037,2965,2649,316
19085,3334,3118,216
19151,1926,1786,140
19161,3215,3173,42
19051,4672,3026,1646
19025,4168,4011,157
19159,1934,1930,4
19105,6384,5597,787
19069,3470,3247,223
19143,1573,1420,153
19129,4942,4807,135
19077,4182,3954,228
19071,1615,1521,94
19107,1608,1508,100
