County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,37683,212461,10588,472794
Linn,14027,106032,7871,232679
Johnson,10892,79408,3740,173093
Scott,10351,68895,5511,154909
Story,7207,42678,2464,94279
Black Hawk,7114,59119,5634,131227
Dallas,6022,37458,2146,81673
Pottawattamie,5856,38516,4683,88513
Dubuque,4963,54508,1917,115704
Woodbury,4888,37995,4480,84949
Cerro Gordo,2838,21996,1600,48498
Des Moines,2256,15825,643,34585
Clinton,1889,14284,1336,31871
Warren,1851,15228,860,32999
Webster,1741,15345,1022,33683
Muscatine,1544,12100,4595,30471
Marshall,1537,11902,2596,27873
Jasper,1381,12359,953,26859
Tama,1337,7088,964,16494
Wapello,1238,10674,551,23251
Bremer,1212,11044,1131,24424
Lee,1118,10698,1638,24399
Boone,1065,10051,489,21608
Marion,986,10885,3952,26862
Carroll,867,8706,1026,19465
Jefferson,857,6490,899,14740
Washington,836,6384,473,14087
Winneshiek,819,7129,934,16000
Buena Vista,782,6092,3236,16294
Mills,763,4823,135,10562
Poweshiek,745,8273,357,17553
Page,738,6192,688,13844
Clay,728,7505,196,15882
Sioux,709,9156,2528,21563
Cass,652,9534,356,20293
Emmet,643,4348,347,9794
Mahaska,636,6750,453,14633
Fayette,608,9451,871,20396
Plymouth,590,6422,2855,16326
Dickinson,589,6991,201,14777
Henry,573,6690,1701,15711
Wright,524,4335,1648,10822
Kossuth,518,5387,459,11803
Benton,490,6967,436,14874
Jackson,481,7447,220,15584
Madison,479,6419,143,13515
Jones,475,5619,790,12562
Union,462,4383,250,9392
Crawford,444,5522,1556,13068
Greene,433,3990,474,8961
Floyd,424,5835,957,13070
Hardin,422,5653,1269,13053
O'Brien,408,4813,300,10342
Buchanan,397,5722,286,12130
Clarke,394,3772,1329,9279
Cedar,392,5762,252,12142
Guthrie,387,3976,229,8583
Hamilton,380,6423,396,13773
Grundy,374,4278,336,9276
Delaware,368,4191,722,9438
Appanoose,362,3897,453,8698
Allamakee,360,5311,102,11089
Iowa,349,5314,568,11567
Harrison,347,3118,216,6809
Montgomery,324,2938,552,6780
Winnebago,320,3577,472,7968
Shelby,319,5368,100,11201
Humboldt,299,3682,364,8167
Cherokee,285,4337,233,9201
Monroe,284,2884,260,6341
Lucas,261,3103,372,6934
Out of State,250,5211,0,10400
Monona,244,1898,161,4185
Clayton,238,5799,628,12513
Mitchell,223,4134,129,8637
Wayne,223,2776,365,6240
Franklin,222,3247,223,6949
Palo Alto,219,3100,137,6585
Adair,218,2039,314,4549
Davis,210,3044,1646,7972
Decatur,210,2685,118,5790
Louisa,180,3059,1513,7787
Howard,169,1968,153,4242
Ringgold,151,1931,4,4068
Chickasaw,140,2650,316,5749
Butler,134,3718,150,7729
Hancock,131,2862,690,6544
Calhoun,128,4011,157,8334
Lyon,128,2873,63,5939
Sac,117,3173,42,6523
Adams,115,1586,6,3473
Ida,112,1474,478,3537
Taylor,110,2114,11,4372
Pocahontas,100,1786,140,3815
Fremont,89,1535,94,3253
Worth,84,1637,0,3355
Audubon,79,1927,101,4031
Van Buren,76,1386,99,2949
Keokuk,61,1530,100,3219
Osceola,50,1420,153,3043
